,Date,D0,D1,Value
11101,1931-10,M0,XDR1,
11102,1931-10,M1,EUR1,
11103,1931-10,M1,GBP1,
11104,1931-10,M1,DKK100,
11105,1931-10,M1,NOK100,
11106,1931-10,M1,CZK100,
11107,1931-10,M1,HUF100,
11108,1931-10,M1,PLN100,
11109,1931-10,M1,RUB100,
11110,1931-10,M1,SEK100,
11111,1931-10,M1,TRY100,
11112,1931-10,M1,USD1,
11113,1931-10,M1,CAD1,
11114,1931-10,M1,ARS100,
11115,1931-10,M1,BRL100,
11116,1931-10,M1,MXN100,
11117,1931-10,M1,ZAR1,
11118,1931-10,M1,JPY100,
11119,1931-10,M1,AUD1,
11120,1931-10,M1,CNY100,
11121,1931-10,M1,HKD100,
11122,1931-10,M1,KRW100,
11123,1931-10,M1,MYR100,
11124,1931-10,M1,NZD1,
11125,1931-10,M1,SGD100,
11126,1931-10,M1,THB100,
11127,1931-10,M1,XDR1,
11128,1931-11,M0,EUR1,
11129,1931-11,M0,GBP1,19.115
11130,1931-11,M0,DKK100,
11131,1931-11,M0,NOK100,
11132,1931-11,M0,CZK100,
11133,1931-11,M0,HUF100,
11134,1931-11,M0,PLN100,
11135,1931-11,M0,RUB100,
11136,1931-11,M0,SEK100,
11137,1931-11,M0,TRY100,
11138,1931-11,M0,USD1,5.136
11139,1931-11,M0,CAD1,
11140,1931-11,M0,ARS100,
11141,1931-11,M0,BRL100,
11142,1931-11,M0,MXN100,
11143,1931-11,M0,ZAR1,
11144,1931-11,M0,JPY100,
11145,1931-11,M0,AUD1,
11146,1931-11,M0,CNY100,
11147,1931-11,M0,HKD100,
11148,1931-11,M0,KRW100,
11149,1931-11,M0,MYR100,
11150,1931-11,M0,NZD1,
11151,1931-11,M0,SGD100,
11152,1931-11,M0,THB100,
11153,1931-11,M0,XDR1,
11154,1931-11,M1,EUR1,
11155,1931-11,M1,GBP1,
11156,1931-11,M1,DKK100,
11157,1931-11,M1,NOK100,
11158,1931-11,M1,CZK100,
11159,1931-11,M1,HUF100,
11160,1931-11,M1,PLN100,
11161,1931-11,M1,RUB100,
11162,1931-11,M1,SEK100,
11163,1931-11,M1,TRY100,
11164,1931-11,M1,USD1,
11165,1931-11,M1,CAD1,
11166,1931-11,M1,ARS100,
11167,1931-11,M1,BRL100,
11168,1931-11,M1,MXN100,
11169,1931-11,M1,ZAR1,
11170,1931-11,M1,JPY100,
11171,1931-11,M1,AUD1,
11172,1931-11,M1,CNY100,
11173,1931-11,M1,HKD100,
11174,1931-11,M1,KRW100,
11175,1931-11,M1,MYR100,
11176,1931-11,M1,NZD1,
11177,1931-11,M1,SGD100,
11178,1931-11,M1,THB100,
11179,1931-11,M1,XDR1,
11180,1931-12,M0,EUR1,
11181,1931-12,M0,GBP1,17.243
11182,1931-12,M0,DKK100,
11183,1931-12,M0,NOK100,
11184,1931-12,M0,CZK100,
11185,1931-12,M0,HUF100,
11186,1931-12,M0,PLN100,
11187,1931-12,M0,RUB100,
11188,1931-12,M0,SEK100,
11189,1931-12,M0,TRY100,
11190,1931-12,M0,USD1,5.132000000000001
11191,1931-12,M0,CAD1,
11192,1931-12,M0,ARS100,
11193,1931-12,M0,BRL100,
11194,1931-12,M0,MXN100,
11195,1931-12,M0,ZAR1,
11196,1931-12,M0,JPY100,
11197,1931-12,M0,AUD1,
11198,1931-12,M0,CNY100,
11199,1931-12,M0,HKD100,
11200,1931-12,M0,KRW100,
11201,1931-12,M0,MYR100,
11202,1931-12,M0,NZD1,
11203,1931-12,M0,SGD100,
11204,1931-12,M0,THB100,
11205,1931-12,M0,XDR1,
11206,1931-12,M1,EUR1,
11207,1931-12,M1,GBP1,
11208,1931-12,M1,DKK100,
11209,1931-12,M1,NOK100,
11210,1931-12,M1,CZK100,
11211,1931-12,M1,HUF100,
11212,1931-12,M1,PLN100,
11213,1931-12,M1,RUB100,
11214,1931-12,M1,SEK100,
11215,1931-12,M1,TRY100,
11216,1931-12,M1,USD1,
11217,1931-12,M1,CAD1,
11218,1931-12,M1,ARS100,
11219,1931-12,M1,BRL100,
11220,1931-12,M1,MXN100,
11221,1931-12,M1,ZAR1,
11222,1931-12,M1,JPY100,
11223,1931-12,M1,AUD1,
11224,1931-12,M1,CNY100,
11225,1931-12,M1,HKD100,
11226,1931-12,M1,KRW100,
11227,1931-12,M1,MYR100,
11228,1931-12,M1,NZD1,
11229,1931-12,M1,SGD100,
11230,1931-12,M1,THB100,
11231,1931-12,M1,XDR1,
11232,1932-01,M0,EUR1,
11233,1932-01,M0,GBP1,17.555
11234,1932-01,M0,DKK100,
11235,1932-01,M0,NOK100,
11236,1932-01,M0,CZK100,
11237,1932-01,M0,HUF100,
11238,1932-01,M0,PLN100,
11239,1932-01,M0,RUB100,
11240,1932-01,M0,SEK100,
11241,1932-01,M0,TRY100,
11242,1932-01,M0,USD1,5.126
11243,1932-01,M0,CAD1,
11244,1932-01,M0,ARS100,
11245,1932-01,M0,BRL100,
11246,1932-01,M0,MXN100,
11247,1932-01,M0,ZAR1,
11248,1932-01,M0,JPY100,
11249,1932-01,M0,AUD1,
11250,1932-01,M0,CNY100,
11251,1932-01,M0,HKD100,
11252,1932-01,M0,KRW100,
11253,1932-01,M0,MYR100,
11254,1932-01,M0,NZD1,
11255,1932-01,M0,SGD100,
11256,1932-01,M0,THB100,
11257,1932-01,M0,XDR1,
11258,1932-01,M1,EUR1,
11259,1932-01,M1,GBP1,
11260,1932-01,M1,DKK100,
11261,1932-01,M1,NOK100,
11262,1932-01,M1,CZK100,
11263,1932-01,M1,HUF100,
11264,1932-01,M1,PLN100,
11265,1932-01,M1,RUB100,
11266,1932-01,M1,SEK100,
11267,1932-01,M1,TRY100,
11268,1932-01,M1,USD1,
11269,1932-01,M1,CAD1,
11270,1932-01,M1,ARS100,
11271,1932-01,M1,BRL100,
11272,1932-01,M1,MXN100,
11273,1932-01,M1,ZAR1,
11274,1932-01,M1,JPY100,
11275,1932-01,M1,AUD1,
11276,1932-01,M1,CNY100,
11277,1932-01,M1,HKD100,
11278,1932-01,M1,KRW100,
11279,1932-01,M1,MYR100,
11280,1932-01,M1,NZD1,
11281,1932-01,M1,SGD100,
11282,1932-01,M1,THB100,
11283,1932-01,M1,XDR1,
11284,1932-02,M0,EUR1,
11285,1932-02,M0,GBP1,17.72
11286,1932-02,M0,DKK100,
11287,1932-02,M0,NOK100,
11288,1932-02,M0,CZK100,
11289,1932-02,M0,HUF100,
11290,1932-02,M0,PLN100,
11291,1932-02,M0,RUB100,
11292,1932-02,M0,SEK100,
11293,1932-02,M0,TRY100,
11294,1932-02,M0,USD1,5.127000000000001
11295,1932-02,M0,CAD1,
11296,1932-02,M0,ARS100,
11297,1932-02,M0,BRL100,
11298,1932-02,M0,MXN100,
11299,1932-02,M0,ZAR1,
11300,1932-02,M0,JPY100,
11301,1932-02,M0,AUD1,
11302,1932-02,M0,CNY100,
11303,1932-02,M0,HKD100,
11304,1932-02,M0,KRW100,
11305,1932-02,M0,MYR100,
11306,1932-02,M0,NZD1,
11307,1932-02,M0,SGD100,
11308,1932-02,M0,THB100,
11309,1932-02,M0,XDR1,
11310,1932-02,M1,EUR1,
11311,1932-02,M1,GBP1,
11312,1932-02,M1,DKK100,
11313,1932-02,M1,NOK100,
11314,1932-02,M1,CZK100,
11315,1932-02,M1,HUF100,
11316,1932-02,M1,PLN100,
11317,1932-02,M1,RUB100,
11318,1932-02,M1,SEK100,
11319,1932-02,M1,TRY100,
11320,1932-02,M1,USD1,
11321,1932-02,M1,CAD1,
11322,1932-02,M1,ARS100,
11323,1932-02,M1,BRL100,
11324,1932-02,M1,MXN100,
11325,1932-02,M1,ZAR1,
11326,1932-02,M1,JPY100,
11327,1932-02,M1,AUD1,
11328,1932-02,M1,CNY100,
11329,1932-02,M1,HKD100,
11330,1932-02,M1,KRW100,
11331,1932-02,M1,MYR100,
11332,1932-02,M1,NZD1,
11333,1932-02,M1,SGD100,
11334,1932-02,M1,THB100,
11335,1932-02,M1,XDR1,
11336,1932-03,M0,EUR1,
11337,1932-03,M0,GBP1,18.692
11338,1932-03,M0,DKK100,
11339,1932-03,M0,NOK100,
11340,1932-03,M0,CZK100,
11341,1932-03,M0,HUF100,
11342,1932-03,M0,PLN100,
11343,1932-03,M0,RUB100,
11344,1932-03,M0,SEK100,
11345,1932-03,M0,TRY100,
11346,1932-03,M0,USD1,5.167999999999999
11347,1932-03,M0,CAD1,
11348,1932-03,M0,ARS100,
11349,1932-03,M0,BRL100,
11350,1932-03,M0,MXN100,
11351,1932-03,M0,ZAR1,
11352,1932-03,M0,JPY100,
11353,1932-03,M0,AUD1,
11354,1932-03,M0,CNY100,
11355,1932-03,M0,HKD100,
11356,1932-03,M0,KRW100,
11357,1932-03,M0,MYR100,
11358,1932-03,M0,NZD1,
11359,1932-03,M0,SGD100,
11360,1932-03,M0,THB100,
11361,1932-03,M0,XDR1,
11362,1932-03,M1,EUR1,
11363,1932-03,M1,GBP1,
11364,1932-03,M1,DKK100,
11365,1932-03,M1,NOK100,
11366,1932-03,M1,CZK100,
11367,1932-03,M1,HUF100,
11368,1932-03,M1,PLN100,
11369,1932-03,M1,RUB100,
11370,1932-03,M1,SEK100,
11371,1932-03,M1,TRY100,
11372,1932-03,M1,USD1,
11373,1932-03,M1,CAD1,
11374,1932-03,M1,ARS100,
11375,1932-03,M1,BRL100,
11376,1932-03,M1,MXN100,
11377,1932-03,M1,ZAR1,
11378,1932-03,M1,JPY100,
11379,1932-03,M1,AUD1,
11380,1932-03,M1,CNY100,
11381,1932-03,M1,HKD100,
11382,1932-03,M1,KRW100,
11383,1932-03,M1,MYR100,
11384,1932-03,M1,NZD1,
11385,1932-03,M1,SGD100,
11386,1932-03,M1,THB100,
11387,1932-03,M1,XDR1,
11388,1932-04,M0,EUR1,
11389,1932-04,M0,GBP1,19.29
11390,1932-04,M0,DKK100,
11391,1932-04,M0,NOK100,
11392,1932-04,M0,CZK100,
11393,1932-04,M0,HUF100,
11394,1932-04,M0,PLN100,
11395,1932-04,M0,RUB100,
11396,1932-04,M0,SEK100,
11397,1932-04,M0,TRY100,
11398,1932-04,M0,USD1,5.141
11399,1932-04,M0,CAD1,
11400,1932-04,M0,ARS100,
11401,1932-04,M0,BRL100,
11402,1932-04,M0,MXN100,
11403,1932-04,M0,ZAR1,
11404,1932-04,M0,JPY100,
11405,1932-04,M0,AUD1,
11406,1932-04,M0,CNY100,
11407,1932-04,M0,HKD100,
11408,1932-04,M0,KRW100,
11409,1932-04,M0,MYR100,
11410,1932-04,M0,NZD1,
11411,1932-04,M0,SGD100,
11412,1932-04,M0,THB100,
11413,1932-04,M0,XDR1,
11414,1932-04,M1,EUR1,
11415,1932-04,M1,GBP1,
11416,1932-04,M1,DKK100,
11417,1932-04,M1,NOK100,
11418,1932-04,M1,CZK100,
11419,1932-04,M1,HUF100,
11420,1932-04,M1,PLN100,
11421,1932-04,M1,RUB100,
11422,1932-04,M1,SEK100,
11423,1932-04,M1,TRY100,
11424,1932-04,M1,USD1,
11425,1932-04,M1,CAD1,
11426,1932-04,M1,ARS100,
11427,1932-04,M1,BRL100,
11428,1932-04,M1,MXN100,
11429,1932-04,M1,ZAR1,
11430,1932-04,M1,JPY100,
11431,1932-04,M1,AUD1,
11432,1932-04,M1,CNY100,
11433,1932-04,M1,HKD100,
11434,1932-04,M1,KRW100,
11435,1932-04,M1,MYR100,
11436,1932-04,M1,NZD1,
11437,1932-04,M1,SGD100,
11438,1932-04,M1,THB100,
11439,1932-04,M1,XDR1,
11440,1932-05,M0,EUR1,
11441,1932-05,M0,GBP1,18.785999999999998
11442,1932-05,M0,DKK100,
11443,1932-05,M0,NOK100,
11444,1932-05,M0,CZK100,
11445,1932-05,M0,HUF100,
11446,1932-05,M0,PLN100,
11447,1932-05,M0,RUB100,
11448,1932-05,M0,SEK100,
11449,1932-05,M0,TRY100,
11450,1932-05,M0,USD1,5.111000000000001
11451,1932-05,M0,CAD1,
11452,1932-05,M0,ARS100,
11453,1932-05,M0,BRL100,
11454,1932-05,M0,MXN100,
11455,1932-05,M0,ZAR1,
11456,1932-05,M0,JPY100,
11457,1932-05,M0,AUD1,
11458,1932-05,M0,CNY100,
11459,1932-05,M0,HKD100,
11460,1932-05,M0,KRW100,
11461,1932-05,M0,MYR100,
11462,1932-05,M0,NZD1,
11463,1932-05,M0,SGD100,
11464,1932-05,M0,THB100,
11465,1932-05,M0,XDR1,
11466,1932-05,M1,EUR1,
11467,1932-05,M1,GBP1,
11468,1932-05,M1,DKK100,
11469,1932-05,M1,NOK100,
11470,1932-05,M1,CZK100,
11471,1932-05,M1,HUF100,
11472,1932-05,M1,PLN100,
11473,1932-05,M1,RUB100,
11474,1932-05,M1,SEK100,
11475,1932-05,M1,TRY100,
11476,1932-05,M1,USD1,
11477,1932-05,M1,CAD1,
11478,1932-05,M1,ARS100,
11479,1932-05,M1,BRL100,
11480,1932-05,M1,MXN100,
11481,1932-05,M1,ZAR1,
11482,1932-05,M1,JPY100,
11483,1932-05,M1,AUD1,
11484,1932-05,M1,CNY100,
11485,1932-05,M1,HKD100,
11486,1932-05,M1,KRW100,
11487,1932-05,M1,MYR100,
11488,1932-05,M1,NZD1,
11489,1932-05,M1,SGD100,
11490,1932-05,M1,THB100,
11491,1932-05,M1,XDR1,
11492,1932-06,M0,EUR1,
11493,1932-06,M0,GBP1,18.692
11494,1932-06,M0,DKK100,
11495,1932-06,M0,NOK100,
11496,1932-06,M0,CZK100,
11497,1932-06,M0,HUF100,
11498,1932-06,M0,PLN100,
11499,1932-06,M0,RUB100,
11500,1932-06,M0,SEK100,
11501,1932-06,M0,TRY100,
11502,1932-06,M0,USD1,5.121
11503,1932-06,M0,CAD1,
11504,1932-06,M0,ARS100,
11505,1932-06,M0,BRL100,
11506,1932-06,M0,MXN100,
11507,1932-06,M0,ZAR1,
11508,1932-06,M0,JPY100,
11509,1932-06,M0,AUD1,
11510,1932-06,M0,CNY100,
11511,1932-06,M0,HKD100,
11512,1932-06,M0,KRW100,
11513,1932-06,M0,MYR100,
11514,1932-06,M0,NZD1,
11515,1932-06,M0,SGD100,
11516,1932-06,M0,THB100,
11517,1932-06,M0,XDR1,
11518,1932-06,M1,EUR1,
11519,1932-06,M1,GBP1,
11520,1932-06,M1,DKK100,
11521,1932-06,M1,NOK100,
11522,1932-06,M1,CZK100,
11523,1932-06,M1,HUF100,
11524,1932-06,M1,PLN100,
11525,1932-06,M1,RUB100,
11526,1932-06,M1,SEK100,
11527,1932-06,M1,TRY100,
11528,1932-06,M1,USD1,
11529,1932-06,M1,CAD1,
11530,1932-06,M1,ARS100,
11531,1932-06,M1,BRL100,
11532,1932-06,M1,MXN100,
11533,1932-06,M1,ZAR1,
11534,1932-06,M1,JPY100,
11535,1932-06,M1,AUD1,
11536,1932-06,M1,CNY100,
11537,1932-06,M1,HKD100,
11538,1932-06,M1,KRW100,
11539,1932-06,M1,MYR100,
11540,1932-06,M1,NZD1,
11541,1932-06,M1,SGD100,
11542,1932-06,M1,THB100,
11543,1932-06,M1,XDR1,
11544,1932-07,M0,EUR1,
11545,1932-07,M0,GBP1,18.24
11546,1932-07,M0,DKK100,
11547,1932-07,M0,NOK100,
11548,1932-07,M0,CZK100,
11549,1932-07,M0,HUF100,
11550,1932-07,M0,PLN100,
11551,1932-07,M0,RUB100,
11552,1932-07,M0,SEK100,
11553,1932-07,M0,TRY100,
11554,1932-07,M0,USD1,5.132999999999999
11555,1932-07,M0,CAD1,
11556,1932-07,M0,ARS100,
11557,1932-07,M0,BRL100,
11558,1932-07,M0,MXN100,
11559,1932-07,M0,ZAR1,
11560,1932-07,M0,JPY100,
11561,1932-07,M0,AUD1,
11562,1932-07,M0,CNY100,
11563,1932-07,M0,HKD100,
11564,1932-07,M0,KRW100,
11565,1932-07,M0,MYR100,
11566,1932-07,M0,NZD1,
11567,1932-07,M0,SGD100,
11568,1932-07,M0,THB100,
11569,1932-07,M0,XDR1,
11570,1932-07,M1,EUR1,
11571,1932-07,M1,GBP1,
11572,1932-07,M1,DKK100,
11573,1932-07,M1,NOK100,
11574,1932-07,M1,CZK100,
11575,1932-07,M1,HUF100,
11576,1932-07,M1,PLN100,
11577,1932-07,M1,RUB100,
11578,1932-07,M1,SEK100,
11579,1932-07,M1,TRY100,
11580,1932-07,M1,USD1,
11581,1932-07,M1,CAD1,
11582,1932-07,M1,ARS100,
11583,1932-07,M1,BRL100,
11584,1932-07,M1,MXN100,
11585,1932-07,M1,ZAR1,
11586,1932-07,M1,JPY100,
11587,1932-07,M1,AUD1,
11588,1932-07,M1,CNY100,
11589,1932-07,M1,HKD100,
11590,1932-07,M1,KRW100,
11591,1932-07,M1,MYR100,
11592,1932-07,M1,NZD1,
11593,1932-07,M1,SGD100,
11594,1932-07,M1,THB100,
11595,1932-07,M1,XDR1,
11596,1932-08,M0,EUR1,
11597,1932-08,M0,GBP1,17.904
11598,1932-08,M0,DKK100,
11599,1932-08,M0,NOK100,
11600,1932-08,M0,CZK100,
11601,1932-08,M0,HUF100,
11602,1932-08,M0,PLN100,
11603,1932-08,M0,RUB100,
11604,1932-08,M0,SEK100,
11605,1932-08,M0,TRY100,
11606,1932-08,M0,USD1,5.138
11607,1932-08,M0,CAD1,
11608,1932-08,M0,ARS100,
11609,1932-08,M0,BRL100,
11610,1932-08,M0,MXN100,
11611,1932-08,M0,ZAR1,
11612,1932-08,M0,JPY100,
11613,1932-08,M0,AUD1,
11614,1932-08,M0,CNY100,
11615,1932-08,M0,HKD100,
11616,1932-08,M0,KRW100,
11617,1932-08,M0,MYR100,
11618,1932-08,M0,NZD1,
11619,1932-08,M0,SGD100,
11620,1932-08,M0,THB100,
11621,1932-08,M0,XDR1,
11622,1932-08,M1,EUR1,
11623,1932-08,M1,GBP1,
11624,1932-08,M1,DKK100,
11625,1932-08,M1,NOK100,
11626,1932-08,M1,CZK100,
11627,1932-08,M1,HUF100,
11628,1932-08,M1,PLN100,
11629,1932-08,M1,RUB100,
11630,1932-08,M1,SEK100,
11631,1932-08,M1,TRY100,
11632,1932-08,M1,USD1,
11633,1932-08,M1,CAD1,
11634,1932-08,M1,ARS100,
11635,1932-08,M1,BRL100,
11636,1932-08,M1,MXN100,
11637,1932-08,M1,ZAR1,
11638,1932-08,M1,JPY100,
11639,1932-08,M1,AUD1,
11640,1932-08,M1,CNY100,
11641,1932-08,M1,HKD100,
11642,1932-08,M1,KRW100,
11643,1932-08,M1,MYR100,
11644,1932-08,M1,NZD1,
11645,1932-08,M1,SGD100,
11646,1932-08,M1,THB100,
11647,1932-08,M1,XDR1,
11648,1932-09,M0,EUR1,
11649,1932-09,M0,GBP1,17.977999999999998
11650,1932-09,M0,DKK100,
11651,1932-09,M0,NOK100,
11652,1932-09,M0,CZK100,
11653,1932-09,M0,HUF100,
11654,1932-09,M0,PLN100,
11655,1932-09,M0,RUB100,
11656,1932-09,M0,SEK100,
11657,1932-09,M0,TRY100,
11658,1932-09,M0,USD1,5.178999999999999
11659,1932-09,M0,CAD1,
11660,1932-09,M0,ARS100,
11661,1932-09,M0,BRL100,
11662,1932-09,M0,MXN100,
11663,1932-09,M0,ZAR1,
11664,1932-09,M0,JPY100,
11665,1932-09,M0,AUD1,
11666,1932-09,M0,CNY100,
11667,1932-09,M0,HKD100,
11668,1932-09,M0,KRW100,
11669,1932-09,M0,MYR100,
11670,1932-09,M0,NZD1,
11671,1932-09,M0,SGD100,
11672,1932-09,M0,THB100,
11673,1932-09,M0,XDR1,
11674,1932-09,M1,EUR1,
11675,1932-09,M1,GBP1,
11676,1932-09,M1,DKK100,
11677,1932-09,M1,NOK100,
11678,1932-09,M1,CZK100,
11679,1932-09,M1,HUF100,
11680,1932-09,M1,PLN100,
11681,1932-09,M1,RUB100,
11682,1932-09,M1,SEK100,
11683,1932-09,M1,TRY100,
11684,1932-09,M1,USD1,
11685,1932-09,M1,CAD1,
11686,1932-09,M1,ARS100,
11687,1932-09,M1,BRL100,
11688,1932-09,M1,MXN100,
11689,1932-09,M1,ZAR1,
11690,1932-09,M1,JPY100,
11691,1932-09,M1,AUD1,
11692,1932-09,M1,CNY100,
11693,1932-09,M1,HKD100,
11694,1932-09,M1,KRW100,
11695,1932-09,M1,MYR100,
11696,1932-09,M1,NZD1,
11697,1932-09,M1,SGD100,
11698,1932-09,M1,THB100,
11699,1932-09,M1,XDR1,
11700,1932-10,M0,EUR1,
11701,1932-10,M0,GBP1,17.604
11702,1932-10,M0,DKK100,
11703,1932-10,M0,NOK100,
11704,1932-10,M0,CZK100,
11705,1932-10,M0,HUF100,
11706,1932-10,M0,PLN100,
11707,1932-10,M0,RUB100,
11708,1932-10,M0,SEK100,
11709,1932-10,M0,TRY100,
11710,1932-10,M0,USD1,5.178
11711,1932-10,M0,CAD1,
11712,1932-10,M0,ARS100,
11713,1932-10,M0,BRL100,
11714,1932-10,M0,MXN100,
11715,1932-10,M0,ZAR1,
11716,1932-10,M0,JPY100,
11717,1932-10,M0,AUD1,
11718,1932-10,M0,CNY100,
11719,1932-10,M0,HKD100,
11720,1932-10,M0,KRW100,
11721,1932-10,M0,MYR100,
11722,1932-10,M0,NZD1,
11723,1932-10,M0,SGD100,
11724,1932-10,M0,THB100,
11725,1932-10,M0,XDR1,
11726,1932-10,M1,EUR1,
11727,1932-10,M1,GBP1,
11728,1932-10,M1,DKK100,
11729,1932-10,M1,NOK100,
11730,1932-10,M1,CZK100,
11731,1932-10,M1,HUF100,
11732,1932-10,M1,PLN100,
11733,1932-10,M1,RUB100,
11734,1932-10,M1,SEK100,
11735,1932-10,M1,TRY100,
11736,1932-10,M1,USD1,
11737,1932-10,M1,CAD1,
11738,1932-10,M1,ARS100,
11739,1932-10,M1,BRL100,
11740,1932-10,M1,MXN100,
11741,1932-10,M1,ZAR1,
11742,1932-10,M1,JPY100,
11743,1932-10,M1,AUD1,
11744,1932-10,M1,CNY100,
11745,1932-10,M1,HKD100,
11746,1932-10,M1,KRW100,
11747,1932-10,M1,MYR100,
11748,1932-10,M1,NZD1,
11749,1932-10,M1,SGD100,
11750,1932-10,M1,THB100,
11751,1932-10,M1,XDR1,
11752,1932-11,M0,EUR1,
11753,1932-11,M0,GBP1,17.018
11754,1932-11,M0,DKK100,
11755,1932-11,M0,NOK100,
11756,1932-11,M0,CZK100,
11757,1932-11,M0,HUF100,
11758,1932-11,M0,PLN100,
11759,1932-11,M0,RUB100,
11760,1932-11,M0,SEK100,
11761,1932-11,M0,TRY100,
11762,1932-11,M0,USD1,5.193
11763,1932-11,M0,CAD1,
11764,1932-11,M0,ARS100,
11765,1932-11,M0,BRL100,
11766,1932-11,M0,MXN100,
11767,1932-11,M0,ZAR1,
11768,1932-11,M0,JPY100,
11769,1932-11,M0,AUD1,
11770,1932-11,M0,CNY100,
11771,1932-11,M0,HKD100,
11772,1932-11,M0,KRW100,
11773,1932-11,M0,MYR100,
11774,1932-11,M0,NZD1,
11775,1932-11,M0,SGD100,
11776,1932-11,M0,THB100,
11777,1932-11,M0,XDR1,
11778,1932-11,M1,EUR1,
11779,1932-11,M1,GBP1,
11780,1932-11,M1,DKK100,
11781,1932-11,M1,NOK100,
11782,1932-11,M1,CZK100,
11783,1932-11,M1,HUF100,
11784,1932-11,M1,PLN100,
11785,1932-11,M1,RUB100,
11786,1932-11,M1,SEK100,
11787,1932-11,M1,TRY100,
11788,1932-11,M1,USD1,
11789,1932-11,M1,CAD1,
11790,1932-11,M1,ARS100,
11791,1932-11,M1,BRL100,
11792,1932-11,M1,MXN100,
11793,1932-11,M1,ZAR1,
11794,1932-11,M1,JPY100,
11795,1932-11,M1,AUD1,
11796,1932-11,M1,CNY100,
11797,1932-11,M1,HKD100,
11798,1932-11,M1,KRW100,
11799,1932-11,M1,MYR100,
11800,1932-11,M1,NZD1,
11801,1932-11,M1,SGD100,
11802,1932-11,M1,THB100,
11803,1932-11,M1,XDR1,
11804,1932-12,M0,EUR1,
11805,1932-12,M0,GBP1,17.017
11806,1932-12,M0,DKK100,
11807,1932-12,M0,NOK100,
11808,1932-12,M0,CZK100,
11809,1932-12,M0,HUF100,
11810,1932-12,M0,PLN100,
11811,1932-12,M0,RUB100,
11812,1932-12,M0,SEK100,
11813,1932-12,M0,TRY100,
11814,1932-12,M0,USD1,5.197
11815,1932-12,M0,CAD1,
11816,1932-12,M0,ARS100,
11817,1932-12,M0,BRL100,
11818,1932-12,M0,MXN100,
11819,1932-12,M0,ZAR1,
11820,1932-12,M0,JPY100,
11821,1932-12,M0,AUD1,
11822,1932-12,M0,CNY100,
11823,1932-12,M0,HKD100,
11824,1932-12,M0,KRW100,
11825,1932-12,M0,MYR100,
11826,1932-12,M0,NZD1,
11827,1932-12,M0,SGD100,
11828,1932-12,M0,THB100,
11829,1932-12,M0,XDR1,
11830,1932-12,M1,EUR1,
11831,1932-12,M1,GBP1,
11832,1932-12,M1,DKK100,
11833,1932-12,M1,NOK100,
11834,1932-12,M1,CZK100,
11835,1932-12,M1,HUF100,
11836,1932-12,M1,PLN100,
11837,1932-12,M1,RUB100,
11838,1932-12,M1,SEK100,
11839,1932-12,M1,TRY100,
11840,1932-12,M1,USD1,
11841,1932-12,M1,CAD1,
11842,1932-12,M1,ARS100,
11843,1932-12,M1,BRL100,
11844,1932-12,M1,MXN100,
11845,1932-12,M1,ZAR1,
11846,1932-12,M1,JPY100,
11847,1932-12,M1,AUD1,
11848,1932-12,M1,CNY100,
11849,1932-12,M1,HKD100,
11850,1932-12,M1,KRW100,
11851,1932-12,M1,MYR100,
11852,1932-12,M1,NZD1,
11853,1932-12,M1,SGD100,
11854,1932-12,M1,THB100,
11855,1932-12,M1,XDR1,
11856,1933-01,M0,EUR1,
11857,1933-01,M0,GBP1,17.409000000000002
11858,1933-01,M0,DKK100,
11859,1933-01,M0,NOK100,
11860,1933-01,M0,CZK100,
11861,1933-01,M0,HUF100,
11862,1933-01,M0,PLN100,
11863,1933-01,M0,RUB100,
11864,1933-01,M0,SEK100,
11865,1933-01,M0,TRY100,
11866,1933-01,M0,USD1,5.185
11867,1933-01,M0,CAD1,
11868,1933-01,M0,ARS100,
11869,1933-01,M0,BRL100,
11870,1933-01,M0,MXN100,
11871,1933-01,M0,ZAR1,
11872,1933-01,M0,JPY100,
11873,1933-01,M0,AUD1,
11874,1933-01,M0,CNY100,
11875,1933-01,M0,HKD100,
11876,1933-01,M0,KRW100,
11877,1933-01,M0,MYR100,
11878,1933-01,M0,NZD1,
11879,1933-01,M0,SGD100,
11880,1933-01,M0,THB100,
11881,1933-01,M0,XDR1,
11882,1933-01,M1,EUR1,
11883,1933-01,M1,GBP1,
11884,1933-01,M1,DKK100,
11885,1933-01,M1,NOK100,
11886,1933-01,M1,CZK100,
11887,1933-01,M1,HUF100,
11888,1933-01,M1,PLN100,
11889,1933-01,M1,RUB100,
11890,1933-01,M1,SEK100,
11891,1933-01,M1,TRY100,
11892,1933-01,M1,USD1,
11893,1933-01,M1,CAD1,
11894,1933-01,M1,ARS100,
11895,1933-01,M1,BRL100,
11896,1933-01,M1,MXN100,
11897,1933-01,M1,ZAR1,
11898,1933-01,M1,JPY100,
11899,1933-01,M1,AUD1,
11900,1933-01,M1,CNY100,
11901,1933-01,M1,HKD100,
11902,1933-01,M1,KRW100,
11903,1933-01,M1,MYR100,
11904,1933-01,M1,NZD1,
11905,1933-01,M1,SGD100,
11906,1933-01,M1,THB100,
11907,1933-01,M1,XDR1,
11908,1933-02,M0,EUR1,
11909,1933-02,M0,GBP1,17.654
11910,1933-02,M0,DKK100,
11911,1933-02,M0,NOK100,
11912,1933-02,M0,CZK100,
11913,1933-02,M0,HUF100,
11914,1933-02,M0,PLN100,
11915,1933-02,M0,RUB100,
11916,1933-02,M0,SEK100,
11917,1933-02,M0,TRY100,
