"","Date","D0","D1","Value","timeID"
"1","1914-01","M0","CHF/Euro",NA,1914
"2","1914-01","M0","CHF/Britisches Pfund",25.28,1914
"3","1914-01","M0","CHF/100 Daenische Kronen",NA,1914
"4","1914-01","M0","CHF/100 Norwegische Kronen",NA,1914
"5","1914-01","M0","CHF/100 Tschechische Kronen",NA,1914
"6","1914-01","M0","CHF/100 Ungarische Forint",NA,1914
"7","1914-01","M0","CHF/100 Polnische Zloty",NA,1914
"8","1914-01","M0","CHF/100 Rubel",NA,1914
"9","1914-01","M0","CHF/100 Schwedische Kronen",NA,1914
"10","1914-01","M0","CHF/100 Tuerkische Lira",NA,1914
"11","1914-01","M0","CHF/US Dollar",5.186,1914
"12","1914-01","M0","CHF/Kanadische Dollar",NA,1914
"13","1914-01","M0","CHF/100 Argentinische Pesos",NA,1914
"14","1914-01","M0","CHF/100 Brasilianische Real",NA,1914
"15","1914-01","M0","CHF/100 Mexikanische Pesos",NA,1914
"16","1914-01","M0","CHF/Suedafrikanischer Rand",NA,1914
"17","1914-01","M0","CHF/100 Japanische Yen",NA,1914
"18","1914-01","M0","CHF/Australischer Dollar",NA,1914
"19","1914-01","M0","CHF/100 Chinesische Yuan",NA,1914
"20","1914-01","M0","CHF/100 Hongkong Dollars",NA,1914
"21","1914-01","M0","CHF/100 Koreanische Won",NA,1914
"22","1914-01","M0","CHF/100 Malaysische Ringgit",NA,1914
"23","1914-01","M0","CHF/Neuseeländischer Dollar",NA,1914
"24","1914-01","M0","CHF/100 Singapur-Dollars",NA,1914
"25","1914-01","M0","CHF/100 Thailaendische Baht",NA,1914
"26","1914-01","M0","CHF/Sonderziehungsrecht",NA,1914
"53","1914-02","M0","CHF/Euro",NA,1914.08333333333
"54","1914-02","M0","CHF/Britisches Pfund",25.195,1914.08333333333
"55","1914-02","M0","CHF/100 Daenische Kronen",NA,1914.08333333333
"56","1914-02","M0","CHF/100 Norwegische Kronen",NA,1914.08333333333
"57","1914-02","M0","CHF/100 Tschechische Kronen",NA,1914.08333333333
"58","1914-02","M0","CHF/100 Ungarische Forint",NA,1914.08333333333
"59","1914-02","M0","CHF/100 Polnische Zloty",NA,1914.08333333333
"60","1914-02","M0","CHF/100 Rubel",NA,1914.08333333333
"61","1914-02","M0","CHF/100 Schwedische Kronen",NA,1914.08333333333
"62","1914-02","M0","CHF/100 Tuerkische Lira",NA,1914.08333333333
"63","1914-02","M0","CHF/US Dollar",5.178,1914.08333333333
"64","1914-02","M0","CHF/Kanadische Dollar",NA,1914.08333333333
"65","1914-02","M0","CHF/100 Argentinische Pesos",NA,1914.08333333333
"66","1914-02","M0","CHF/100 Brasilianische Real",NA,1914.08333333333
"67","1914-02","M0","CHF/100 Mexikanische Pesos",NA,1914.08333333333
"68","1914-02","M0","CHF/Suedafrikanischer Rand",NA,1914.08333333333
"69","1914-02","M0","CHF/100 Japanische Yen",NA,1914.08333333333
"70","1914-02","M0","CHF/Australischer Dollar",NA,1914.08333333333
"71","1914-02","M0","CHF/100 Chinesische Yuan",NA,1914.08333333333
"72","1914-02","M0","CHF/100 Hongkong Dollars",NA,1914.08333333333
"73","1914-02","M0","CHF/100 Koreanische Won",NA,1914.08333333333
"74","1914-02","M0","CHF/100 Malaysische Ringgit",NA,1914.08333333333
"75","1914-02","M0","CHF/Neuseeländischer Dollar",NA,1914.08333333333
"76","1914-02","M0","CHF/100 Singapur-Dollars",NA,1914.08333333333
"77","1914-02","M0","CHF/100 Thailaendische Baht",NA,1914.08333333333
"78","1914-02","M0","CHF/Sonderziehungsrecht",NA,1914.08333333333
"105","1914-03","M0","CHF/Euro",NA,1914.16666666667
"106","1914-03","M0","CHF/Britisches Pfund",25.207,1914.16666666667
"107","1914-03","M0","CHF/100 Daenische Kronen",NA,1914.16666666667
"108","1914-03","M0","CHF/100 Norwegische Kronen",NA,1914.16666666667
"109","1914-03","M0","CHF/100 Tschechische Kronen",NA,1914.16666666667
"110","1914-03","M0","CHF/100 Ungarische Forint",NA,1914.16666666667
"111","1914-03","M0","CHF/100 Polnische Zloty",NA,1914.16666666667
"112","1914-03","M0","CHF/100 Rubel",NA,1914.16666666667
"113","1914-03","M0","CHF/100 Schwedische Kronen",NA,1914.16666666667
"114","1914-03","M0","CHF/100 Tuerkische Lira",NA,1914.16666666667
"115","1914-03","M0","CHF/US Dollar",5.177,1914.16666666667
"116","1914-03","M0","CHF/Kanadische Dollar",NA,1914.16666666667
"117","1914-03","M0","CHF/100 Argentinische Pesos",NA,1914.16666666667
"118","1914-03","M0","CHF/100 Brasilianische Real",NA,1914.16666666667
"119","1914-03","M0","CHF/100 Mexikanische Pesos",NA,1914.16666666667
"120","1914-03","M0","CHF/Suedafrikanischer Rand",NA,1914.16666666667
"121","1914-03","M0","CHF/100 Japanische Yen",NA,1914.16666666667
"122","1914-03","M0","CHF/Australischer Dollar",NA,1914.16666666667
"123","1914-03","M0","CHF/100 Chinesische Yuan",NA,1914.16666666667
"124","1914-03","M0","CHF/100 Hongkong Dollars",NA,1914.16666666667
"125","1914-03","M0","CHF/100 Koreanische Won",NA,1914.16666666667
"126","1914-03","M0","CHF/100 Malaysische Ringgit",NA,1914.16666666667
"127","1914-03","M0","CHF/Neuseeländischer Dollar",NA,1914.16666666667
"128","1914-03","M0","CHF/100 Singapur-Dollars",NA,1914.16666666667
"129","1914-03","M0","CHF/100 Thailaendische Baht",NA,1914.16666666667
"130","1914-03","M0","CHF/Sonderziehungsrecht",NA,1914.16666666667
"157","1914-04","M0","CHF/Euro",NA,1914.25
"158","1914-04","M0","CHF/Britisches Pfund",25.18,1914.25
"159","1914-04","M0","CHF/100 Daenische Kronen",NA,1914.25
"160","1914-04","M0","CHF/100 Norwegische Kronen",NA,1914.25
"161","1914-04","M0","CHF/100 Tschechische Kronen",NA,1914.25
"162","1914-04","M0","CHF/100 Ungarische Forint",NA,1914.25
"163","1914-04","M0","CHF/100 Polnische Zloty",NA,1914.25
"164","1914-04","M0","CHF/100 Rubel",NA,1914.25
"165","1914-04","M0","CHF/100 Schwedische Kronen",NA,1914.25
"166","1914-04","M0","CHF/100 Tuerkische Lira",NA,1914.25
"167","1914-04","M0","CHF/US Dollar",5.163,1914.25
"168","1914-04","M0","CHF/Kanadische Dollar",NA,1914.25
"169","1914-04","M0","CHF/100 Argentinische Pesos",NA,1914.25
"170","1914-04","M0","CHF/100 Brasilianische Real",NA,1914.25
"171","1914-04","M0","CHF/100 Mexikanische Pesos",NA,1914.25
"172","1914-04","M0","CHF/Suedafrikanischer Rand",NA,1914.25
"173","1914-04","M0","CHF/100 Japanische Yen",NA,1914.25
"174","1914-04","M0","CHF/Australischer Dollar",NA,1914.25
"175","1914-04","M0","CHF/100 Chinesische Yuan",NA,1914.25
"176","1914-04","M0","CHF/100 Hongkong Dollars",NA,1914.25
"177","1914-04","M0","CHF/100 Koreanische Won",NA,1914.25
"178","1914-04","M0","CHF/100 Malaysische Ringgit",NA,1914.25
"179","1914-04","M0","CHF/Neuseeländischer Dollar",NA,1914.25
"180","1914-04","M0","CHF/100 Singapur-Dollars",NA,1914.25
"181","1914-04","M0","CHF/100 Thailaendische Baht",NA,1914.25
"182","1914-04","M0","CHF/Sonderziehungsrecht",NA,1914.25
"209","1914-05","M0","CHF/Euro",NA,1914.33333333333
"210","1914-05","M0","CHF/Britisches Pfund",25.195,1914.33333333333
"211","1914-05","M0","CHF/100 Daenische Kronen",NA,1914.33333333333
"212","1914-05","M0","CHF/100 Norwegische Kronen",NA,1914.33333333333
"213","1914-05","M0","CHF/100 Tschechische Kronen",NA,1914.33333333333
"214","1914-05","M0","CHF/100 Ungarische Forint",NA,1914.33333333333
"215","1914-05","M0","CHF/100 Polnische Zloty",NA,1914.33333333333
"216","1914-05","M0","CHF/100 Rubel",NA,1914.33333333333
"217","1914-05","M0","CHF/100 Schwedische Kronen",NA,1914.33333333333
"218","1914-05","M0","CHF/100 Tuerkische Lira",NA,1914.33333333333
"219","1914-05","M0","CHF/US Dollar",5.154,1914.33333333333
"220","1914-05","M0","CHF/Kanadische Dollar",NA,1914.33333333333
"221","1914-05","M0","CHF/100 Argentinische Pesos",NA,1914.33333333333
"222","1914-05","M0","CHF/100 Brasilianische Real",NA,1914.33333333333
"223","1914-05","M0","CHF/100 Mexikanische Pesos",NA,1914.33333333333
"224","1914-05","M0","CHF/Suedafrikanischer Rand",NA,1914.33333333333
"225","1914-05","M0","CHF/100 Japanische Yen",NA,1914.33333333333
"226","1914-05","M0","CHF/Australischer Dollar",NA,1914.33333333333
"227","1914-05","M0","CHF/100 Chinesische Yuan",NA,1914.33333333333
"228","1914-05","M0","CHF/100 Hongkong Dollars",NA,1914.33333333333
"229","1914-05","M0","CHF/100 Koreanische Won",NA,1914.33333333333
"230","1914-05","M0","CHF/100 Malaysische Ringgit",NA,1914.33333333333
"231","1914-05","M0","CHF/Neuseeländischer Dollar",NA,1914.33333333333
"232","1914-05","M0","CHF/100 Singapur-Dollars",NA,1914.33333333333
"233","1914-05","M0","CHF/100 Thailaendische Baht",NA,1914.33333333333
"234","1914-05","M0","CHF/Sonderziehungsrecht",NA,1914.33333333333
"261","1914-06","M0","CHF/Euro",NA,1914.41666666667
"262","1914-06","M0","CHF/Britisches Pfund",25.207,1914.41666666667
"263","1914-06","M0","CHF/100 Daenische Kronen",NA,1914.41666666667
"264","1914-06","M0","CHF/100 Norwegische Kronen",NA,1914.41666666667
"265","1914-06","M0","CHF/100 Tschechische Kronen",NA,1914.41666666667
"266","1914-06","M0","CHF/100 Ungarische Forint",NA,1914.41666666667
"267","1914-06","M0","CHF/100 Polnische Zloty",NA,1914.41666666667
"268","1914-06","M0","CHF/100 Rubel",NA,1914.41666666667
"269","1914-06","M0","CHF/100 Schwedische Kronen",NA,1914.41666666667
"270","1914-06","M0","CHF/100 Tuerkische Lira",NA,1914.41666666667
"271","1914-06","M0","CHF/US Dollar",5.15,1914.41666666667
"272","1914-06","M0","CHF/Kanadische Dollar",NA,1914.41666666667
"273","1914-06","M0","CHF/100 Argentinische Pesos",NA,1914.41666666667
"274","1914-06","M0","CHF/100 Brasilianische Real",NA,1914.41666666667
"275","1914-06","M0","CHF/100 Mexikanische Pesos",NA,1914.41666666667
"276","1914-06","M0","CHF/Suedafrikanischer Rand",NA,1914.41666666667
"277","1914-06","M0","CHF/100 Japanische Yen",NA,1914.41666666667
"278","1914-06","M0","CHF/Australischer Dollar",NA,1914.41666666667
"279","1914-06","M0","CHF/100 Chinesische Yuan",NA,1914.41666666667
"280","1914-06","M0","CHF/100 Hongkong Dollars",NA,1914.41666666667
"281","1914-06","M0","CHF/100 Koreanische Won",NA,1914.41666666667
"282","1914-06","M0","CHF/100 Malaysische Ringgit",NA,1914.41666666667
"283","1914-06","M0","CHF/Neuseeländischer Dollar",NA,1914.41666666667
"284","1914-06","M0","CHF/100 Singapur-Dollars",NA,1914.41666666667
"285","1914-06","M0","CHF/100 Thailaendische Baht",NA,1914.41666666667
"286","1914-06","M0","CHF/Sonderziehungsrecht",NA,1914.41666666667
"313","1914-07","M0","CHF/Euro",NA,1914.5
"314","1914-07","M0","CHF/Britisches Pfund",25.18,1914.5
"315","1914-07","M0","CHF/100 Daenische Kronen",NA,1914.5
"316","1914-07","M0","CHF/100 Norwegische Kronen",NA,1914.5
"317","1914-07","M0","CHF/100 Tschechische Kronen",NA,1914.5
"318","1914-07","M0","CHF/100 Ungarische Forint",NA,1914.5
"319","1914-07","M0","CHF/100 Polnische Zloty",NA,1914.5
"320","1914-07","M0","CHF/100 Rubel",NA,1914.5
"321","1914-07","M0","CHF/100 Schwedische Kronen",NA,1914.5
"322","1914-07","M0","CHF/100 Tuerkische Lira",NA,1914.5
"323","1914-07","M0","CHF/US Dollar",5.154,1914.5
"324","1914-07","M0","CHF/Kanadische Dollar",NA,1914.5
"325","1914-07","M0","CHF/100 Argentinische Pesos",NA,1914.5
"326","1914-07","M0","CHF/100 Brasilianische Real",NA,1914.5
"327","1914-07","M0","CHF/100 Mexikanische Pesos",NA,1914.5
"328","1914-07","M0","CHF/Suedafrikanischer Rand",NA,1914.5
"329","1914-07","M0","CHF/100 Japanische Yen",NA,1914.5
"330","1914-07","M0","CHF/Australischer Dollar",NA,1914.5
"331","1914-07","M0","CHF/100 Chinesische Yuan",NA,1914.5
"332","1914-07","M0","CHF/100 Hongkong Dollars",NA,1914.5
"333","1914-07","M0","CHF/100 Koreanische Won",NA,1914.5
"334","1914-07","M0","CHF/100 Malaysische Ringgit",NA,1914.5
"335","1914-07","M0","CHF/Neuseeländischer Dollar",NA,1914.5
"336","1914-07","M0","CHF/100 Singapur-Dollars",NA,1914.5
"337","1914-07","M0","CHF/100 Thailaendische Baht",NA,1914.5
"338","1914-07","M0","CHF/Sonderziehungsrecht",NA,1914.5
"365","1914-08","M0","CHF/Euro",NA,1914.58333333333
"366","1914-08","M0","CHF/Britisches Pfund",25.005,1914.58333333333
"367","1914-08","M0","CHF/100 Daenische Kronen",NA,1914.58333333333
"368","1914-08","M0","CHF/100 Norwegische Kronen",NA,1914.58333333333
"369","1914-08","M0","CHF/100 Tschechische Kronen",NA,1914.58333333333
"370","1914-08","M0","CHF/100 Ungarische Forint",NA,1914.58333333333
"371","1914-08","M0","CHF/100 Polnische Zloty",NA,1914.58333333333
"372","1914-08","M0","CHF/100 Rubel",NA,1914.58333333333
"373","1914-08","M0","CHF/100 Schwedische Kronen",NA,1914.58333333333
"374","1914-08","M0","CHF/100 Tuerkische Lira",NA,1914.58333333333
"375","1914-08","M0","CHF/US Dollar",5.08,1914.58333333333
"376","1914-08","M0","CHF/Kanadische Dollar",NA,1914.58333333333
"377","1914-08","M0","CHF/100 Argentinische Pesos",NA,1914.58333333333
"378","1914-08","M0","CHF/100 Brasilianische Real",NA,1914.58333333333
"379","1914-08","M0","CHF/100 Mexikanische Pesos",NA,1914.58333333333
"380","1914-08","M0","CHF/Suedafrikanischer Rand",NA,1914.58333333333
"381","1914-08","M0","CHF/100 Japanische Yen",NA,1914.58333333333
"382","1914-08","M0","CHF/Australischer Dollar",NA,1914.58333333333
"383","1914-08","M0","CHF/100 Chinesische Yuan",NA,1914.58333333333
"384","1914-08","M0","CHF/100 Hongkong Dollars",NA,1914.58333333333
"385","1914-08","M0","CHF/100 Koreanische Won",NA,1914.58333333333
"386","1914-08","M0","CHF/100 Malaysische Ringgit",NA,1914.58333333333
"387","1914-08","M0","CHF/Neuseeländischer Dollar",NA,1914.58333333333
"388","1914-08","M0","CHF/100 Singapur-Dollars",NA,1914.58333333333
"389","1914-08","M0","CHF/100 Thailaendische Baht",NA,1914.58333333333
"390","1914-08","M0","CHF/Sonderziehungsrecht",NA,1914.58333333333
"417","1914-09","M0","CHF/Euro",NA,1914.66666666667
"418","1914-09","M0","CHF/Britisches Pfund",25.295,1914.66666666667
"419","1914-09","M0","CHF/100 Daenische Kronen",NA,1914.66666666667
"420","1914-09","M0","CHF/100 Norwegische Kronen",NA,1914.66666666667
"421","1914-09","M0","CHF/100 Tschechische Kronen",NA,1914.66666666667
"422","1914-09","M0","CHF/100 Ungarische Forint",NA,1914.66666666667
"423","1914-09","M0","CHF/100 Polnische Zloty",NA,1914.66666666667
"424","1914-09","M0","CHF/100 Rubel",NA,1914.66666666667
"425","1914-09","M0","CHF/100 Schwedische Kronen",NA,1914.66666666667
"426","1914-09","M0","CHF/100 Tuerkische Lira",NA,1914.66666666667
"427","1914-09","M0","CHF/US Dollar",5.1,1914.66666666667
"428","1914-09","M0","CHF/Kanadische Dollar",NA,1914.66666666667
"429","1914-09","M0","CHF/100 Argentinische Pesos",NA,1914.66666666667
"430","1914-09","M0","CHF/100 Brasilianische Real",NA,1914.66666666667
"431","1914-09","M0","CHF/100 Mexikanische Pesos",NA,1914.66666666667
"432","1914-09","M0","CHF/Suedafrikanischer Rand",NA,1914.66666666667
"433","1914-09","M0","CHF/100 Japanische Yen",NA,1914.66666666667
"434","1914-09","M0","CHF/Australischer Dollar",NA,1914.66666666667
"435","1914-09","M0","CHF/100 Chinesische Yuan",NA,1914.66666666667
"436","1914-09","M0","CHF/100 Hongkong Dollars",NA,1914.66666666667
"437","1914-09","M0","CHF/100 Koreanische Won",NA,1914.66666666667
"438","1914-09","M0","CHF/100 Malaysische Ringgit",NA,1914.66666666667
"439","1914-09","M0","CHF/Neuseeländischer Dollar",NA,1914.66666666667
"440","1914-09","M0","CHF/100 Singapur-Dollars",NA,1914.66666666667
"441","1914-09","M0","CHF/100 Thailaendische Baht",NA,1914.66666666667
"442","1914-09","M0","CHF/Sonderziehungsrecht",NA,1914.66666666667
"469","1914-10","M0","CHF/Euro",NA,1914.75
"470","1914-10","M0","CHF/Britisches Pfund",25.292,1914.75
"471","1914-10","M0","CHF/100 Daenische Kronen",NA,1914.75
"472","1914-10","M0","CHF/100 Norwegische Kronen",NA,1914.75
"473","1914-10","M0","CHF/100 Tschechische Kronen",NA,1914.75
"474","1914-10","M0","CHF/100 Ungarische Forint",NA,1914.75
"475","1914-10","M0","CHF/100 Polnische Zloty",NA,1914.75
"476","1914-10","M0","CHF/100 Rubel",NA,1914.75
"477","1914-10","M0","CHF/100 Schwedische Kronen",NA,1914.75
"478","1914-10","M0","CHF/100 Tuerkische Lira",NA,1914.75
"479","1914-10","M0","CHF/US Dollar",5.101,1914.75
"480","1914-10","M0","CHF/Kanadische Dollar",NA,1914.75
"481","1914-10","M0","CHF/100 Argentinische Pesos",NA,1914.75
"482","1914-10","M0","CHF/100 Brasilianische Real",NA,1914.75
"483","1914-10","M0","CHF/100 Mexikanische Pesos",NA,1914.75
"484","1914-10","M0","CHF/Suedafrikanischer Rand",NA,1914.75
"485","1914-10","M0","CHF/100 Japanische Yen",NA,1914.75
"486","1914-10","M0","CHF/Australischer Dollar",NA,1914.75
"487","1914-10","M0","CHF/100 Chinesische Yuan",NA,1914.75
"488","1914-10","M0","CHF/100 Hongkong Dollars",NA,1914.75
"489","1914-10","M0","CHF/100 Koreanische Won",NA,1914.75
"490","1914-10","M0","CHF/100 Malaysische Ringgit",NA,1914.75
"491","1914-10","M0","CHF/Neuseeländischer Dollar",NA,1914.75
"492","1914-10","M0","CHF/100 Singapur-Dollars",NA,1914.75
"493","1914-10","M0","CHF/100 Thailaendische Baht",NA,1914.75
"494","1914-10","M0","CHF/Sonderziehungsrecht",NA,1914.75
"521","1914-11","M0","CHF/Euro",NA,1914.83333333333
"522","1914-11","M0","CHF/Britisches Pfund",25.432,1914.83333333333
"523","1914-11","M0","CHF/100 Daenische Kronen",NA,1914.83333333333
"524","1914-11","M0","CHF/100 Norwegische Kronen",NA,1914.83333333333
"525","1914-11","M0","CHF/100 Tschechische Kronen",NA,1914.83333333333
"526","1914-11","M0","CHF/100 Ungarische Forint",NA,1914.83333333333
"527","1914-11","M0","CHF/100 Polnische Zloty",NA,1914.83333333333
"528","1914-11","M0","CHF/100 Rubel",NA,1914.83333333333
"529","1914-11","M0","CHF/100 Schwedische Kronen",NA,1914.83333333333
"530","1914-11","M0","CHF/100 Tuerkische Lira",NA,1914.83333333333
"531","1914-11","M0","CHF/US Dollar",5.197,1914.83333333333
"532","1914-11","M0","CHF/Kanadische Dollar",NA,1914.83333333333
"533","1914-11","M0","CHF/100 Argentinische Pesos",NA,1914.83333333333
"534","1914-11","M0","CHF/100 Brasilianische Real",NA,1914.83333333333
"535","1914-11","M0","CHF/100 Mexikanische Pesos",NA,1914.83333333333
"536","1914-11","M0","CHF/Suedafrikanischer Rand",NA,1914.83333333333
"537","1914-11","M0","CHF/100 Japanische Yen",NA,1914.83333333333
"538","1914-11","M0","CHF/Australischer Dollar",NA,1914.83333333333
"539","1914-11","M0","CHF/100 Chinesische Yuan",NA,1914.83333333333
"540","1914-11","M0","CHF/100 Hongkong Dollars",NA,1914.83333333333
"541","1914-11","M0","CHF/100 Koreanische Won",NA,1914.83333333333
"542","1914-11","M0","CHF/100 Malaysische Ringgit",NA,1914.83333333333
"543","1914-11","M0","CHF/Neuseeländischer Dollar",NA,1914.83333333333
"544","1914-11","M0","CHF/100 Singapur-Dollars",NA,1914.83333333333
"545","1914-11","M0","CHF/100 Thailaendische Baht",NA,1914.83333333333
"546","1914-11","M0","CHF/Sonderziehungsrecht",NA,1914.83333333333
"573","1914-12","M0","CHF/Euro",NA,1914.91666666667
"574","1914-12","M0","CHF/Britisches Pfund",25.467,1914.91666666667
"575","1914-12","M0","CHF/100 Daenische Kronen",NA,1914.91666666667
"576","1914-12","M0","CHF/100 Norwegische Kronen",NA,1914.91666666667
"577","1914-12","M0","CHF/100 Tschechische Kronen",NA,1914.91666666667
"578","1914-12","M0","CHF/100 Ungarische Forint",NA,1914.91666666667
"579","1914-12","M0","CHF/100 Polnische Zloty",NA,1914.91666666667
"580","1914-12","M0","CHF/100 Rubel",NA,1914.91666666667
"581","1914-12","M0","CHF/100 Schwedische Kronen",NA,1914.91666666667
"582","1914-12","M0","CHF/100 Tuerkische Lira",NA,1914.91666666667
"583","1914-12","M0","CHF/US Dollar",5.213,1914.91666666667
"584","1914-12","M0","CHF/Kanadische Dollar",NA,1914.91666666667
"585","1914-12","M0","CHF/100 Argentinische Pesos",NA,1914.91666666667
"586","1914-12","M0","CHF/100 Brasilianische Real",NA,1914.91666666667
"587","1914-12","M0","CHF/100 Mexikanische Pesos",NA,1914.91666666667
"588","1914-12","M0","CHF/Suedafrikanischer Rand",NA,1914.91666666667
"589","1914-12","M0","CHF/100 Japanische Yen",NA,1914.91666666667
"590","1914-12","M0","CHF/Australischer Dollar",NA,1914.91666666667
"591","1914-12","M0","CHF/100 Chinesische Yuan",NA,1914.91666666667
"592","1914-12","M0","CHF/100 Hongkong Dollars",NA,1914.91666666667
"593","1914-12","M0","CHF/100 Koreanische Won",NA,1914.91666666667
"594","1914-12","M0","CHF/100 Malaysische Ringgit",NA,1914.91666666667
"595","1914-12","M0","CHF/Neuseeländischer Dollar",NA,1914.91666666667
"596","1914-12","M0","CHF/100 Singapur-Dollars",NA,1914.91666666667
"597","1914-12","M0","CHF/100 Thailaendische Baht",NA,1914.91666666667
"598","1914-12","M0","CHF/Sonderziehungsrecht",NA,1914.91666666667
"625","1915-01","M0","CHF/Euro",NA,1915
"626","1915-01","M0","CHF/Britisches Pfund",25.56,1915
"627","1915-01","M0","CHF/100 Daenische Kronen",NA,1915
"628","1915-01","M0","CHF/100 Norwegische Kronen",NA,1915
"629","1915-01","M0","CHF/100 Tschechische Kronen",NA,1915
"630","1915-01","M0","CHF/100 Ungarische Forint",NA,1915
"631","1915-01","M0","CHF/100 Polnische Zloty",NA,1915
"632","1915-01","M0","CHF/100 Rubel",NA,1915
"633","1915-01","M0","CHF/100 Schwedische Kronen",NA,1915
"634","1915-01","M0","CHF/100 Tuerkische Lira",NA,1915
"635","1915-01","M0","CHF/US Dollar",5.278,1915
"636","1915-01","M0","CHF/Kanadische Dollar",NA,1915
"637","1915-01","M0","CHF/100 Argentinische Pesos",NA,1915
"638","1915-01","M0","CHF/100 Brasilianische Real",NA,1915
"639","1915-01","M0","CHF/100 Mexikanische Pesos",NA,1915
"640","1915-01","M0","CHF/Suedafrikanischer Rand",NA,1915
"641","1915-01","M0","CHF/100 Japanische Yen",NA,1915
"642","1915-01","M0","CHF/Australischer Dollar",NA,1915
"643","1915-01","M0","CHF/100 Chinesische Yuan",NA,1915
"644","1915-01","M0","CHF/100 Hongkong Dollars",NA,1915
"645","1915-01","M0","CHF/100 Koreanische Won",NA,1915
"646","1915-01","M0","CHF/100 Malaysische Ringgit",NA,1915
"647","1915-01","M0","CHF/Neuseeländischer Dollar",NA,1915
"648","1915-01","M0","CHF/100 Singapur-Dollars",NA,1915
"649","1915-01","M0","CHF/100 Thailaendische Baht",NA,1915
"650","1915-01","M0","CHF/Sonderziehungsrecht",NA,1915
"677","1915-02","M0","CHF/Euro",NA,1915.08333333333
"678","1915-02","M0","CHF/Britisches Pfund",26.012,1915.08333333333
"679","1915-02","M0","CHF/100 Daenische Kronen",NA,1915.08333333333
"680","1915-02","M0","CHF/100 Norwegische Kronen",NA,1915.08333333333
"681","1915-02","M0","CHF/100 Tschechische Kronen",NA,1915.08333333333
"682","1915-02","M0","CHF/100 Ungarische Forint",NA,1915.08333333333
"683","1915-02","M0","CHF/100 Polnische Zloty",NA,1915.08333333333
"684","1915-02","M0","CHF/100 Rubel",NA,1915.08333333333
"685","1915-02","M0","CHF/100 Schwedische Kronen",NA,1915.08333333333
"686","1915-02","M0","CHF/100 Tuerkische Lira",NA,1915.08333333333
"687","1915-02","M0","CHF/US Dollar",5.392,1915.08333333333
"688","1915-02","M0","CHF/Kanadische Dollar",NA,1915.08333333333
"689","1915-02","M0","CHF/100 Argentinische Pesos",NA,1915.08333333333
"690","1915-02","M0","CHF/100 Brasilianische Real",NA,1915.08333333333
"691","1915-02","M0","CHF/100 Mexikanische Pesos",NA,1915.08333333333
"692","1915-02","M0","CHF/Suedafrikanischer Rand",NA,1915.08333333333
"693","1915-02","M0","CHF/100 Japanische Yen",NA,1915.08333333333
"694","1915-02","M0","CHF/Australischer Dollar",NA,1915.08333333333
"695","1915-02","M0","CHF/100 Chinesische Yuan",NA,1915.08333333333
"696","1915-02","M0","CHF/100 Hongkong Dollars",NA,1915.08333333333
"697","1915-02","M0","CHF/100 Koreanische Won",NA,1915.08333333333
"698","1915-02","M0","CHF/100 Malaysische Ringgit",NA,1915.08333333333
"699","1915-02","M0","CHF/Neuseeländischer Dollar",NA,1915.08333333333
"700","1915-02","M0","CHF/100 Singapur-Dollars",NA,1915.08333333333
"701","1915-02","M0","CHF/100 Thailaendische Baht",NA,1915.08333333333
"702","1915-02","M0","CHF/Sonderziehungsrecht",NA,1915.08333333333
"729","1915-03","M0","CHF/Euro",NA,1915.16666666667
"730","1915-03","M0","CHF/Britisches Pfund",25.95,1915.16666666667
"731","1915-03","M0","CHF/100 Daenische Kronen",NA,1915.16666666667
"732","1915-03","M0","CHF/100 Norwegische Kronen",NA,1915.16666666667
"733","1915-03","M0","CHF/100 Tschechische Kronen",NA,1915.16666666667
"734","1915-03","M0","CHF/100 Ungarische Forint",NA,1915.16666666667
"735","1915-03","M0","CHF/100 Polnische Zloty",NA,1915.16666666667
"736","1915-03","M0","CHF/100 Rubel",NA,1915.16666666667
"737","1915-03","M0","CHF/100 Schwedische Kronen",NA,1915.16666666667
"738","1915-03","M0","CHF/100 Tuerkische Lira",NA,1915.16666666667
"739","1915-03","M0","CHF/US Dollar",5.398,1915.16666666667
"740","1915-03","M0","CHF/Kanadische Dollar",NA,1915.16666666667
"741","1915-03","M0","CHF/100 Argentinische Pesos",NA,1915.16666666667
"742","1915-03","M0","CHF/100 Brasilianische Real",NA,1915.16666666667
"743","1915-03","M0","CHF/100 Mexikanische Pesos",NA,1915.16666666667
"744","1915-03","M0","CHF/Suedafrikanischer Rand",NA,1915.16666666667
"745","1915-03","M0","CHF/100 Japanische Yen",NA,1915.16666666667
"746","1915-03","M0","CHF/Australischer Dollar",NA,1915.16666666667
"747","1915-03","M0","CHF/100 Chinesische Yuan",NA,1915.16666666667
"748","1915-03","M0","CHF/100 Hongkong Dollars",NA,1915.16666666667
"749","1915-03","M0","CHF/100 Koreanische Won",NA,1915.16666666667
"750","1915-03","M0","CHF/100 Malaysische Ringgit",NA,1915.16666666667
"751","1915-03","M0","CHF/Neuseeländischer Dollar",NA,1915.16666666667
"752","1915-03","M0","CHF/100 Singapur-Dollars",NA,1915.16666666667
"753","1915-03","M0","CHF/100 Thailaendische Baht",NA,1915.16666666667
"754","1915-03","M0","CHF/Sonderziehungsrecht",NA,1915.16666666667
"781","1915-04","M0","CHF/Euro",NA,1915.25
"782","1915-04","M0","CHF/Britisches Pfund",25.607,1915.25
