Date,D0,D1,Value
1914-03,M1,PLN100,
1914-03,M1,RUB100,
1914-03,M1,SEK100,
1914-03,M1,TRY100,
1914-03,M1,USD1,
1914-03,M1,CAD1,
1914-03,M1,ARS100,
1914-03,M1,BRL100,
1914-03,M1,MXN100,
1914-03,M1,ZAR1,
1914-03,M1,JPY100,
1914-03,M1,AUD1,
1914-03,M1,CNY100,
1914-03,M1,HKD100,
1914-03,M1,KRW100,
1914-03,M1,MYR100,
1914-03,M1,NZD1,
1914-03,M1,SGD100,
1914-03,M1,THB100,
1914-03,M1,XDR1,
1914-04,M0,EUR1,
1914-04,M0,GBP1,25.18
1914-04,M0,DKK100,
1914-04,M0,NOK100,
1914-04,M0,CZK100,
1914-04,M0,HUF100,
1914-04,M0,PLN100,
1914-04,M0,RUB100,
1914-04,M0,SEK100,
1914-04,M0,TRY100,
1914-04,M0,USD1,5.163
1914-04,M0,CAD1,
1914-04,M0,ARS100,
1914-04,M0,BRL100,
1914-04,M0,MXN100,
1914-04,M0,ZAR1,
1914-04,M0,JPY100,
1914-04,M0,AUD1,
1914-04,M0,CNY100,
1914-04,M0,HKD100,
1914-04,M0,KRW100,
1914-04,M0,MYR100,
1914-04,M0,NZD1,
1914-04,M0,SGD100,
1914-04,M0,THB100,
1914-04,M0,XDR1,
1914-04,M1,EUR1,
1914-04,M1,GBP1,
1914-04,M1,DKK100,
1914-04,M1,NOK100,
1914-04,M1,CZK100,
1914-04,M1,HUF100,
1914-04,M1,PLN100,
1914-04,M1,RUB100,
1914-04,M1,SEK100,
1914-04,M1,TRY100,
1914-04,M1,USD1,
1914-04,M1,CAD1,
1914-04,M1,ARS100,
1914-04,M1,BRL100,
1914-04,M1,MXN100,
1914-04,M1,ZAR1,
1914-04,M1,JPY100,
1914-04,M1,AUD1,
1914-04,M1,CNY100,
1914-04,M1,HKD100,
1914-04,M1,KRW100,
1914-04,M1,MYR100,
1914-04,M1,NZD1,
1914-04,M1,SGD100,
1914-04,M1,THB100,
1914-04,M1,XDR1,
1914-05,M0,EUR1,
1914-05,M0,GBP1,25.195
1914-05,M0,DKK100,
1914-05,M0,NOK100,
1914-05,M0,CZK100,
1914-05,M0,HUF100,
1914-05,M0,PLN100,
1914-05,M0,RUB100,
1914-05,M0,SEK100,
1914-05,M0,TRY100,
1914-05,M0,USD1,5.154
1914-05,M0,CAD1,
1914-05,M0,ARS100,
1914-05,M0,BRL100,
1914-05,M0,MXN100,
1914-05,M0,ZAR1,
1914-05,M0,JPY100,
1914-05,M0,AUD1,
1914-05,M0,CNY100,
1914-05,M0,HKD100,
1914-05,M0,KRW100,
1914-05,M0,MYR100,
1914-05,M0,NZD1,
1914-05,M0,SGD100,
1914-05,M0,THB100,
1914-05,M0,XDR1,
1914-05,M1,EUR1,
1914-05,M1,GBP1,
1914-05,M1,DKK100,
1914-05,M1,NOK100,
1914-05,M1,CZK100,
1914-05,M1,HUF100,
1914-05,M1,PLN100,
1914-05,M1,RUB100,
1914-05,M1,SEK100,
1914-05,M1,TRY100,
1914-05,M1,USD1,
1914-05,M1,CAD1,
1914-05,M1,ARS100,
1914-05,M1,BRL100,
1914-05,M1,MXN100,
1914-05,M1,ZAR1,
1914-05,M1,JPY100,
1914-05,M1,AUD1,
1914-05,M1,CNY100,
1914-05,M1,HKD100,
1914-05,M1,KRW100,
1914-05,M1,MYR100,
1914-05,M1,NZD1,
1914-05,M1,SGD100,
1914-05,M1,THB100,
1914-05,M1,XDR1,
1914-06,M0,EUR1,
1914-06,M0,GBP1,25.207
1914-06,M0,DKK100,
1914-06,M0,NOK100,
1914-06,M0,CZK100,
1914-06,M0,HUF100,
1914-06,M0,PLN100,
1914-06,M0,RUB100,
1914-06,M0,SEK100,
1914-06,M0,TRY100,
1914-06,M0,USD1,5.15
1914-06,M0,CAD1,
1914-06,M0,ARS100,
1914-06,M0,BRL100,
1914-06,M0,MXN100,
1914-06,M0,ZAR1,
1914-06,M0,JPY100,
1914-06,M0,AUD1,
1914-06,M0,CNY100,
1914-06,M0,HKD100,
1914-06,M0,KRW100,
1914-06,M0,MYR100,
1914-06,M0,NZD1,
1914-06,M0,SGD100,
1914-06,M0,THB100,
1914-06,M0,XDR1,
1914-06,M1,EUR1,
1914-06,M1,GBP1,
1914-06,M1,DKK100,
1914-06,M1,NOK100,
1914-06,M1,CZK100,
1914-06,M1,HUF100,
1914-06,M1,PLN100,
1914-06,M1,RUB100,
1914-06,M1,SEK100,
1914-06,M1,TRY100,
1914-06,M1,USD1,
1914-06,M1,CAD1,
1914-06,M1,ARS100,
1914-06,M1,BRL100,
1914-06,M1,MXN100,
1914-06,M1,ZAR1,
1914-06,M1,JPY100,
1914-06,M1,AUD1,
1914-06,M1,CNY100,
1914-06,M1,HKD100,
1914-06,M1,KRW100,
1914-06,M1,MYR100,
1914-06,M1,NZD1,
1914-06,M1,SGD100,
1914-06,M1,THB100,
1914-06,M1,XDR1,
1914-07,M0,EUR1,
1914-07,M0,GBP1,25.18
1914-07,M0,DKK100,
1914-07,M0,NOK100,
1914-07,M0,CZK100,
1914-07,M0,HUF100,
1914-07,M0,PLN100,
1914-07,M0,RUB100,
1914-07,M0,SEK100,
1914-07,M0,TRY100,
1914-07,M0,USD1,5.154
1914-07,M0,CAD1,
1914-07,M0,ARS100,
1914-07,M0,BRL100,
1914-07,M0,MXN100,
1914-07,M0,ZAR1,
1914-07,M0,JPY100,
1914-07,M0,AUD1,
1914-07,M0,CNY100,
1914-07,M0,HKD100,
1914-07,M0,KRW100,
1914-07,M0,MYR100,
1914-07,M0,NZD1,
1914-07,M0,SGD100,
1914-07,M0,THB100,
1914-07,M0,XDR1,
1914-07,M1,EUR1,
1914-07,M1,GBP1,
1914-07,M1,DKK100,
1914-07,M1,NOK100,
1914-07,M1,CZK100,
1914-07,M1,HUF100,
1914-07,M1,PLN100,
1914-07,M1,RUB100,
1914-07,M1,SEK100,
1914-07,M1,TRY100,
1914-07,M1,USD1,
1914-07,M1,CAD1,
1914-07,M1,ARS100,
1914-07,M1,BRL100,
1914-07,M1,MXN100,
1914-07,M1,ZAR1,
1914-07,M1,JPY100,
1914-07,M1,AUD1,
1914-07,M1,CNY100,
1914-07,M1,HKD100,
1914-07,M1,KRW100,
1914-07,M1,MYR100,
1914-07,M1,NZD1,
1914-07,M1,SGD100,
1914-07,M1,THB100,
1914-07,M1,XDR1,
1914-08,M0,EUR1,
1914-08,M0,GBP1,25.005
1914-08,M0,DKK100,
1914-08,M0,NOK100,
1914-08,M0,CZK100,
1914-08,M0,HUF100,
1914-08,M0,PLN100,
1914-08,M0,RUB100,
1914-08,M0,SEK100,
1914-08,M0,TRY100,
1914-08,M0,USD1,5.08
1914-08,M0,CAD1,
1914-08,M0,ARS100,
1914-08,M0,BRL100,
1914-08,M0,MXN100,
1914-08,M0,ZAR1,
1914-08,M0,JPY100,
1914-08,M0,AUD1,
1914-08,M0,CNY100,
1914-08,M0,HKD100,
1914-08,M0,KRW100,
1914-08,M0,MYR100,
1914-08,M0,NZD1,
1914-08,M0,SGD100,
1914-08,M0,THB100,
1914-08,M0,XDR1,
1914-08,M1,EUR1,
1914-08,M1,GBP1,
1914-08,M1,DKK100,
1914-08,M1,NOK100,
1914-08,M1,CZK100,
1914-08,M1,HUF100,
1914-08,M1,PLN100,
1914-08,M1,RUB100,
1914-08,M1,SEK100,
1914-08,M1,TRY100,
1914-08,M1,USD1,
1914-08,M1,CAD1,
1914-08,M1,ARS100,
1914-08,M1,BRL100,
1914-08,M1,MXN100,
1914-08,M1,ZAR1,
1914-08,M1,JPY100,
1914-08,M1,AUD1,
1914-08,M1,CNY100,
1914-08,M1,HKD100,
1914-08,M1,KRW100,
1914-08,M1,MYR100,
1914-08,M1,NZD1,
1914-08,M1,SGD100,
1914-08,M1,THB100,
1914-08,M1,XDR1,
1914-09,M0,EUR1,
1914-09,M0,GBP1,25.295
1914-09,M0,DKK100,
1914-09,M0,NOK100,
1914-09,M0,CZK100,
1914-09,M0,HUF100,
1914-09,M0,PLN100,
1914-09,M0,RUB100,
1914-09,M0,SEK100,
1914-09,M0,TRY100,
1914-09,M0,USD1,5.1
1914-09,M0,CAD1,
1914-09,M0,ARS100,
1914-09,M0,BRL100,
1914-09,M0,MXN100,
1914-09,M0,ZAR1,
1914-09,M0,JPY100,
1914-09,M0,AUD1,
1914-09,M0,CNY100,
1914-09,M0,HKD100,
1914-09,M0,KRW100,
1914-09,M0,MYR100,
1914-09,M0,NZD1,
1914-09,M0,SGD100,
1914-09,M0,THB100,
1914-09,M0,XDR1,
1914-09,M1,EUR1,
1914-09,M1,GBP1,
1914-09,M1,DKK100,
1914-09,M1,NOK100,
1914-09,M1,CZK100,
1914-09,M1,HUF100,
1914-09,M1,PLN100,
1914-09,M1,RUB100,
1914-09,M1,SEK100,
1914-09,M1,TRY100,
1914-09,M1,USD1,
1914-09,M1,CAD1,
1914-09,M1,ARS100,
1914-09,M1,BRL100,
1914-09,M1,MXN100,
1914-09,M1,ZAR1,
1914-09,M1,JPY100,
1914-09,M1,AUD1,
1914-09,M1,CNY100,
1914-09,M1,HKD100,
1914-09,M1,KRW100,
1914-09,M1,MYR100,
1914-09,M1,NZD1,
1914-09,M1,SGD100,
1914-09,M1,THB100,
1914-09,M1,XDR1,
1914-10,M0,EUR1,
1914-10,M0,GBP1,25.292
1914-10,M0,DKK100,
1914-10,M0,NOK100,
1914-10,M0,CZK100,
1914-10,M0,HUF100,
1914-10,M0,PLN100,
1914-10,M0,RUB100,
1914-10,M0,SEK100,
1914-10,M0,TRY100,
1914-10,M0,USD1,5.101
1914-10,M0,CAD1,
1914-10,M0,ARS100,
1914-10,M0,BRL100,
1914-10,M0,MXN100,
1914-10,M0,ZAR1,
1914-10,M0,JPY100,
1914-10,M0,AUD1,
1914-10,M0,CNY100,
1914-10,M0,HKD100,
1914-10,M0,KRW100,
1914-10,M0,MYR100,
1914-10,M0,NZD1,
1914-10,M0,SGD100,
1914-10,M0,THB100,
1914-10,M0,XDR1,
1914-10,M1,EUR1,
1914-10,M1,GBP1,
1914-10,M1,DKK100,
1914-10,M1,NOK100,
1914-10,M1,CZK100,
1914-10,M1,HUF100,
1914-10,M1,PLN100,
1914-10,M1,RUB100,
1914-10,M1,SEK100,
1914-10,M1,TRY100,
1914-10,M1,USD1,
1914-10,M1,CAD1,
1914-10,M1,ARS100,
1914-10,M1,BRL100,
1914-10,M1,MXN100,
1914-10,M1,ZAR1,
1914-10,M1,JPY100,
1914-10,M1,AUD1,
1914-10,M1,CNY100,
1914-10,M1,HKD100,
1914-10,M1,KRW100,
1914-10,M1,MYR100,
1914-10,M1,NZD1,
1914-10,M1,SGD100,
1914-10,M1,THB100,
1914-10,M1,XDR1,
1914-11,M0,EUR1,
1914-11,M0,GBP1,25.432
1914-11,M0,DKK100,
1914-11,M0,NOK100,
1914-11,M0,CZK100,
1914-11,M0,HUF100,
1914-11,M0,PLN100,
1914-11,M0,RUB100,
1914-11,M0,SEK100,
1914-11,M0,TRY100,
1914-11,M0,USD1,5.197
1914-11,M0,CAD1,
1914-11,M0,ARS100,
1914-11,M0,BRL100,
1914-11,M0,MXN100,
1914-11,M0,ZAR1,
1914-11,M0,JPY100,
1914-11,M0,AUD1,
1914-11,M0,CNY100,
1914-11,M0,HKD100,
1914-11,M0,KRW100,
1914-11,M0,MYR100,
1914-11,M0,NZD1,
1914-11,M0,SGD100,
1914-11,M0,THB100,
1914-11,M0,XDR1,
1914-11,M1,EUR1,
1914-11,M1,GBP1,
1914-11,M1,DKK100,
1914-11,M1,NOK100,
1914-11,M1,CZK100,
1914-11,M1,HUF100,
1914-11,M1,PLN100,
1914-11,M1,RUB100,
1914-11,M1,SEK100,
1914-11,M1,TRY100,
1914-11,M1,USD1,
1914-11,M1,CAD1,
1914-11,M1,ARS100,
1914-11,M1,BRL100,
1914-11,M1,MXN100,
1914-11,M1,ZAR1,
1914-11,M1,JPY100,
1914-11,M1,AUD1,
1914-11,M1,CNY100,
1914-11,M1,HKD100,
1914-11,M1,KRW100,
1914-11,M1,MYR100,
1914-11,M1,NZD1,
1914-11,M1,SGD100,
1914-11,M1,THB100,
1914-11,M1,XDR1,
1914-12,M0,EUR1,
1914-12,M0,GBP1,25.467
1914-12,M0,DKK100,
1914-12,M0,NOK100,
1914-12,M0,CZK100,
1914-12,M0,HUF100,
1914-12,M0,PLN100,
1914-12,M0,RUB100,
1914-12,M0,SEK100,
1914-12,M0,TRY100,
1914-12,M0,USD1,5.213
1914-12,M0,CAD1,
1914-12,M0,ARS100,
1914-12,M0,BRL100,
1914-12,M0,MXN100,
1914-12,M0,ZAR1,
1914-12,M0,JPY100,
1914-12,M0,AUD1,
1914-12,M0,CNY100,
1914-12,M0,HKD100,
1914-12,M0,KRW100,
1914-12,M0,MYR100,
1914-12,M0,NZD1,
1914-12,M0,SGD100,
1914-12,M0,THB100,
1914-12,M0,XDR1,
1914-12,M1,EUR1,
1914-12,M1,GBP1,
1914-12,M1,DKK100,
1914-12,M1,NOK100,
1914-12,M1,CZK100,
1914-12,M1,HUF100,
1914-12,M1,PLN100,
1914-12,M1,RUB100,
1914-12,M1,SEK100,
1914-12,M1,TRY100,
1914-12,M1,USD1,
1914-12,M1,CAD1,
1914-12,M1,ARS100,
1914-12,M1,BRL100,
1914-12,M1,MXN100,
1914-12,M1,ZAR1,
1914-12,M1,JPY100,
1914-12,M1,AUD1,
1914-12,M1,CNY100,
1914-12,M1,HKD100,
1914-12,M1,KRW100,
1914-12,M1,MYR100,
1914-12,M1,NZD1,
1914-12,M1,SGD100,
1914-12,M1,THB100,
1914-12,M1,XDR1,
1915-01,M0,EUR1,
1915-01,M0,GBP1,25.56
1915-01,M0,DKK100,
1915-01,M0,NOK100,
1915-01,M0,CZK100,
1915-01,M0,HUF100,
1915-01,M0,PLN100,
1915-01,M0,RUB100,
1915-01,M0,SEK100,
1915-01,M0,TRY100,
1915-01,M0,USD1,5.278
1915-01,M0,CAD1,
1915-01,M0,ARS100,
1915-01,M0,BRL100,
1915-01,M0,MXN100,
1915-01,M0,ZAR1,
1915-01,M0,JPY100,
1915-01,M0,AUD1,
1915-01,M0,CNY100,
1915-01,M0,HKD100,
1915-01,M0,KRW100,
1915-01,M0,MYR100,
1915-01,M0,NZD1,
1915-01,M0,SGD100,
1915-01,M0,THB100,
1915-01,M0,XDR1,
1915-01,M1,EUR1,
1915-01,M1,GBP1,
1915-01,M1,DKK100,
1915-01,M1,NOK100,
1915-01,M1,CZK100,
1915-01,M1,HUF100,
1915-01,M1,PLN100,
1915-01,M1,RUB100,
1915-01,M1,SEK100,
1915-01,M1,TRY100,
1915-01,M1,USD1,
1915-01,M1,CAD1,
1915-01,M1,ARS100,
1915-01,M1,BRL100,
1915-01,M1,MXN100,
1915-01,M1,ZAR1,
1915-01,M1,JPY100,
1915-01,M1,AUD1,
1915-01,M1,CNY100,
1915-01,M1,HKD100,
1915-01,M1,KRW100,
1915-01,M1,MYR100,
1915-01,M1,NZD1,
1915-01,M1,SGD100,
1915-01,M1,THB100,
1915-01,M1,XDR1,
1915-02,M0,EUR1,
1915-02,M0,GBP1,26.012
1915-02,M0,DKK100,
1915-02,M0,NOK100,
1915-02,M0,CZK100,
1915-02,M0,HUF100,
1915-02,M0,PLN100,
1915-02,M0,RUB100,
1915-02,M0,SEK100,
1915-02,M0,TRY100,
1915-02,M0,USD1,5.392
1915-02,M0,CAD1,
1915-02,M0,ARS100,
1915-02,M0,BRL100,
1915-02,M0,MXN100,
1915-02,M0,ZAR1,
1915-02,M0,JPY100,
1915-02,M0,AUD1,
1915-02,M0,CNY100,
1915-02,M0,HKD100,
1915-02,M0,KRW100,
1915-02,M0,MYR100,
1915-02,M0,NZD1,
1915-02,M0,SGD100,
1915-02,M0,THB100,
1915-02,M0,XDR1,
1915-02,M1,EUR1,
1915-02,M1,GBP1,
1915-02,M1,DKK100,
1915-02,M1,NOK100,
1915-02,M1,CZK100,
1915-02,M1,HUF100,
1915-02,M1,PLN100,
1915-02,M1,RUB100,
1915-02,M1,SEK100,
1915-02,M1,TRY100,
1915-02,M1,USD1,
1915-02,M1,CAD1,
1915-02,M1,ARS100,
1915-02,M1,BRL100,
1915-02,M1,MXN100,
1915-02,M1,ZAR1,
1915-02,M1,JPY100,
1915-02,M1,AUD1,
1915-02,M1,CNY100,
1915-02,M1,HKD100,
1915-02,M1,KRW100,
1915-02,M1,MYR100,
1915-02,M1,NZD1,
1915-02,M1,SGD100,
1915-02,M1,THB100,
1915-02,M1,XDR1,
1915-03,M0,EUR1,
1915-03,M0,GBP1,25.95
1915-03,M0,DKK100,
1915-03,M0,NOK100,
1915-03,M0,CZK100,
1915-03,M0,HUF100,
1915-03,M0,PLN100,
1915-03,M0,RUB100,
1915-03,M0,SEK100,
1915-03,M0,TRY100,
1915-03,M0,USD1,5.398
1915-03,M0,CAD1,
1915-03,M0,ARS100,
1915-03,M0,BRL100,
1915-03,M0,MXN100,
1915-03,M0,ZAR1,
1915-03,M0,JPY100,
1915-03,M0,AUD1,
1915-03,M0,CNY100,
1915-03,M0,HKD100,
1915-03,M0,KRW100,
1915-03,M0,MYR100,
1915-03,M0,NZD1,
1915-03,M0,SGD100,
1915-03,M0,THB100,
1915-03,M0,XDR1,
1915-03,M1,EUR1,
1915-03,M1,GBP1,
1915-03,M1,DKK100,
1915-03,M1,NOK100,
1915-03,M1,CZK100,
1915-03,M1,HUF100,
1915-03,M1,PLN100,
1915-03,M1,RUB100,
1915-03,M1,SEK100,
1915-03,M1,TRY100,
1915-03,M1,USD1,
1915-03,M1,CAD1,
1915-03,M1,ARS100,
1915-03,M1,BRL100,
1915-03,M1,MXN100,
1915-03,M1,ZAR1,
1915-03,M1,JPY100,
1915-03,M1,AUD1,
1915-03,M1,CNY100,
1915-03,M1,HKD100,
1915-03,M1,KRW100,
1915-03,M1,MYR100,
1915-03,M1,NZD1,
1915-03,M1,SGD100,
1915-03,M1,THB100,
1915-03,M1,XDR1,
1915-04,M0,EUR1,
1915-04,M0,GBP1,25.607
1915-04,M0,DKK100,
1915-04,M0,NOK100,
1915-04,M0,CZK100,
1915-04,M0,HUF100,
1915-04,M0,PLN100,
1915-04,M0,RUB100,
1915-04,M0,SEK100,
1915-04,M0,TRY100,
1915-04,M0,USD1,5.332
1915-04,M0,CAD1,
1915-04,M0,ARS100,
1915-04,M0,BRL100,
1915-04,M0,MXN100,
1915-04,M0,ZAR1,
1915-04,M0,JPY100,
1915-04,M0,AUD1,
1915-04,M0,CNY100,
1915-04,M0,HKD100,
1915-04,M0,KRW100,
1915-04,M0,MYR100,
1915-04,M0,NZD1,
1915-04,M0,SGD100,
1915-04,M0,THB100,
1915-04,M0,XDR1,
1915-04,M1,EUR1,
1915-04,M1,GBP1,
1915-04,M1,DKK100,
1915-04,M1,NOK100,
1915-04,M1,CZK100,
1915-04,M1,HUF100,
1915-04,M1,PLN100,
1915-04,M1,RUB100,
1915-04,M1,SEK100,
1915-04,M1,TRY100,
1915-04,M1,USD1,
1915-04,M1,CAD1,
1915-04,M1,ARS100,
1915-04,M1,BRL100,
1915-04,M1,MXN100,
1915-04,M1,ZAR1,
1915-04,M1,JPY100,
1915-04,M1,AUD1,
1915-04,M1,CNY100,
1915-04,M1,HKD100,
1915-04,M1,KRW100,
1915-04,M1,MYR100,
1915-04,M1,NZD1,
1915-04,M1,SGD100,
1915-04,M1,THB100,
1915-04,M1,XDR1,
1915-05,M0,EUR1,
1915-05,M0,GBP1,25.4
1915-05,M0,DKK100,
1915-05,M0,NOK100,
1915-05,M0,CZK100,
1915-05,M0,HUF100,
1915-05,M0,PLN100,
1915-05,M0,RUB100,
1915-05,M0,SEK100,
1915-05,M0,TRY100,
1915-05,M0,USD1,5.29
1915-05,M0,CAD1,
1915-05,M0,ARS100,
1915-05,M0,BRL100,
1915-05,M0,MXN100,
1915-05,M0,ZAR1,
1915-05,M0,JPY100,
1915-05,M0,AUD1,
1915-05,M0,CNY100,
1915-05,M0,HKD100,
1915-05,M0,KRW100,
1915-05,M0,MYR100,
1915-05,M0,NZD1,
1915-05,M0,SGD100,
1915-05,M0,THB100,
1915-05,M0,XDR1,
1915-05,M1,EUR1,
1915-05,M1,GBP1,
1915-05,M1,DKK100,
1915-05,M1,NOK100,
1915-05,M1,CZK100,
1915-05,M1,HUF100,
1915-05,M1,PLN100,
1915-05,M1,RUB100,
1915-05,M1,SEK100,
1915-05,M1,TRY100,
1915-05,M1,USD1,
1915-05,M1,CAD1,
1915-05,M1,ARS100,
1915-05,M1,BRL100,
1915-05,M1,MXN100,
1915-05,M1,ZAR1,
1915-05,M1,JPY100,
1915-05,M1,AUD1,
1915-05,M1,CNY100,
1915-05,M1,HKD100,
1915-05,M1,KRW100,
1915-05,M1,MYR100,
1915-05,M1,NZD1,
1915-05,M1,SGD100,
1915-05,M1,THB100,
1915-05,M1,XDR1,
1915-06,M0,EUR1,
1915-06,M0,GBP1,25.44
1915-06,M0,DKK100,
1915-06,M0,NOK100,
1915-06,M0,CZK100,
1915-06,M0,HUF100,
1915-06,M0,PLN100,
1915-06,M0,RUB100,
1915-06,M0,SEK100,
1915-06,M0,TRY100,
1915-06,M0,USD1,5.312
1915-06,M0,CAD1,
1915-06,M0,ARS100,
1915-06,M0,BRL100,
1915-06,M0,MXN100,
1915-06,M0,ZAR1,
1915-06,M0,JPY100,
1915-06,M0,AUD1,
1915-06,M0,CNY100,
1915-06,M0,HKD100,
1915-06,M0,KRW100,
1915-06,M0,MYR100,
1915-06,M0,NZD1,
1915-06,M0,SGD100,
1915-06,M0,THB100,
1915-06,M0,XDR1,
1915-06,M1,EUR1,
1915-06,M1,GBP1,
1915-06,M1,DKK100,
1915-06,M1,NOK100,
1915-06,M1,CZK100,
1915-06,M1,HUF100,
1915-06,M1,PLN100,
1915-06,M1,RUB100,
1915-06,M1,SEK100,
1915-06,M1,TRY100,
1915-06,M1,USD1,
1915-06,M1,CAD1,
1915-06,M1,ARS100,
1915-06,M1,BRL100,
1915-06,M1,MXN100,
1915-06,M1,ZAR1,
1915-06,M1,JPY100,
1915-06,M1,AUD1,
1915-06,M1,CNY100,
1915-06,M1,HKD100,
1915-06,M1,KRW100,
1915-06,M1,MYR100,
1915-06,M1,NZD1,
1915-06,M1,SGD100,
1915-06,M1,THB100,
1915-06,M1,XDR1,
1915-07,M0,EUR1,
1915-07,M0,GBP1,25.66
1915-07,M0,DKK100,
1915-07,M0,NOK100,
1915-07,M0,CZK100,
1915-07,M0,HUF100,
1915-07,M0,PLN100,
1915-07,M0,RUB100,
1915-07,M0,SEK100,
1915-07,M0,TRY100,
1915-07,M0,USD1,5.369
1915-07,M0,CAD1,
1915-07,M0,ARS100,
1915-07,M0,BRL100,
1915-07,M0,MXN100,
1915-07,M0,ZAR1,
1915-07,M0,JPY100,
1915-07,M0,AUD1,
1915-07,M0,CNY100,
1915-07,M0,HKD100,
1915-07,M0,KRW100,
1915-07,M0,MYR100,
1915-07,M0,NZD1,
1915-07,M0,SGD100,
1915-07,M0,THB100,
1915-07,M0,XDR1,
1915-07,M1,EUR1,
1915-07,M1,GBP1,
1915-07,M1,DKK100,
1915-07,M1,NOK100,
1915-07,M1,CZK100,
1915-07,M1,HUF100,
1915-07,M1,PLN100,
1915-07,M1,RUB100,
1915-07,M1,SEK100,
1915-07,M1,TRY100,
1915-07,M1,USD1,
1915-07,M1,CAD1,
1915-07,M1,ARS100,
1915-07,M1,BRL100,
1915-07,M1,MXN100,
1915-07,M1,ZAR1,
1915-07,M1,JPY100,
1915-07,M1,AUD1,
1915-07,M1,CNY100,
1915-07,M1,HKD100,
1915-07,M1,KRW100,
1915-07,M1,MYR100,
1915-07,M1,NZD1,
1915-07,M1,SGD100,
1915-07,M1,THB100,
1915-07,M1,XDR1,
1915-08,M0,EUR1,
1915-08,M0,GBP1,25.285
1915-08,M0,DKK100,
1915-08,M0,NOK100,
