"","Date","D0","D1","D2","Value","timeID"
"1","1988-01","Einfuhr","Total","Wert in Millionen Franken",4825.527,1988
"2","1988-01","Einfuhr","Total","Veraenderung gegenueber dem Vorjahr in % - nominal",NA,1988
"3","1988-01","Einfuhr","Total","Veraenderung gegenueber dem Vorjahr in % - real",NA,1988
"4","1988-01","Einfuhr","Maschinen, Apparate und Elektronik","Wert in Millionen Franken",961.034,1988
"5","1988-01","Einfuhr","Maschinen, Apparate und Elektronik","Veraenderung gegenueber dem Vorjahr in % - nominal",NA,1988
"6","1988-01","Einfuhr","Maschinen, Apparate und Elektronik","Veraenderung gegenueber dem Vorjahr in % - real",NA,1988
"7","1988-01","Einfuhr","Praezisionsinstrumente, Uhren, Bijouterie","Wert in Millionen Franken",247.84,1988
"8","1988-01","Einfuhr","Praezisionsinstrumente, Uhren, Bijouterie","Veraenderung gegenueber dem Vorjahr in % - nominal",NA,1988
"9","1988-01","Einfuhr","Praezisionsinstrumente, Uhren, Bijouterie","Veraenderung gegenueber dem Vorjahr in % - real",NA,1988
"10","1988-01","Einfuhr","Chemikalien","Wert in Millionen Franken",649.854,1988
"11","1988-01","Einfuhr","Chemikalien","Veraenderung gegenueber dem Vorjahr in % - nominal",NA,1988
"12","1988-01","Einfuhr","Chemikalien","Veraenderung gegenueber dem Vorjahr in % - real",NA,1988
"13","1988-01","Einfuhr","Textilien, Bekleidung, Schuhe","Wert in Millionen Franken",563.812,1988
"14","1988-01","Einfuhr","Textilien, Bekleidung, Schuhe","Veraenderung gegenueber dem Vorjahr in % - nominal",NA,1988
"15","1988-01","Einfuhr","Textilien, Bekleidung, Schuhe","Veraenderung gegenueber dem Vorjahr in % - real",NA,1988
"16","1988-01","Einfuhr","Fahrzeuge","Wert in Millionen Franken",521.66,1988
"17","1988-01","Einfuhr","Fahrzeuge","Veraenderung gegenueber dem Vorjahr in % - nominal",NA,1988
"18","1988-01","Einfuhr","Fahrzeuge","Veraenderung gegenueber dem Vorjahr in % - real",NA,1988
"19","1988-01","Ausfuhr","Total","Wert in Millionen Franken",4595.368,1988
"20","1988-01","Ausfuhr","Total","Veraenderung gegenueber dem Vorjahr in % - nominal",NA,1988
"21","1988-01","Ausfuhr","Total","Veraenderung gegenueber dem Vorjahr in % - real",NA,1988
"22","1988-01","Ausfuhr","Maschinen, Apparate und Elektronik","Wert in Millionen Franken",1321.907,1988
"23","1988-01","Ausfuhr","Maschinen, Apparate und Elektronik","Veraenderung gegenueber dem Vorjahr in % - nominal",NA,1988
"24","1988-01","Ausfuhr","Maschinen, Apparate und Elektronik","Veraenderung gegenueber dem Vorjahr in % - real",NA,1988
"25","1988-01","Ausfuhr","Chemikalien","Wert in Millionen Franken",1279.311,1988
"26","1988-01","Ausfuhr","Chemikalien","Veraenderung gegenueber dem Vorjahr in % - nominal",NA,1988
"27","1988-01","Ausfuhr","Chemikalien","Veraenderung gegenueber dem Vorjahr in % - real",NA,1988
"28","1988-01","Ausfuhr","Metalle","Wert in Millionen Franken",454.4,1988
"29","1988-01","Ausfuhr","Metalle","Veraenderung gegenueber dem Vorjahr in % - nominal",NA,1988
"30","1988-01","Ausfuhr","Metalle","Veraenderung gegenueber dem Vorjahr in % - real",NA,1988
"31","1988-01","Ausfuhr","Uhren","Wert in Millionen Franken",272.616,1988
"32","1988-01","Ausfuhr","Uhren","Veraenderung gegenueber dem Vorjahr in % - nominal",NA,1988
"33","1988-01","Ausfuhr","Uhren","Veraenderung gegenueber dem Vorjahr in % - real",NA,1988
"34","1988-01","Ausfuhr","Praezisionsinstrumente","Wert in Millionen Franken",268.128,1988
"35","1988-01","Ausfuhr","Praezisionsinstrumente","Veraenderung gegenueber dem Vorjahr in % - nominal",NA,1988
"36","1988-01","Ausfuhr","Praezisionsinstrumente","Veraenderung gegenueber dem Vorjahr in % - real",NA,1988
"37","1988-01","Ausfuhr","Praezisionsinstrumente, Uhren, Bijouterie","Wert in Millionen Franken",342.11,1988
"38","1988-01","Ausfuhr","Praezisionsinstrumente, Uhren, Bijouterie","Veraenderung gegenueber dem Vorjahr in % - nominal",NA,1988
"39","1988-01","Ausfuhr","Praezisionsinstrumente, Uhren, Bijouterie","Veraenderung gegenueber dem Vorjahr in % - real",NA,1988
"40","1988-01","Handelsbilanzsaldo","Total","Wert in Millionen Franken",-230.159,1988
"41","1988-02","Einfuhr","Total","Wert in Millionen Franken",6167.179,1988.08333333333
"42","1988-02","Einfuhr","Total","Veraenderung gegenueber dem Vorjahr in % - nominal",NA,1988.08333333333
"43","1988-02","Einfuhr","Total","Veraenderung gegenueber dem Vorjahr in % - real",NA,1988.08333333333
"44","1988-02","Einfuhr","Maschinen, Apparate und Elektronik","Wert in Millionen Franken",1271.603,1988.08333333333
"45","1988-02","Einfuhr","Maschinen, Apparate und Elektronik","Veraenderung gegenueber dem Vorjahr in % - nominal",NA,1988.08333333333
"46","1988-02","Einfuhr","Maschinen, Apparate und Elektronik","Veraenderung gegenueber dem Vorjahr in % - real",NA,1988.08333333333
"47","1988-02","Einfuhr","Praezisionsinstrumente, Uhren, Bijouterie","Wert in Millionen Franken",350.152,1988.08333333333
"48","1988-02","Einfuhr","Praezisionsinstrumente, Uhren, Bijouterie","Veraenderung gegenueber dem Vorjahr in % - nominal",NA,1988.08333333333
"49","1988-02","Einfuhr","Praezisionsinstrumente, Uhren, Bijouterie","Veraenderung gegenueber dem Vorjahr in % - real",NA,1988.08333333333
"50","1988-02","Einfuhr","Chemikalien","Wert in Millionen Franken",738.638,1988.08333333333
"51","1988-02","Einfuhr","Chemikalien","Veraenderung gegenueber dem Vorjahr in % - nominal",NA,1988.08333333333
"52","1988-02","Einfuhr","Chemikalien","Veraenderung gegenueber dem Vorjahr in % - real",NA,1988.08333333333
"53","1988-02","Einfuhr","Textilien, Bekleidung, Schuhe","Wert in Millionen Franken",755.287,1988.08333333333
"54","1988-02","Einfuhr","Textilien, Bekleidung, Schuhe","Veraenderung gegenueber dem Vorjahr in % - nominal",NA,1988.08333333333
"55","1988-02","Einfuhr","Textilien, Bekleidung, Schuhe","Veraenderung gegenueber dem Vorjahr in % - real",NA,1988.08333333333
"56","1988-02","Einfuhr","Fahrzeuge","Wert in Millionen Franken",785.382,1988.08333333333
"57","1988-02","Einfuhr","Fahrzeuge","Veraenderung gegenueber dem Vorjahr in % - nominal",NA,1988.08333333333
"58","1988-02","Einfuhr","Fahrzeuge","Veraenderung gegenueber dem Vorjahr in % - real",NA,1988.08333333333
"59","1988-02","Ausfuhr","Total","Wert in Millionen Franken",5411.835,1988.08333333333
"60","1988-02","Ausfuhr","Total","Veraenderung gegenueber dem Vorjahr in % - nominal",NA,1988.08333333333
"61","1988-02","Ausfuhr","Total","Veraenderung gegenueber dem Vorjahr in % - real",NA,1988.08333333333
"62","1988-02","Ausfuhr","Maschinen, Apparate und Elektronik","Wert in Millionen Franken",1642.157,1988.08333333333
"63","1988-02","Ausfuhr","Maschinen, Apparate und Elektronik","Veraenderung gegenueber dem Vorjahr in % - nominal",NA,1988.08333333333
"64","1988-02","Ausfuhr","Maschinen, Apparate und Elektronik","Veraenderung gegenueber dem Vorjahr in % - real",NA,1988.08333333333
"65","1988-02","Ausfuhr","Chemikalien","Wert in Millionen Franken",1331.31,1988.08333333333
"66","1988-02","Ausfuhr","Chemikalien","Veraenderung gegenueber dem Vorjahr in % - nominal",NA,1988.08333333333
"67","1988-02","Ausfuhr","Chemikalien","Veraenderung gegenueber dem Vorjahr in % - real",NA,1988.08333333333
"68","1988-02","Ausfuhr","Metalle","Wert in Millionen Franken",511.497,1988.08333333333
"69","1988-02","Ausfuhr","Metalle","Veraenderung gegenueber dem Vorjahr in % - nominal",NA,1988.08333333333
"70","1988-02","Ausfuhr","Metalle","Veraenderung gegenueber dem Vorjahr in % - real",NA,1988.08333333333
"71","1988-02","Ausfuhr","Uhren","Wert in Millionen Franken",390.965,1988.08333333333
"72","1988-02","Ausfuhr","Uhren","Veraenderung gegenueber dem Vorjahr in % - nominal",NA,1988.08333333333
"73","1988-02","Ausfuhr","Uhren","Veraenderung gegenueber dem Vorjahr in % - real",NA,1988.08333333333
"74","1988-02","Ausfuhr","Praezisionsinstrumente","Wert in Millionen Franken",330.853,1988.08333333333
"75","1988-02","Ausfuhr","Praezisionsinstrumente","Veraenderung gegenueber dem Vorjahr in % - nominal",NA,1988.08333333333
"76","1988-02","Ausfuhr","Praezisionsinstrumente","Veraenderung gegenueber dem Vorjahr in % - real",NA,1988.08333333333
"77","1988-02","Ausfuhr","Praezisionsinstrumente, Uhren, Bijouterie","Wert in Millionen Franken",370.872,1988.08333333333
"78","1988-02","Ausfuhr","Praezisionsinstrumente, Uhren, Bijouterie","Veraenderung gegenueber dem Vorjahr in % - nominal",NA,1988.08333333333
"79","1988-02","Ausfuhr","Praezisionsinstrumente, Uhren, Bijouterie","Veraenderung gegenueber dem Vorjahr in % - real",NA,1988.08333333333
"80","1988-02","Handelsbilanzsaldo","Total","Wert in Millionen Franken",-755.344,1988.08333333333
"81","1988-03","Einfuhr","Total","Wert in Millionen Franken",7113.594,1988.16666666667
"82","1988-03","Einfuhr","Total","Veraenderung gegenueber dem Vorjahr in % - nominal",NA,1988.16666666667
"83","1988-03","Einfuhr","Total","Veraenderung gegenueber dem Vorjahr in % - real",NA,1988.16666666667
"84","1988-03","Einfuhr","Maschinen, Apparate und Elektronik","Wert in Millionen Franken",1520.68,1988.16666666667
"85","1988-03","Einfuhr","Maschinen, Apparate und Elektronik","Veraenderung gegenueber dem Vorjahr in % - nominal",NA,1988.16666666667
"86","1988-03","Einfuhr","Maschinen, Apparate und Elektronik","Veraenderung gegenueber dem Vorjahr in % - real",NA,1988.16666666667
"87","1988-03","Einfuhr","Praezisionsinstrumente, Uhren, Bijouterie","Wert in Millionen Franken",387.913,1988.16666666667
"88","1988-03","Einfuhr","Praezisionsinstrumente, Uhren, Bijouterie","Veraenderung gegenueber dem Vorjahr in % - nominal",NA,1988.16666666667
"89","1988-03","Einfuhr","Praezisionsinstrumente, Uhren, Bijouterie","Veraenderung gegenueber dem Vorjahr in % - real",NA,1988.16666666667
"90","1988-03","Einfuhr","Chemikalien","Wert in Millionen Franken",854.374,1988.16666666667
"91","1988-03","Einfuhr","Chemikalien","Veraenderung gegenueber dem Vorjahr in % - nominal",NA,1988.16666666667
"92","1988-03","Einfuhr","Chemikalien","Veraenderung gegenueber dem Vorjahr in % - real",NA,1988.16666666667
"93","1988-03","Einfuhr","Textilien, Bekleidung, Schuhe","Wert in Millionen Franken",791.161,1988.16666666667
"94","1988-03","Einfuhr","Textilien, Bekleidung, Schuhe","Veraenderung gegenueber dem Vorjahr in % - nominal",NA,1988.16666666667
"95","1988-03","Einfuhr","Textilien, Bekleidung, Schuhe","Veraenderung gegenueber dem Vorjahr in % - real",NA,1988.16666666667
"96","1988-03","Einfuhr","Fahrzeuge","Wert in Millionen Franken",926.599,1988.16666666667
"97","1988-03","Einfuhr","Fahrzeuge","Veraenderung gegenueber dem Vorjahr in % - nominal",NA,1988.16666666667
"98","1988-03","Einfuhr","Fahrzeuge","Veraenderung gegenueber dem Vorjahr in % - real",NA,1988.16666666667
"99","1988-03","Ausfuhr","Total","Wert in Millionen Franken",6323.802,1988.16666666667
"100","1988-03","Ausfuhr","Total","Veraenderung gegenueber dem Vorjahr in % - nominal",NA,1988.16666666667
"101","1988-03","Ausfuhr","Total","Veraenderung gegenueber dem Vorjahr in % - real",NA,1988.16666666667
"102","1988-03","Ausfuhr","Maschinen, Apparate und Elektronik","Wert in Millionen Franken",2041.524,1988.16666666667
"103","1988-03","Ausfuhr","Maschinen, Apparate und Elektronik","Veraenderung gegenueber dem Vorjahr in % - nominal",NA,1988.16666666667
"104","1988-03","Ausfuhr","Maschinen, Apparate und Elektronik","Veraenderung gegenueber dem Vorjahr in % - real",NA,1988.16666666667
"105","1988-03","Ausfuhr","Chemikalien","Wert in Millionen Franken",1431.796,1988.16666666667
"106","1988-03","Ausfuhr","Chemikalien","Veraenderung gegenueber dem Vorjahr in % - nominal",NA,1988.16666666667
"107","1988-03","Ausfuhr","Chemikalien","Veraenderung gegenueber dem Vorjahr in % - real",NA,1988.16666666667
"108","1988-03","Ausfuhr","Metalle","Wert in Millionen Franken",598.264,1988.16666666667
"109","1988-03","Ausfuhr","Metalle","Veraenderung gegenueber dem Vorjahr in % - nominal",NA,1988.16666666667
"110","1988-03","Ausfuhr","Metalle","Veraenderung gegenueber dem Vorjahr in % - real",NA,1988.16666666667
"111","1988-03","Ausfuhr","Uhren","Wert in Millionen Franken",445.89,1988.16666666667
"112","1988-03","Ausfuhr","Uhren","Veraenderung gegenueber dem Vorjahr in % - nominal",NA,1988.16666666667
"113","1988-03","Ausfuhr","Uhren","Veraenderung gegenueber dem Vorjahr in % - real",NA,1988.16666666667
"114","1988-03","Ausfuhr","Praezisionsinstrumente","Wert in Millionen Franken",374.176,1988.16666666667
"115","1988-03","Ausfuhr","Praezisionsinstrumente","Veraenderung gegenueber dem Vorjahr in % - nominal",NA,1988.16666666667
"116","1988-03","Ausfuhr","Praezisionsinstrumente","Veraenderung gegenueber dem Vorjahr in % - real",NA,1988.16666666667
"117","1988-03","Ausfuhr","Praezisionsinstrumente, Uhren, Bijouterie","Wert in Millionen Franken",423.538,1988.16666666667
"118","1988-03","Ausfuhr","Praezisionsinstrumente, Uhren, Bijouterie","Veraenderung gegenueber dem Vorjahr in % - nominal",NA,1988.16666666667
"119","1988-03","Ausfuhr","Praezisionsinstrumente, Uhren, Bijouterie","Veraenderung gegenueber dem Vorjahr in % - real",NA,1988.16666666667
"120","1988-03","Handelsbilanzsaldo","Total","Wert in Millionen Franken",-789.792,1988.16666666667
"121","1988-04","Einfuhr","Total","Wert in Millionen Franken",6213.408,1988.25
"122","1988-04","Einfuhr","Total","Veraenderung gegenueber dem Vorjahr in % - nominal",NA,1988.25
"123","1988-04","Einfuhr","Total","Veraenderung gegenueber dem Vorjahr in % - real",NA,1988.25
"124","1988-04","Einfuhr","Maschinen, Apparate und Elektronik","Wert in Millionen Franken",1403.323,1988.25
"125","1988-04","Einfuhr","Maschinen, Apparate und Elektronik","Veraenderung gegenueber dem Vorjahr in % - nominal",NA,1988.25
"126","1988-04","Einfuhr","Maschinen, Apparate und Elektronik","Veraenderung gegenueber dem Vorjahr in % - real",NA,1988.25
"127","1988-04","Einfuhr","Praezisionsinstrumente, Uhren, Bijouterie","Wert in Millionen Franken",326.827,1988.25
"128","1988-04","Einfuhr","Praezisionsinstrumente, Uhren, Bijouterie","Veraenderung gegenueber dem Vorjahr in % - nominal",NA,1988.25
"129","1988-04","Einfuhr","Praezisionsinstrumente, Uhren, Bijouterie","Veraenderung gegenueber dem Vorjahr in % - real",NA,1988.25
"130","1988-04","Einfuhr","Chemikalien","Wert in Millionen Franken",742.078,1988.25
"131","1988-04","Einfuhr","Chemikalien","Veraenderung gegenueber dem Vorjahr in % - nominal",NA,1988.25
"132","1988-04","Einfuhr","Chemikalien","Veraenderung gegenueber dem Vorjahr in % - real",NA,1988.25
"133","1988-04","Einfuhr","Textilien, Bekleidung, Schuhe","Wert in Millionen Franken",528.754,1988.25
"134","1988-04","Einfuhr","Textilien, Bekleidung, Schuhe","Veraenderung gegenueber dem Vorjahr in % - nominal",NA,1988.25
"135","1988-04","Einfuhr","Textilien, Bekleidung, Schuhe","Veraenderung gegenueber dem Vorjahr in % - real",NA,1988.25
"136","1988-04","Einfuhr","Fahrzeuge","Wert in Millionen Franken",859.896,1988.25
"137","1988-04","Einfuhr","Fahrzeuge","Veraenderung gegenueber dem Vorjahr in % - nominal",NA,1988.25
"138","1988-04","Einfuhr","Fahrzeuge","Veraenderung gegenueber dem Vorjahr in % - real",NA,1988.25
"139","1988-04","Ausfuhr","Total","Wert in Millionen Franken",5495.761,1988.25
"140","1988-04","Ausfuhr","Total","Veraenderung gegenueber dem Vorjahr in % - nominal",NA,1988.25
"141","1988-04","Ausfuhr","Total","Veraenderung gegenueber dem Vorjahr in % - real",NA,1988.25
"142","1988-04","Ausfuhr","Maschinen, Apparate und Elektronik","Wert in Millionen Franken",1735.802,1988.25
"143","1988-04","Ausfuhr","Maschinen, Apparate und Elektronik","Veraenderung gegenueber dem Vorjahr in % - nominal",NA,1988.25
"144","1988-04","Ausfuhr","Maschinen, Apparate und Elektronik","Veraenderung gegenueber dem Vorjahr in % - real",NA,1988.25
"145","1988-04","Ausfuhr","Chemikalien","Wert in Millionen Franken",1416.135,1988.25
"146","1988-04","Ausfuhr","Chemikalien","Veraenderung gegenueber dem Vorjahr in % - nominal",NA,1988.25
"147","1988-04","Ausfuhr","Chemikalien","Veraenderung gegenueber dem Vorjahr in % - real",NA,1988.25
"148","1988-04","Ausfuhr","Metalle","Wert in Millionen Franken",511.06,1988.25
"149","1988-04","Ausfuhr","Metalle","Veraenderung gegenueber dem Vorjahr in % - nominal",NA,1988.25
"150","1988-04","Ausfuhr","Metalle","Veraenderung gegenueber dem Vorjahr in % - real",NA,1988.25
"151","1988-04","Ausfuhr","Uhren","Wert in Millionen Franken",387.086,1988.25
"152","1988-04","Ausfuhr","Uhren","Veraenderung gegenueber dem Vorjahr in % - nominal",NA,1988.25
"153","1988-04","Ausfuhr","Uhren","Veraenderung gegenueber dem Vorjahr in % - real",NA,1988.25
"154","1988-04","Ausfuhr","Praezisionsinstrumente","Wert in Millionen Franken",316.612,1988.25
"155","1988-04","Ausfuhr","Praezisionsinstrumente","Veraenderung gegenueber dem Vorjahr in % - nominal",NA,1988.25
"156","1988-04","Ausfuhr","Praezisionsinstrumente","Veraenderung gegenueber dem Vorjahr in % - real",NA,1988.25
"157","1988-04","Ausfuhr","Praezisionsinstrumente, Uhren, Bijouterie","Wert in Millionen Franken",338.316,1988.25
"158","1988-04","Ausfuhr","Praezisionsinstrumente, Uhren, Bijouterie","Veraenderung gegenueber dem Vorjahr in % - nominal",NA,1988.25
"159","1988-04","Ausfuhr","Praezisionsinstrumente, Uhren, Bijouterie","Veraenderung gegenueber dem Vorjahr in % - real",NA,1988.25
"160","1988-04","Handelsbilanzsaldo","Total","Wert in Millionen Franken",-717.647,1988.25
"161","1988-05","Einfuhr","Total","Wert in Millionen Franken",6316.42,1988.33333333333
"162","1988-05","Einfuhr","Total","Veraenderung gegenueber dem Vorjahr in % - nominal",NA,1988.33333333333
"163","1988-05","Einfuhr","Total","Veraenderung gegenueber dem Vorjahr in % - real",NA,1988.33333333333
"164","1988-05","Einfuhr","Maschinen, Apparate und Elektronik","Wert in Millionen Franken",1358.526,1988.33333333333
"165","1988-05","Einfuhr","Maschinen, Apparate und Elektronik","Veraenderung gegenueber dem Vorjahr in % - nominal",NA,1988.33333333333
"166","1988-05","Einfuhr","Maschinen, Apparate und Elektronik","Veraenderung gegenueber dem Vorjahr in % - real",NA,1988.33333333333
"167","1988-05","Einfuhr","Praezisionsinstrumente, Uhren, Bijouterie","Wert in Millionen Franken",372.077,1988.33333333333
"168","1988-05","Einfuhr","Praezisionsinstrumente, Uhren, Bijouterie","Veraenderung gegenueber dem Vorjahr in % - nominal",NA,1988.33333333333
"169","1988-05","Einfuhr","Praezisionsinstrumente, Uhren, Bijouterie","Veraenderung gegenueber dem Vorjahr in % - real",NA,1988.33333333333
"170","1988-05","Einfuhr","Chemikalien","Wert in Millionen Franken",761.53,1988.33333333333
"171","1988-05","Einfuhr","Chemikalien","Veraenderung gegenueber dem Vorjahr in % - nominal",NA,1988.33333333333
"172","1988-05","Einfuhr","Chemikalien","Veraenderung gegenueber dem Vorjahr in % - real",NA,1988.33333333333
"173","1988-05","Einfuhr","Textilien, Bekleidung, Schuhe","Wert in Millionen Franken",489.571,1988.33333333333
"174","1988-05","Einfuhr","Textilien, Bekleidung, Schuhe","Veraenderung gegenueber dem Vorjahr in % - nominal",NA,1988.33333333333
"175","1988-05","Einfuhr","Textilien, Bekleidung, Schuhe","Veraenderung gegenueber dem Vorjahr in % - real",NA,1988.33333333333
"176","1988-05","Einfuhr","Fahrzeuge","Wert in Millionen Franken",907.362,1988.33333333333
"177","1988-05","Einfuhr","Fahrzeuge","Veraenderung gegenueber dem Vorjahr in % - nominal",NA,1988.33333333333
"178","1988-05","Einfuhr","Fahrzeuge","Veraenderung gegenueber dem Vorjahr in % - real",NA,1988.33333333333
"179","1988-05","Ausfuhr","Total","Wert in Millionen Franken",5542.094,1988.33333333333
"180","1988-05","Ausfuhr","Total","Veraenderung gegenueber dem Vorjahr in % - nominal",NA,1988.33333333333
"181","1988-05","Ausfuhr","Total","Veraenderung gegenueber dem Vorjahr in % - real",NA,1988.33333333333
"182","1988-05","Ausfuhr","Maschinen, Apparate und Elektronik","Wert in Millionen Franken",1815.116,1988.33333333333
"183","1988-05","Ausfuhr","Maschinen, Apparate und Elektronik","Veraenderung gegenueber dem Vorjahr in % - nominal",NA,1988.33333333333
"184","1988-05","Ausfuhr","Maschinen, Apparate und Elektronik","Veraenderung gegenueber dem Vorjahr in % - real",NA,1988.33333333333
"185","1988-05","Ausfuhr","Chemikalien","Wert in Millionen Franken",1264.228,1988.33333333333
"186","1988-05","Ausfuhr","Chemikalien","Veraenderung gegenueber dem Vorjahr in % - nominal",NA,1988.33333333333
"187","1988-05","Ausfuhr","Chemikalien","Veraenderung gegenueber dem Vorjahr in % - real",NA,1988.33333333333
"188","1988-05","Ausfuhr","Metalle","Wert in Millionen Franken",529.157,1988.33333333333
"189","1988-05","Ausfuhr","Metalle","Veraenderung gegenueber dem Vorjahr in % - nominal",NA,1988.33333333333
"190","1988-05","Ausfuhr","Metalle","Veraenderung gegenueber dem Vorjahr in % - real",NA,1988.33333333333
"191","1988-05","Ausfuhr","Uhren","Wert in Millionen Franken",388.986,1988.33333333333
"192","1988-05","Ausfuhr","Uhren","Veraenderung gegenueber dem Vorjahr in % - nominal",NA,1988.33333333333
"193","1988-05","Ausfuhr","Uhren","Veraenderung gegenueber dem Vorjahr in % - real",NA,1988.33333333333
"194","1988-05","Ausfuhr","Praezisionsinstrumente","Wert in Millionen Franken",312.165,1988.33333333333
"195","1988-05","Ausfuhr","Praezisionsinstrumente","Veraenderung gegenueber dem Vorjahr in % - nominal",NA,1988.33333333333
"196","1988-05","Ausfuhr","Praezisionsinstrumente","Veraenderung gegenueber dem Vorjahr in % - real",NA,1988.33333333333
"197","1988-05","Ausfuhr","Praezisionsinstrumente, Uhren, Bijouterie","Wert in Millionen Franken",339.354,1988.33333333333
"198","1988-05","Ausfuhr","Praezisionsinstrumente, Uhren, Bijouterie","Veraenderung gegenueber dem Vorjahr in % - nominal",NA,1988.33333333333
"199","1988-05","Ausfuhr","Praezisionsinstrumente, Uhren, Bijouterie","Veraenderung gegenueber dem Vorjahr in % - real",NA,1988.33333333333
"200","1988-05","Handelsbilanzsaldo","Total","Wert in Millionen Franken",-774.326,1988.33333333333
"201","1988-06","Einfuhr","Total","Wert in Millionen Franken",6753.154,1988.41666666667
"202","1988-06","Einfuhr","Total","Veraenderung gegenueber dem Vorjahr in % - nominal",NA,1988.41666666667
"203","1988-06","Einfuhr","Total","Veraenderung gegenueber dem Vorjahr in % - real",NA,1988.41666666667
"204","1988-06","Einfuhr","Maschinen, Apparate und Elektronik","Wert in Millionen Franken",1487.248,1988.41666666667
"205","1988-06","Einfuhr","Maschinen, Apparate und Elektronik","Veraenderung gegenueber dem Vorjahr in % - nominal",NA,1988.41666666667
"206","1988-06","Einfuhr","Maschinen, Apparate und Elektronik","Veraenderung gegenueber dem Vorjahr in % - real",NA,1988.41666666667
"207","1988-06","Einfuhr","Praezisionsinstrumente, Uhren, Bijouterie","Wert in Millionen Franken",464.758,1988.41666666667
"208","1988-06","Einfuhr","Praezisionsinstrumente, Uhren, Bijouterie","Veraenderung gegenueber dem Vorjahr in % - nominal",NA,1988.41666666667
"209","1988-06","Einfuhr","Praezisionsinstrumente, Uhren, Bijouterie","Veraenderung gegenueber dem Vorjahr in % - real",NA,1988.41666666667
"210","1988-06","Einfuhr","Chemikalien","Wert in Millionen Franken",803.471,1988.41666666667
"211","1988-06","Einfuhr","Chemikalien","Veraenderung gegenueber dem Vorjahr in % - nominal",NA,1988.41666666667
"212","1988-06","Einfuhr","Chemikalien","Veraenderung gegenueber dem Vorjahr in % - real",NA,1988.41666666667
"213","1988-06","Einfuhr","Textilien, Bekleidung, Schuhe","Wert in Millionen Franken",599.31,1988.41666666667
"214","1988-06","Einfuhr","Textilien, Bekleidung, Schuhe","Veraenderung gegenueber dem Vorjahr in % - nominal",NA,1988.41666666667
"215","1988-06","Einfuhr","Textilien, Bekleidung, Schuhe","Veraenderung gegenueber dem Vorjahr in % - real",NA,1988.41666666667
"216","1988-06","Einfuhr","Fahrzeuge","Wert in Millionen Franken",848.823,1988.41666666667
"217","1988-06","Einfuhr","Fahrzeuge","Veraenderung gegenueber dem Vorjahr in % - nominal",NA,1988.41666666667
"218","1988-06","Einfuhr","Fahrzeuge","Veraenderung gegenueber dem Vorjahr in % - real",NA,1988.41666666667
"219","1988-06","Ausfuhr","Total","Wert in Millionen Franken",5988.706,1988.41666666667
"220","1988-06","Ausfuhr","Total","Veraenderung gegenueber dem Vorjahr in % - nominal",NA,1988.41666666667
"221","1988-06","Ausfuhr","Total","Veraenderung gegenueber dem Vorjahr in % - real",NA,1988.41666666667
"222","1988-06","Ausfuhr","Maschinen, Apparate und Elektronik","Wert in Millionen Franken",1966.866,1988.41666666667
"223","1988-06","Ausfuhr","Maschinen, Apparate und Elektronik","Veraenderung gegenueber dem Vorjahr in % - nominal",NA,1988.41666666667
"224","1988-06","Ausfuhr","Maschinen, Apparate und Elektronik","Veraenderung gegenueber dem Vorjahr in % - real",NA,1988.41666666667
"225","1988-06","Ausfuhr","Chemikalien","Wert in Millionen Franken",1329.252,1988.41666666667
"226","1988-06","Ausfuhr","Chemikalien","Veraenderung gegenueber dem Vorjahr in % - nominal",NA,1988.41666666667
"227","1988-06","Ausfuhr","Chemikalien","Veraenderung gegenueber dem Vorjahr in % - real",NA,1988.41666666667
"228","1988-06","Ausfuhr","Metalle","Wert in Millionen Franken",575.023,1988.41666666667
"229","1988-06","Ausfuhr","Metalle","Veraenderung gegenueber dem Vorjahr in % - nominal",NA,1988.41666666667
"230","1988-06","Ausfuhr","Metalle","Veraenderung gegenueber dem Vorjahr in % - real",NA,1988.41666666667
"231","1988-06","Ausfuhr","Uhren","Wert in Millionen Franken",425.248,1988.41666666667
"232","1988-06","Ausfuhr","Uhren","Veraenderung gegenueber dem Vorjahr in % - nominal",NA,1988.41666666667
"233","1988-06","Ausfuhr","Uhren","Veraenderung gegenueber dem Vorjahr in % - real",NA,1988.41666666667
"234","1988-06","Ausfuhr","Praezisionsinstrumente","Wert in Millionen Franken",341.072,1988.41666666667
"235","1988-06","Ausfuhr","Praezisionsinstrumente","Veraenderung gegenueber dem Vorjahr in % - nominal",NA,1988.41666666667
"236","1988-06","Ausfuhr","Praezisionsinstrumente","Veraenderung gegenueber dem Vorjahr in % - real",NA,1988.41666666667
"237","1988-06","Ausfuhr","Praezisionsinstrumente, Uhren, Bijouterie","Wert in Millionen Franken",375.015,1988.41666666667
"238","1988-06","Ausfuhr","Praezisionsinstrumente, Uhren, Bijouterie","Veraenderung gegenueber dem Vorjahr in % - nominal",NA,1988.41666666667
"239","1988-06","Ausfuhr","Praezisionsinstrumente, Uhren, Bijouterie","Veraenderung gegenueber dem Vorjahr in % - real",NA,1988.41666666667
"240","1988-06","Handelsbilanzsaldo","Total","Wert in Millionen Franken",-764.448,1988.41666666667
"241","1988-07","Einfuhr","Total","Wert in Millionen Franken",6341.873,1988.5
"242","1988-07","Einfuhr","Total","Veraenderung gegenueber dem Vorjahr in % - nominal",NA,1988.5
