Date,year,month,DateNum,Exp_All_N,Exp_All_R,Exp_All_WMF,Exp_Chemistry_N,Exp_Chemistry_R,Exp_Chemistry_WMF,Exp_Clothing_N,Exp_Clothing_R,Exp_Clothing_WMF,Exp_Machines_N,Exp_Machines_R,Exp_Machines_WMF,Exp_Metals_N,Exp_Metals_R,Exp_Metals_WMF,Exp_PrecisionNarr_N,Exp_PrecisionNarr_R,Exp_PrecisionNarr_WMF,Exp_Watches_N,Exp_Watches_R,Exp_Watches_WMF,Imp_All_N,Imp_All_R,Imp_All_WMF,Imp_Chemistry_N,Imp_Chemistry_R,Imp_Chemistry_WMF,Imp_Clothing_N,Imp_Clothing_R,Imp_Clothing_WMF,Imp_Machines_N,Imp_Machines_R,Imp_Machines_WMF,Imp_Precision_N,Imp_Precision_R,Imp_Precision_WMF,Imp_Vehicles_N,Imp_Vehicles_R,Imp_Vehicles_WMF,TradeBal_All_WMF,EUR,USD,gEUR,gUSD
2010-09,2010,9,2010.6666666666667,4.1,7.2,16216.424,-1,-0.3,6000.861,0,9.6,291.805,7.4,12.4,3172.782,19.9,14.5,1156.652,-0.3,16.3,1153.94,26.3,30.9,1454.225,6.6,12.6,14678.478,-14.8,-5.2,2654.33,5.2,12.3,891.856,10.6,17.5,2757.6,55.7,53.8,1857.077,14.3,15.2,1422.238,1537.946,1.3085,1.0023,-2.5543640154900182,-3.6064627813041095
2010-10,2010,10,2010.75,2.4,2.7,16758.579,-5.5,-10.7,6135.724,-2.1,7,285.485,8.7,12.3,3219.317,13.7,9.3,1144.506,0.3,15.7,1201.942,19.6,21.6,1580.36,5.7,7.8,14807.194,6.4,0.6,3121.976,4.1,11.5,747.865,4.1,11.2,2886.491,24,25.8,1500.427,10.6,15.6,1373.994,1951.385,1.3461,0.9685,2.8735192969048695,-3.3722438391699083
2010-11,2010,11,2010.8333333333333,8.5,8.4,17591.951,3.3,0.5,6529.411,-6.8,3.9,298.798,16.9,21.8,3375.001,22.4,19,1178.259,7.1,18.6,1234.215,29.5,23.5,1774.197,11.6,13.5,15822.912,26.5,25,3539.051,4.8,10.6,706.296,7.2,10.4,2921.421,6.8,5.6,1544.513,3.8,10.1,1518.298,1769.039,1.3445,0.9831,-0.11886189733304464,1.5074858027878113
2010-12,2010,12,2010.9166666666667,7.6,12.4,15551.063,4,3.8,5361.333,-6,5.1,255.171,9.7,15.9,3344.391,19.8,17.5,940.327,13.4,45,1278.266,26,26.8,1546.908,9.3,12,14315.281,6.2,7.5,3059.332,0.4,6.7,616.033,7.4,10.6,2681.831,21.4,24.5,1462.661,14,20.6,1522.413,1235.782,1.2806,0.9683,-4.752696169579773,-1.5054419692808407
2011-01,2011,1,2011,5.8,14.1,15350.615,-3.8,11,6328.224,-4,5.4,267.603,16.1,18.2,2721.93,17.8,17.7,1030.989,5,13.7,1100.415,18.5,17.3,1153.501,10.3,12.5,13380.08,10.5,9.7,2943.113,-0.2,4.8,748.446,10.2,15.1,2409.305,25.4,21.1,1224.77,17.5,27.5,1281.272,1970.535,1.2779,0.9569,-0.2108386693737252,-1.1773210781782617
2011-02,2011,2,2011.0833333333333,10.2,16.8,16506.603,6.4,14.1,6396.671,-1.1,8.8,289.118,19.4,21.6,3194.977,17.5,17.7,1137.688,4.8,15.5,1196.758,15.1,17.6,1369.297,3.6,5,14236.708,-10,-11.3,2945.391,0.6,4.9,832.215,9.4,12.9,2518.044,2.4,6.6,1313.169,8.1,14.8,1449.774,2269.895,1.2966,0.9499,1.463338289381011,-0.7315288953913646
2011-03,2011,3,2011.1666666666667,1.9,7.8,18086.938,-4.9,0.9,6964.72,-3.5,4.1,301.653,7.7,15.5,3509.243,9.2,10.7,1280.829,1,11.6,1371.628,11.7,13.3,1407.863,7,5.9,17187.44,5.5,-1.6,3632.53,0.5,4.5,875.48,2.5,5,2998.274,20.4,17.6,1719.961,5.7,12.1,1806.31,899.498,1.2879,0.9197,-0.6709856547894466,-3.179282029687336
2011-04,2011,4,2011.25,0.8,6.9,16018.005,-11.6,-2.7,5822.308,0.8,5.7,264.254,4.8,10.8,3056.097,4.2,6.5,1114.763,-0.9,6.2,1169.711,31.4,35.8,1566.474,5.6,4.9,14581.144,16.5,10.9,3558.391,3.3,4,632.004,-4.4,-1.2,2438.875,8.2,10.7,1270.236,-4.9,0.8,1398.26,1436.861,1.2978,0.8987,0.7686932215234199,-2.283353267369781
2011-05,2011,5,2011.3333333333333,17.8,23.8,18569.696,17.4,21.4,7541.666,11.4,18.3,306.437,15.5,23.6,3336.926,20.2,25.6,1235.259,8.3,17.6,1232.531,32.4,40.2,1644.39,1,5.3,15203.372,-2.3,3.2,3196.743,16.2,20.5,681.337,4.9,11.8,2676.929,-36,-30,1503.533,17.7,18.5,1461.901,3366.324,1.254,0.8735,-3.374942209893672,-2.804050294870364
2011-06,2011,6,2011.4166666666667,-8.7,-0.2,15698.072,-13.1,-0.2,5624.969,-12,-6.2,269.671,-10.9,-4.2,2982.862,-6.7,-2.4,1089.223,-16.4,-8.7,1128.609,9.2,13.5,1568.324,-9.2,-3.9,14119.71,-11.1,-5.9,2928.368,-6.9,-3.5,649.603,-8.7,-2.6,2453.952,-14.9,-1,1701.177,-17.5,-12.1,1344.077,1578.362,1.2093,0.8403,-3.5645933014354036,-3.8008013737836244
2011-07,2011,7,2011.5,-1.5,7,16515.972,-5.7,8.6,6311.626,-8.1,-3,276.691,1,6.7,3140.431,-2.5,2.6,1110,-10,-1.9,1161.569,21.8,21.2,1708.137,-1.7,2.7,13814.336,-6.6,-1.8,2975.411,-2.9,0.1,787.132,-7.9,-1.3,2388.518,23.6,27.2,1586.432,4.6,11.7,1256.952,2701.636,1.1778,0.8244,-2.6048127015628975,-1.8921813637986507
2011-08,2011,8,2011.5833333333333,-4.3,1.3,13857.978,-7.2,-2.6,5376.678,-8.1,-0.3,207.923,-7.4,0,2579.931,-6.8,-1.4,838.58,-6.9,3.8,950.262,17.1,19.6,1306.581,-5.5,-1.5,13194.235,-2.7,-4,3141.073,-2.8,1.5,815.351,-9,0.9,2176.31,-29.1,-26,1250.295,1.1,11.7,1071.273,663.743,1.1205,0.7812,-4.865002547121744,-5.2401746724890845
2011-09,2011,9,2011.6666666666667,2.9,9.4,16684.132,-1.6,7.3,5905.42,-4,-0.3,279.998,-2.8,1,3083.728,-3,2.8,1121.521,0.3,7.6,1157.398,22.1,22.6,1775.873,2,2.9,14967.923,18.5,13.1,3144.521,-4.6,-4.1,850.402,-8.9,-2.4,2510.924,-1,-3.5,1839.315,2,9.2,1450.777,1716.209,1.201,0.8723,7.184292726461394,11.661546338965678
2011-10,2011,10,2011.75,2.2,9,17119.234,5.3,20.3,6457.858,-6.2,-4.7,267.784,-6.5,-3.2,3011.42,-6.4,-1.7,1071.424,-3.7,-2.5,1157.905,18.5,16.6,1872.06,1.3,2.7,14999.419,9.6,8.5,3423.136,-3.8,-3,719.088,-7.4,-2.4,2673.851,0,3.6,1500.551,0.8,7,1384.998,2119.815,1.2298,0.8975,2.398001665278926,2.888914364324191
2011-11,2011,11,2011.8333333333333,1.5,5.8,17861.998,2.9,11.1,6718.044,-6.7,-4.3,278.734,-10.3,-7.8,3026.426,-5.5,-1.6,1113.584,2.2,8.1,1261.472,16,15.8,2058.427,-5,-3.9,15024.983,-14.9,-14.8,3010.922,-1.8,0.8,693.707,-3.3,-0.1,2825.323,-2.4,0.6,1506.941,2.6,6.4,1557.126,2837.015,1.2315,0.9082,0.13823385916409414,1.1922005571030736
2011-12,2011,12,2011.9166666666667,0.6,-1.6,15637.785,-3,-3.8,5199.067,-6.3,-4.7,239.011,-3,-3.7,3245.076,-5.4,-2,889.848,-7.7,-15.1,1180.106,21.1,21.2,1873.288,-4.4,-3.7,13678.515,-17.1,-17.1,2535.322,-3.4,-4.1,595.043,-2.7,-1.7,2609.783,14.3,16.3,1671.614,-9.7,-5.6,1375.166,1959.27,1.2276,0.9316,-0.3166869671132777,2.576524994494611
2012-01,2012,1,2012,4.3,4.2,16015.291,9,8.7,6897.872,-5.7,-4.5,252.262,-4.7,-3.5,2594.052,-4.9,0.3,980.318,1,5,1111.211,15.4,11.3,1331.111,8.8,9.2,14557.069,31,35.8,3856.88,4.5,4.8,782.403,-0.9,-0.9,2388.079,2.4,-2.8,1254.43,4.5,7.3,1338.667,1458.222,1.2111,0.9378,-1.3440860215053752,0.6655216831258137
2012-02,2012,2,2012.0833333333333,1.3,4.5,16726.123,2,9.4,6525.92,-5.6,-4.7,272.96,-14.9,-13.7,2718.499,-6.8,-0.9,1060.011,-1.4,4.3,1180.475,20.3,20.2,1646.73,0,0.2,14243.435,-9,-6.3,2680.234,-2.1,0.3,814.846,-7.7,-6.5,2324.937,30.3,13.5,1711.005,5.8,10.1,1534.15,2482.688,1.2072,0.9119,-0.32202130294773923,-2.761782896139897
2012-03,2012,3,2012.1666666666667,-3.5,-3,17450.822,-0.8,-1.4,6911.195,-7.4,-6.5,279.262,-14.8,-14.1,2990.269,-11.6,-8.3,1132.246,-6.6,-1.4,1280.684,16.5,19.4,1640.821,-7.5,-7,15904.256,-16.8,-15.4,3022.678,-9.5,-8.4,792.669,-14.1,-12.8,2574.767,6.5,-0.8,1832.352,5.9,8.4,1913.401,1546.566,1.2063,0.9133,-0.07455268389663372,0.1535256058778245
2012-04,2012,4,2012.25,-4.9,-3.9,15237.053,1.5,1.3,5908.408,-8.5,-9.4,241.673,-15.1,-15.4,2595.356,-13.8,-9.2,960.625,-6.8,-4.4,1090.213,8.5,8.1,1699.782,-4.1,-1.4,13982.76,-12.5,-8.1,3114.595,-4.4,-1.9,604.313,-3.3,-1.9,2358.548,10.1,12.3,1399.108,-0.4,2.2,1392.93,1254.293,1.2022,0.9136,-0.3398822846721328,0.03284791415745225
2012-05,2012,5,2012.3333333333333,-5.3,-0.2,17583.455,-5.1,7.8,7158.083,-12.2,-12,268.985,-15.7,-16.7,2814.364,-17.8,-14.5,1015.582,-7.2,-5.7,1144.128,16.6,7.8,1917.624,-1,-3.5,15053.464,9,0.9,3483.306,-10.6,-12.5,609.15,-10.3,-11.4,2400.945,10.1,-0.6,1655.565,7.4,8.9,1570.019,2529.991,1.2012,0.9377,-0.08318083513557673,2.637915936952706
2012-06,2012,6,2012.4166666666667,7.7,4.2,16907.867,13.1,8.1,6364.467,4.5,3.4,281.929,-0.7,-5.3,2962.627,-4.2,-0.9,1042.968,12.2,13.3,1266.66,22.1,13.2,1914.23,4,2.5,14686.314,14.7,19.3,3359.286,1,-1.3,656.119,0.4,-2.3,2464.578,-10.1,-19.8,1529.068,17.1,14.4,1574.43,2221.553,1.201,0.9584,-0.016650016650010535,2.207529060467106
2012-07,2012,7,2012.5,5.9,2.2,17490.059,8.1,5.6,6820.523,2.5,0.8,283.678,-10.5,-14.2,2811.144,-6.2,-3.9,1040.729,1.2,-3.4,1175.907,15.8,5.6,1977.539,6.6,2.7,14724.415,4.3,0.8,3102.196,3.8,-0.1,817.217,5.1,2.4,2509.673,-0.3,-9.8,1582.431,4.9,4.8,1319.104,2765.644,1.201,0.9766,0,1.8989983305509162
2012-08,2012,8,2012.5833333333333,12.2,4.3,15551.988,18.4,7.7,6368.401,9.4,5.6,227.404,-0.1,-6.8,2576.485,2.4,4.7,858.913,13.6,9,1079.117,13.2,4.7,1479.555,5.9,2,13976.961,14.2,15.4,3588.334,1.9,-2.1,830.565,1.4,-5.1,2207.131,7.1,2.1,1339.644,-5.7,-9.2,1010.441,1575.027,1.2011,0.9685,0.008326394671098747,-0.8294081507270068
2012-09,2012,9,2012.6666666666667,-0.9,-5.8,16541.199,11.5,7.3,6584.525,-13.2,-16,243.051,-10.5,-16.3,2760.216,-13.7,-12.2,967.675,-0.6,-8.2,1150.22,-1.4,-6.3,1751.868,-1.1,-6,14797.974,3,3.5,3238.009,-5.3,-8.3,805.094,-5.9,-9.3,2362.517,0.2,-15.2,1842.902,-12.2,-14.2,1273.271,1743.225,1.2089,0.9405,0.6494047123470237,-2.891068662880747
2012-10,2012,10,2012.75,8,3.8,18489.69,8.6,3.6,7014.195,5.6,5.8,282.788,-3.4,-8.7,2908.101,3.3,7.6,1107.121,14.7,8.7,1327.58,14,9.2,2135.07,5.9,2.6,15881.647,-1.9,-2.5,3358.23,7.5,3.9,772.955,1.9,-0.6,2725.611,18.2,5.6,1774.389,2.4,0.9,1417.801,2608.043,1.2098,0.9328,0.07444784514847314,-0.8187134502923965
2012-11,2012,11,2012.8333333333333,4.4,3.4,18648.569,11.2,11.4,7471.11,-2.1,-2.4,272.779,0.9,-4.8,3052.482,-7.9,-3.8,1025.979,6.5,0.9,1343.286,4.8,2.9,2156.434,5.7,3.9,15880.408,24.7,24.3,3755.345,-1.5,-3.7,683.402,-1.7,-3.4,2776.988,5.1,-3.3,1583.237,-9.1,-8.7,1415.558,2768.161,1.2052,0.9392,-0.3802281368821214,0.6861063464837169
2012-12,2012,12,2012.9166666666667,-10.7,-11.5,13970.223,-4.1,-11.1,4987.585,-13.4,-13.5,206.976,-22.2,-20.9,2523.823,-16.8,-13.1,740.538,-12.4,-14.7,1033.341,-5.2,-8.4,1775.262,-4.3,-5.1,13092.357,10.8,13.4,2809.494,-7.7,-9.7,549.319,-13,-10.3,2271.087,-9.2,-19.2,1517.882,-4.5,-6.7,1313.9,877.866,1.2091,0.9216,0.3235977431131687,-1.873935264054516
2013-01,2013,1,2013,3.4,2.4,16553.22,8.1,6,7456.495,5.3,1.6,265.58,-4.6,-7.3,2474.453,-1.8,-2.6,962.392,5.4,1.8,1171.676,11.3,12.1,1481.605,-0.1,-3.1,14545.184,-13,-16.5,3359.729,5.8,2.8,827.763,3.2,3.4,2465.395,21.5,10.9,1523.508,-17.2,-19.9,1108.567,2008.036,1.228,0.9241,1.5631461417583203,0.27126736111111605
2013-02,2013,2,2013.0833333333333,-5.1,-6.4,15878.975,-2.7,-1.6,6349.453,-6.6,-8.6,254.865,-8.6,-9.7,2484.123,-9.1,-9.7,963.325,-1.7,-8.3,1160.026,-2.8,-7.9,1600.474,-2.1,-4.5,13948.062,14.2,12.6,3065.349,-1.6,-3.8,802.025,-2.1,-3.5,2277.328,-10.1,-14.4,1538.787,-17.1,-20.8,1272.545,1930.913,1.2298,0.9202,0.146579804560254,-0.4220322475922522
2013-03,2013,3,2013.1666666666667,-4.4,-5.5,16689.636,-1.7,2.4,6791.979,-8.4,-12.5,255.939,-9.1,-12.1,2717.705,-9.4,-9.4,1026.313,-2.1,-4.7,1254.42,0.8,-5.9,1653.266,-6.1,-7.2,14940.61,1.3,4.8,3064.697,-2.6,-6.4,771.784,-1.5,-2.4,2536.239,-0.5,-8.2,1822.959,-25.8,-26.3,1419.058,1749.026,1.2264,0.946,-0.2764677183281883,2.8037383177569986
2013-04,2013,4,2013.25,11.7,9.3,17020.818,18.9,17.2,7022.644,12.6,8.2,272.131,6.1,4.9,2753.027,11,10.3,1066.123,14.2,9.2,1245.377,6.1,1.3,1802.758,10.6,10.1,15469.652,12.9,21,3522.008,9,5.1,658.791,9.8,11.1,2589.642,19.6,0.8,1672.996,18.4,16.6,1648.883,1551.166,1.2198,0.9377,-0.5381604696673148,-0.8773784355179726
2013-05,2013,5,2013.3333333333333,-1.1,-3.9,17382.03,-0.1,-2.3,7148.467,0.2,-3.3,269.606,-1.3,-4.6,2779.056,1,-0.3,1025.54,8.4,6.1,1240.08,-3.6,-4.9,1848.122,0.8,1.7,15177.378,12.3,20.2,3915.748,0.7,-2.8,613.317,1.3,0.1,2433.119,2.6,-6.7,1697.921,-11,-9.3,1397.37,2204.652,1.2406,0.955,1.7051975733726854,1.8449397461874684
2013-06,2013,6,2013.4166666666667,-1.4,-2.4,16664.362,3.5,2.9,6587.676,-2.3,-2.3,275.376,-5.8,-6.8,2789.364,-0.9,-2.6,1033.87,-3,-1,1228.597,-4,-5.4,1837.986,-4.5,-6.6,14023.526,-6.8,-10.1,3134.549,-2.6,-6,639.213,-0.3,-1.4,2458.445,-5.6,-19.4,1444.148,-11.8,-8.7,1388.209,2640.836,1.2326,0.9343,-0.64484926648396,-2.1675392670157057
2013-07,2013,7,2013.5,4.9,4.5,18344.895,9.6,12.5,7478.187,2.1,2.2,289.522,7.5,5.8,3022.775,7.4,4.7,1117.656,7.4,7.7,1262.832,3.1,2.4,2039.602,7.5,5.9,15822.382,26.8,25.5,3939.104,3.8,2.3,848.342,6.1,4.7,2663.188,3.5,-8.7,1637.374,0.1,0.8,1320.711,2522.513,1.2364,0.9452,0.30829141651793623,1.1666488279995724
2013-08,2013,8,2013.5833333333333,-4.9,-2,14790.274,-2.2,4.9,6227.843,-11.9,-13.4,200.237,-3.2,-2.7,2493.963,-3.2,-5.9,831.025,-2.2,-0.6,1055.295,1.1,0.6,1496.314,-7.9,-10.5,12872.704,-15.4,-13.7,3039.252,-3.4,-5.8,802.709,-4.7,-5.5,2104.294,0.3,-24.5,1344.176,-2.4,-5.2,985.871,1917.57,1.2334,0.9264,-0.24263992235521448,-1.9889970376639865
2013-09,2013,9,2013.6666666666667,1.5,4.4,16789.481,-1.8,6.8,6468.416,3.9,3.7,252.45,5.7,5.9,2918.339,8.3,5,1047.973,2.9,4.6,1183.962,9.1,6.2,1910.469,-1.7,-1,14539.142,-1.7,4.2,3186.015,9.2,8,879.413,5.5,4.9,2491.889,-8.9,-17.8,1678.56,-5.5,-5.3,1203.685,2250.339,1.2338,0.9244,0.0324306794227347,-0.21588946459413227
2013-10,2013,10,2013.75,-1.1,1.5,18280.291,0.8,9.3,7067.147,-0.2,-0.2,282.243,6,4.8,3083.857,2.3,-1.6,1132.998,0.1,5.2,1329.31,1.4,0.1,2164.368,0.8,0.6,16003.232,12.4,18.3,3777.763,2.4,1.3,791.514,4.9,7,2859.104,-6.3,-24.8,1662.273,-4,-6.8,1361.256,2277.059,1.2314,0.9027,-0.19452099205705675,-2.347468628299443
2013-11,2013,11,2013.8333333333333,-2.9,-1.8,18099.561,-5.3,1.9,7072.146,-2.5,-1.2,265.914,-4,-4.6,2929.641,3.8,-0.5,1064.849,-0.5,-0.2,1335.961,-0.1,-0.9,2155.093,0.9,-1.4,16017.728,8.9,10.4,4093.157,-2.7,-3.5,664.893,3.6,4.2,2876.742,5.7,-19.1,1673.524,-6.7,-8.1,1321.252,2081.833,1.2319,0.9128,0.040604190352433456,1.118865625346177
2013-12,2013,12,2013.9166666666667,5.4,7.5,14719.77,5.5,18.6,5263.074,3,3.9,213.143,13.3,12.9,2858.481,9.4,6.4,810.185,13.9,11.2,1177.275,3.9,3.8,1843.691,9.1,6.2,14282.509,33.4,28.3,3751.351,10,10.3,604.195,9.3,9.3,2481.711,-4.3,-22.2,1453.185,8.6,6.8,1426.651,437.261,1.2249,0.8942,-0.5682279405795798,-2.037686240140224
2014-01,2014,1,2014,3.7,5.4,17160.781,4.2,12.8,7771.907,0.1,4.5,265.948,4,2.6,2574.439,6.6,5.4,1026.331,-1.9,-0.8,1149.147,6.8,6.2,1582.262,0.6,-1.4,14638.5,11.3,8.8,3738.233,-1.5,-2.4,815.34,-0.2,-0.8,2461.57,-8.4,-24.3,1395.402,2,0.7,1131.024,2522.281,1.2312,0.9035,0.5143277002204183,1.0400357861775955
2014-02,2014,2,2014.0833333333333,5.6,5,16769.413,11.8,12,7098.449,-1.4,1.1,251.297,4.4,2.5,2592.719,5.3,3.7,1014.714,3,2.1,1194.979,7.7,5.2,1723.905,3.4,2.6,14420.949,15.1,14.1,3528.272,3,2.4,826.207,2.7,3.8,2339.792,-8.1,-22.2,1414.56,9.6,7.4,1394.947,2348.464,1.2213,0.8942,-0.8040935672514626,-1.0293303818483701
2014-03,2014,3,2014.1666666666667,4.2,4.9,17388.697,6.8,9.2,7257.042,1.9,5.4,260.777,8.2,6.8,2940.119,4.4,3.6,1071.566,-2.9,-3,1218.195,-0.3,0.1,1648.692,2.5,0.6,15309.848,6,2.5,3249.822,6.3,6.6,820.142,1.5,3,2575.483,11.1,-10,2024.721,3,-1.3,1461.148,2078.849,1.2178,0.8811,-0.2865798739048575,-1.4649966450458463
2014-04,2014,4,2014.25,0.9,0.1,17175.309,3.7,3.2,7281.632,-5.7,-1.2,256.572,-5,-4.9,2616.712,-2.7,-2.9,1037.057,-4.4,-3.2,1190.899,2.1,0.6,1839.881,-5.5,-6.8,14624.438,6.1,2.4,3737.123,0.9,1.5,664.904,-4.6,-5.2,2470.414,-18.3,-31.5,1366.752,-15.7,-15.1,1389.399,2550.871,1.2191,0.8826,0.10674987682706139,0.1702417432754677
2014-05,2014,5,2014.3333333333333,-0.1,-0.8,17359.831,-1.6,0.3,7037.294,0.1,6.1,269.879,-2.4,-0.5,2712.19,4.6,4,1072.631,-3.1,-4.7,1201.531,1.8,1,1881.879,-4.6,-5.3,14483.168,-14,-14.4,3367.028,4.2,4.9,639.111,2.3,4,2488.349,-4.5,-16.4,1621.882,1.4,-0.2,1417.397,2876.663,1.2204,0.888,0.10663604298251084,0.611828687967364
2014-06,2014,6,2014.4166666666667,1.5,1.1,16920.217,2.6,5.1,6758.082,-1.8,-0.9,270.443,-1.1,-0.7,2758.804,-0.6,-1,1027.355,-2.6,-6.9,1196.119,1.6,4.6,1867.945,10.8,7.7,15533.63,45.8,36.6,4570.518,6,6.7,677.634,-1.2,0.2,2429.368,8,-5.8,1559.848,-1,-3.4,1373.743,1386.587,1.2181,0.896,-0.18846279908226737,0.9009009009008917
2014-07,2014,7,2014.5,5.6,4.8,19365.801,8.1,4.4,8087.394,0.6,1.1,291.269,2.6,3.9,3100.724,2.9,1.9,1150.418,4.1,6.4,1314.765,2.8,7.2,2096.037,-2.2,-4.3,15470.351,-9.6,-14,3562.406,5.9,5.9,898.489,-1.3,0.2,2628.11,9.6,-4.4,1795.01,6.2,6.4,1403.209,3895.45,1.215,0.8969,-0.25449470486822445,0.10044642857143238
2014-08,2014,8,2014.5833333333333,0.7,-3.4,14895.028,2,-3.7,6353.065,7.1,6.8,214.441,-7.2,-7,2313.358,-0.3,-0.4,828.433,-4.1,-5.4,1012.108,-0.1,1.2,1495.547,5.5,3.6,13584.602,24.3,15.1,3777.892,2.6,1.6,823.421,2.2,1.6,2149.886,11.1,6.7,1493.895,-2.6,-4.6,960.489,1310.426,1.2119,0.9098,-0.25514403292181687,1.4382874344966101
2014-09,2014,9,2014.6666666666667,5,1.7,17620.78,6.4,-0.2,6884.607,8.9,7.7,274.82,1.7,2.4,2967.572,6.4,5.4,1114.931,4.5,7.2,1237.379,3,4.1,1968.366,4.5,2.7,15197.023,-2.4,-11.2,3111.069,7.1,5.5,941.987,8.7,9.4,2708.621,10.6,6.4,1856.323,9.4,5.5,1316.555,2423.757,1.2077,0.9354,-0.3465632477927194,2.8138052319190976
2014-10,2014,10,2014.75,8.2,2.9,19778.731,8.8,1.1,7685.593,6.1,6.8,299.324,1.8,2.3,3139.68,6.3,4.1,1204.896,6.7,3.6,1418.796,5.4,6.9,2280.518,3.8,2.3,16615.802,0.5,-5,3796.321,2.7,1.2,813.022,1.3,-0.6,2896.69,15.7,11,1922.841,20.5,22,1640.444,3162.929,1.2078,0.9526,0.00828020203693658,1.8387855462903557
2014-11,2014,11,2014.8333333333333,-0.1,-3.9,18073.787,1.6,-5.4,7182.261,3.4,1.3,274.864,-3.5,-3.7,2827.823,-0.4,-1.5,1060.256,-0.8,-2.9,1325.397,-4,-4.2,2068.44,-10.6,-9.3,14323.27,-27.4,-27.5,2971.993,1.2,-0.9,672.88,-5.5,-3.9,2718.733,5.3,7.2,1762.261,-2.7,-1.8,1285.838,3750.517,1.2026,0.9646,-0.4305348567643752,1.2597102666386695
2014-12,2014,12,2014.9166666666667,7.7,2.6,15849.033,12.6,3.4,5925.404,14,11,243.005,-2.1,-3.8,2797.152,7.6,5.7,872.051,4.2,2,1226.491,-2.1,-0.9,1804.213,0.8,2.7,14403.101,-5.8,-3.7,3534.762,8.2,5.1,653.875,-0.1,-0.3,2480.186,27.9,26.2,1858.205,-3.5,-2.3,1376.961,1445.932,1.2024,0.9759,-0.016630633627134905,1.1714700393945732
2015-01,2015,1,2015,-4.1,-6.1,16454.579,-6,-9.1,7304.329,-9.8,-6.3,239.795,-7.4,-6.4,2383.962,-7.5,-5.8,949.361,-0.4,1.2,1144.366,4.3,3.7,1650.661,-10.2,-4.8,13139.606,-14.5,-9.6,3195.676,-4.7,-1.3,777.323,-8.2,-6.2,2260.687,4.2,5,1453.317,1.2,9.8,1144.803,3314.973,1.0983,0.9422,-8.657684630738515,-3.4532226662567833
2015-02,2015,2,2015.0833333333333,-3.4,-3.2,16193.861,-7.2,-7.2,6585.245,-7.5,-3.7,232.369,-7.9,-3.8,2388.306,-4.2,0.7,971.815,-4,-0.2,1146.998,-0.9,-0.1,1707.764,-3.7,2.8,13880.828,1.1,0.8,3566.675,-7.7,-3,762.891,-5.1,-2.1,2219.767,18.4,22.2,1675.451,0.5,14.3,1402.028,2313.033,1.0623,0.9353,-3.277792952745151,-0.7323285926554846
2015-03,2015,3,2015.1666666666667,3.1,3.6,17920.36,3,4.2,7474.735,3,8.3,268.717,-4.5,-1.9,2806.613,1.8,6.3,1091.006,12.5,14,1370.618,6.5,8.5,1756.05,1.6,8.6,15551.517,1.3,4,3291.312,1,5.4,828.215,-2.4,0.2,2513.775,14.3,12,2314.498,15.9,31.9,1693.949,2368.843,1.0609,0.9798,-0.13178951332015743,4.757831711750238
2015-04,2015,4,2015.25,-6.1,-2.6,16134.038,-12.2,-4.7,6390.715,2.9,8.2,263.901,-2,-1.3,2564.477,-3.3,1.5,1002.7,1.7,5,1210.937,-0.9,-1.6,1823.815,-6.8,0.4,13631.472,-9.7,-3.6,3373.776,-6.9,-3.2,618.996,-8.9,-5.8,2250.688,6.7,9.7,1457.778,10.8,16.2,1540.112,2502.566,1.0382,0.9621,-2.139692713733621,-1.8064911206368661
2015-05,2015,5,2015.3333333333333,-10.6,-5.6,15519.444,-13.3,-3.6,6102.472,-6,0.3,253.797,-10.8,-8.5,2418.537,-12.9,-6.8,934.396,-10.6,-6.2,1074.657,-8.7,-7,1718.687,-16.3,-10.4,12128.491,-27.6,-20.7,2437.549,-12.2,-9.7,561.193,-15.6,-12.3,2100.315,-1.5,-7.6,1598.172,-4.4,0.7,1354.536,3390.953,1.0398,0.9316,0.15411288769022757,-3.170148633198211
2015-06,2015,6,2015.4166666666667,6.1,9.5,17959.086,10.2,14.5,7447.534,11.2,20,300.802,0.9,3.5,2784.439,1.9,9.8,1047.34,4.9,12.6,1254.968,4.4,1.2,1949.578,-6.9,3.2,14458.717,-25,-9.8,3428.884,3.8,6.4,703.64,-1.1,2.5,2403.34,17.9,22.3,1839.563,15,23.3,1579.999,3500.369,1.0448,0.9319,0.48086170417387386,0.03220266208672218
2015-07,2015,7,2015.5,-7,-5,18013.522,-5.6,-1.3,7633.54,0.8,10.8,293.607,-12.1,-11.7,2725.004,-8.4,-1.1,1053.481,-3.7,-0.8,1266.496,-8.8,-8.6,1911.96,-6.2,0.7,14513.83,-11.3,0.5,3158.88,-8.1,-4.9,825.812,-5.9,-3.3,2474.24,13.7,4.3,2040.032,10.7,13.7,1553.989,3499.692,1.0488,0.953,0.3828483920367498,2.2641914368494387
2015-08,2015,8,2015.5833333333333,-3.8,-1.5,14328.993,-6.1,-3.1,5962.402,-0.7,7.8,212.877,-3.4,-1.9,2234.346,-0.7,4.2,822.399,-2.6,2.8,986.007,-0.6,-5.1,1486.351,-15.5,-7.6,11475.986,-35.1,-24.5,2451.056,-5,-1.1,782.627,-4.6,-1.9,2050.344,-9.3,-12.5,1355.029,6.6,16.5,1024.023,2853.007,1.0782,0.9681,2.803203661327247,1.5844700944386059
