Date,year,month,DateNum,Exp_All_N,Exp_All_R,Exp_All_WMF,Exp_Chemistry_N,Exp_Chemistry_R,Exp_Chemistry_WMF,Exp_Clothing_N,Exp_Clothing_R,Exp_Clothing_WMF,Exp_Machines_N,Exp_Machines_R,Exp_Machines_WMF,Exp_Metals_N,Exp_Metals_R,Exp_Metals_WMF,Exp_PrecisionNarr_N,Exp_PrecisionNarr_R,Exp_PrecisionNarr_WMF,Exp_Watches_N,Exp_Watches_R,Exp_Watches_WMF,Imp_All_N,Imp_All_R,Imp_All_WMF,Imp_Chemistry_N,Imp_Chemistry_R,Imp_Chemistry_WMF,Imp_Clothing_N,Imp_Clothing_R,Imp_Clothing_WMF,Imp_Machines_N,Imp_Machines_R,Imp_Machines_WMF,Imp_Precision_N,Imp_Precision_R,Imp_Precision_WMF,Imp_Vehicles_N,Imp_Vehicles_R,Imp_Vehicles_WMF,TradeBal_All_WMF,EUR,USD,gEUR,gUSD
2005-08,2005,8,2005.5833333333333,9.9,10.6,11552.727,15.4,23,4181.309,6.5,4.9,301.718,5.2,6.4,2633.863,1.7,-4.5,776.567,19,6.7,840.501,15.3,12.6,872.951,13.1,8.4,11677.216,15.9,11.4,2839.672,9.3,8.8,853.555,9.6,7.9,2211.965,12.5,22.7,765.754,1.8,-2.5,892.93,-124.489,1.5526,1.2623,-0.35299403119184447,-2.427146942877023
2005-09,2005,9,2005.6666666666667,10.6,7.2,14244.081,12.4,12.9,4870.324,-1.5,-3.8,380.331,10.7,7,3251.691,4.6,-1.1,1046.893,20.2,9.5,1035.841,9.7,3.3,1047.047,7.8,3.1,13063.997,1.9,1.1,2482.378,5.1,5.3,883.522,16.3,15.2,2755.4,14.5,10.9,1007.846,-20.1,-21.5,1155.891,1180.084,1.5491,1.2638,-0.22542831379621653,0.11883070585438915
2005-10,2005,10,2005.75,7.5,3,13879.368,11.9,3.6,4777.218,-3.2,-6.4,324.32,4.1,4.4,3074.48,1.4,-2.6,1016.968,15.2,7.6,1027.098,8.4,7.3,1302.707,8.9,5.4,12931.81,8.4,7,2742.937,5.2,5.5,688.287,14.9,11.8,2776.124,-3.9,-6,901.992,-12.3,-5.7,1105.007,947.558,1.5489,1.288,-0.012910722354919635,1.9148599461940252
2005-11,2005,11,2005.8333333333333,9.8,8.5,14610.648,10.9,14.1,4830.375,4.9,0.7,364.753,2.7,2.5,3265.922,5.4,-0.7,1051.3,13.6,8.5,1036.207,6.7,0.4,1348.734,16.1,9.4,14050.033,25,15.8,3361.985,9.4,8.4,684.976,13.7,10.1,2779.928,21.9,8.3,1027.34,14.7,18.5,1398.265,560.615,1.5452,1.3098,-0.2388792045968091,1.6925465838509401
2005-12,2005,12,2005.9166666666667,13.3,7.5,12913.597,25.8,14.4,4021.645,-0.3,-4.6,321.409,3.6,3.2,3216.529,6.7,1.4,878.763,14.3,14.3,979.327,24.1,15.5,1219.487,10.7,5.4,12552.34,-1.4,-7.4,2451.938,9.2,7.2,642.161,9.6,4.6,2684.375,17.3,15.7,969.378,20.1,27,1357.464,361.257,1.5478,1.3047,0.16826300802486038,-0.3893724232707396
2006-01,2006,1,2006,15.7,10.1,13488.536,20.5,12.2,5484.586,3.4,-0.2,380.083,10.1,10.1,2614.613,9.9,6.9,1011.286,23.3,27,976.885,7.9,-5,857.908,19.1,14.2,12619.924,24.8,27,2723.652,7.7,5.9,816.095,14,9.8,2449.72,16.4,11,873.27,10.1,15.6,1072.022,868.612,1.5491,1.2779,0.08399017960976085,-2.054112056411428
2006-02,2006,2,2006.0833333333333,13.6,6.8,13684.581,10.8,-5.8,4880.564,4,-0.7,372.241,10.3,12.4,2825.394,10.4,6.2,1025.243,23.1,29,1033.225,9.4,9.3,934.103,8.6,2.7,12934.875,-7.8,-7,2605.285,6,3,875.085,9.4,4.6,2428.134,12.5,-0.9,988.598,8.4,11.8,1223.936,749.706,1.5578,1.3041,0.5616164224388376,2.0502386728225908
2006-03,2006,3,2006.1666666666667,20.4,14.6,15697.284,20.1,7.8,5636.833,4.8,-1.8,390.743,20.5,21.4,3490.097,20.6,15,1213.791,28.2,39.2,1250.745,20.7,9.5,1026.208,17,11,15175.412,15,10.5,3164.751,10,7.3,885.085,15.8,11.7,2900.804,19.7,7.6,1234.213,10.6,17.5,1467.911,521.872,1.5688,1.3047,0.706124021055321,0.04600874166091895
2006-04,2006,4,2006.25,0.9,-1.4,13391.988,8,5.5,4822.766,-4.6,-11.2,288.495,-4.5,-3.4,2911.203,-4.6,-9.4,982.475,1.9,10.4,998.661,1.5,-8.4,1030.699,-1.9,-7.6,12650.905,-9.2,-12.8,2977.561,-4.4,-6.4,604.829,-5.5,-9.3,2355.613,6.3,-5.3,870.491,-5.2,-6,1178.274,741.083,1.5749,1.2834,0.38883222845487175,-1.632559209013562
2006-05,2006,5,2006.3333333333333,18.6,16.6,15136.393,16.1,8.2,5406.392,14.9,10.8,368.826,18.6,24.7,3244.593,21.3,14.6,1149.031,19.6,33.2,1104.856,18.2,17.9,1226.676,21.1,14.8,14052.333,13.1,7.5,2919.096,18.7,16,682.295,13.8,11.2,2684.751,21,15.1,997.012,36.1,37,1533.381,1084.06,1.5565,1.2188,-1.168328147818909,-5.03350475299984
2006-06,2006,6,2006.4166666666667,7.3,7.6,15199.582,6.7,7.9,5346.499,3.4,0.1,391.861,4.1,7,3336.303,8.7,1.5,1171.903,4.1,25.2,1128.078,12.1,5.8,1177.547,12.7,4.9,14233.327,35.1,18.3,3483.682,3.6,1.5,691.399,0.3,-1.1,2631.003,16.8,6.6,1089.649,-5.9,-2.9,1363.582,966.255,1.56,1.2324,0.2248634757468615,1.1158516573678945
2006-07,2006,7,2006.5,15.3,13.3,14797.785,20.4,14,5268.497,1.5,1.6,413.666,12.5,12.2,3273.097,14.2,7.5,1122.412,3.5,22,1020.722,15.6,11,1151.286,9.1,3.6,13321.801,1.4,-0.3,2757.692,1.3,-0.4,842.574,8,5.5,2609.078,9.4,1.1,960.893,9.8,6.9,1289.882,1475.984,1.5686,1.2363,0.5512820512820538,0.31645569620253333
2006-08,2006,8,2006.5833333333333,15.4,5.3,13331.422,17.1,-5.7,4894.787,6,1.2,319.671,10.8,11,2919.149,23.9,12.6,962.335,10.5,21.8,928.609,3.1,-3.9,899.645,9.4,4.6,12779.696,2.1,0.7,2899.32,6.3,4.3,907.497,11.1,10.6,2456.665,14,-1.5,872.638,-0.2,1.6,891.111,551.726,1.5775,1.2305,0.5673849292362476,-0.46914179406293277
2006-09,2006,9,2006.6666666666667,6.2,4.8,15125.976,7.1,5.9,5216.916,1.3,-3.2,385.105,4.4,5.7,3395.343,14.4,6.1,1197.25,3.9,11.1,1076.212,9,3.9,1141.451,2.1,-3.7,13341.442,-0.9,-9.9,2460.303,5.2,3.6,929.215,-4.2,-6,2641.014,-3,-12.1,977.369,0.3,-2.6,1159.259,1784.534,1.5837,1.2433,0.3930269413629395,1.040227549776529
2006-10,2006,10,2006.75,20.4,20.8,16717.339,24.2,32.9,5934.567,15.6,11.9,374.757,12.3,12.5,3453.542,25.9,15.7,1279.981,13.2,21.9,1162.164,15.5,7.6,1504.164,17.4,12.9,15175.998,23.6,22.1,3390.743,17.3,13.2,807.275,6.6,3.1,2959.952,20.3,8.2,1084.846,20.4,18.5,1330.159,1541.341,1.5897,1.26,0.3788596325061455,1.3431995495857718
2006-11,2006,11,2006.8333333333333,15.4,6.5,16861.755,18.1,1.5,5703.433,8.7,3.9,396.586,11.4,8.1,3639.52,24.2,14,1305.535,16.4,17.3,1206.165,13.4,10.7,1530.059,10.8,6.9,15565.181,3.9,-0.2,3492.745,9.4,6.3,749.213,15.2,12,3201.114,11.6,8.6,1146.095,2.4,4.6,1431.546,1296.574,1.5922,1.2358,0.15726237654904995,-1.9206349206349227
2006-12,2006,12,2006.9166666666667,8.7,6.5,14042.178,8.9,12.4,4379.033,0.6,-1.3,323.446,9.6,4.9,3526.675,14.1,5.4,1002.937,6.1,4.3,1039.153,3.6,3.7,1262.936,8,4.2,13559.436,18.7,16.6,2910.04,-6.3,-8.8,601.428,0.6,-0.8,2699.839,11,6.2,1076.231,14.5,12.6,1553.877,482.742,1.5966,1.2078,0.27634719256375284,-2.2657387926849015
2007-01,2007,1,2007,16.4,14,15700.604,16.3,17.4,6377.002,7.8,4.1,409.723,13.3,11.7,2961.509,22.4,11.1,1238.268,14.5,14.2,1118.76,14.4,11.5,981.816,13.9,9.4,14372.834,23.3,17.3,3359.35,9,5.7,889.759,12.1,11.4,2744.917,7.5,4,938.981,9.1,3.5,1169.156,1327.77,1.6157,1.2439,1.1962921207566035,2.9889054479218524
2007-02,2007,2,2007.0833333333333,12.5,11.8,15393.471,13.2,22.5,5525.171,5.7,3,393.384,15.1,12.6,3250.691,20.7,10.6,1237.975,9.1,6.4,1127.069,20.3,14.3,1124.146,9.2,5.8,14122.316,16.9,13,3044.816,6.2,1.4,929.733,8.9,8.8,2643.138,0,0.2,988.955,7.6,-0.6,1316.517,1271.155,1.6213,1.2402,0.34659899733862076,-0.29745156363052416
2007-03,2007,3,2007.1666666666667,9.4,5.4,17176.43,4.7,3.1,5904.198,4.2,2.2,407.186,8.1,5,3772.832,16.2,6.2,1409.938,5.4,2.6,1318.017,20.7,15.7,1238.493,8.6,7.4,16486.08,23.2,34.5,3898.104,3.8,0.9,918.48,6.5,5.4,3089.494,6.5,0.6,1314.464,1.8,-6.2,1494.651,690.35,1.6126,1.218,-0.536606426941344,-1.790033865505558
2007-04,2007,4,2007.25,12.8,8.6,15105.414,12.4,6.9,5419.861,11.9,8.2,322.717,12,8.7,3259.497,25.8,16.3,1235.831,6.4,10.2,1062.215,12.9,10.8,1163.755,14.3,9.7,14454.952,7.8,3.6,3210.066,13.4,9.1,685.726,16.1,14.2,2734.093,25.4,18.2,1091.386,16.4,12.7,1370.936,650.462,1.6374,1.2116,1.5378891231551561,-0.5254515599343201
2007-05,2007,5,2007.3333333333333,11.8,4.3,16921.907,14.9,5.4,6213.531,7.5,3.4,396.662,10,4.2,3570.241,15.4,4.1,1326.182,3.1,2.8,1139.408,7.2,3.3,1315.022,13,7.4,15879.423,22.4,20,3571.594,4.8,0,715.324,7.9,2.9,2897.267,16.9,6.2,1165.592,22.8,20.4,1882.76,1042.484,1.65,1.221,0.7695126419934084,0.7758336084516371
2007-06,2007,6,2007.4166666666667,13.4,6.1,17240.766,9.2,-2.7,5837.082,4,-0.5,407.704,16,11.5,3869.297,21.4,8.6,1422.719,6.4,19.6,1200.611,18.6,10.4,1396.551,9.1,4.8,15522.12,0,4.2,3484.33,9.7,3.4,758.306,14.6,10.4,3014.881,10.3,0.8,1201.363,22.9,18.4,1675.225,1718.646,1.6542,1.2332,0.25454545454546285,0.999180999180993
2007-07,2007,7,2007.5,18.8,8.6,17586.356,17.7,0.1,6203.451,7.3,4.7,443.844,19.2,14.8,3901.966,22.4,10.7,1373.819,16.1,21.8,1184.782,28.3,19.2,1477.357,20.3,14.1,16022.077,40.7,32.7,3879.157,15.7,8.9,974.897,13.2,11.6,2952.298,11.7,0.8,1072.845,14.8,12.3,1481.388,1564.279,1.6567,1.2076,0.15113045580945617,-2.0759000973078257
2007-08,2007,8,2007.5833333333333,10.1,9.6,14680.906,5.9,8.3,5185.087,3.2,-1.7,330.051,14.9,12.2,3354.443,14.8,7.3,1104.349,11.4,18.2,1034.837,13.4,11,1020.238,9.8,6.4,14027.445,11.2,12.6,3224.84,2.7,-2,931.702,6.9,2.7,2625.198,11.6,6.6,973.9,26.9,21.2,1131.195,653.461,1.6377,1.2027,-1.1468582121084148,-0.405763497846956
2007-09,2007,9,2007.6666666666667,8.3,3.5,16379.965,8.5,5.1,5658.695,0.8,-3,388.204,3.4,-0.9,3511.727,6.9,-0.6,1279.438,3.8,12.8,1117.605,16.5,4,1329.681,9.8,7.2,14648.667,27.5,34.3,3136.722,-0.9,-3.9,921.178,6.7,3.3,2818.488,14.2,6.8,1115.875,15.8,12,1342.883,1731.298,1.6475,1.1861,0.5984001953959872,-1.3802278207366903
2007-10,2007,10,2007.75,12.1,9.1,18744.416,3,2,6112.264,7.8,4.6,403.974,19.4,17,4123.892,15.9,9.1,1483.842,10.2,16.2,1280.135,12,6.3,1684.333,14.3,9.3,17348.959,14.2,11.9,3871.35,8,4.7,871.464,15.9,14.5,3431.04,24.6,14.1,1352.014,13.5,13.3,1509.939,1395.457,1.6704,1.1742,1.3899848254931735,-1.0032880870078476
2007-11,2007,11,2007.8333333333333,9.6,8.3,18477.395,8.1,10.7,6167.84,4,1.4,412.477,11.4,10,4054.262,6.4,1.6,1389.537,9.5,17.2,1321.299,17.2,6.1,1792.56,7.3,2.2,16696.528,4.1,6.5,3636.879,6.8,2.5,799.851,2.8,0.2,3290.775,13.8,5.5,1304.287,5.3,3.1,1507.242,1780.867,1.6485,1.1234,-1.3110632183908066,-4.326349855220569
2007-12,2007,12,2007.9166666666667,0.6,-3.2,14125.125,-3.9,-8.5,4206.727,-0.6,-4.3,321.408,-2.6,-3,3434.469,-0.7,-5,995.902,3.2,6.7,1072.361,13.4,2.9,1431.793,3.2,-1.7,13996.425,1.1,2.4,2942.549,7.1,2.6,644.004,6.6,4.3,2876.724,7.6,-2.7,1158.273,-21.7,-22.4,1216.522,128.7,1.6586,1.1391,0.6126781922960234,1.3975431725120169
2008-01,2008,1,2008,4,-2.8,16330.88,-5.7,-16.8,6010.403,-2,-3.3,401.342,13.5,9.3,3361.069,5.1,1.3,1301.473,2.7,6,1148.451,23.3,18.9,1210.741,5.8,3,15209.074,-10.7,-0.4,3000.945,10.2,8.4,980.209,5.3,2.5,2890.384,12.6,2.8,1057.172,7.8,3.5,1260.583,1121.806,1.6189,1.1008,-2.393584951163641,-3.362303572996228
2008-02,2008,2,2008.0833333333333,12.8,4.2,17371.232,13.6,-4.9,6277.912,2,2.6,401.415,14.2,11.5,3711.85,9.4,7.2,1354.304,11.6,18.4,1258.372,18.2,9,1328.683,11.9,7.9,15804.061,11,13.6,3378.486,6.5,7.5,990.156,8.6,3.1,2871.696,24,16.3,1226.138,13.8,9.9,1498.373,1567.171,1.6087,1.0908,-0.6300574464142339,-0.9084302325581439
2008-03,2008,3,2008.1666666666667,-4,-4,16484.67,2.7,7.5,6065.606,-15.3,-14,344.998,-5.4,-8.1,3567.876,-6.6,-6.9,1316.236,-10.7,-8.4,1176.891,0.6,-10.5,1245.439,-7.5,-10.1,15252.657,-20.4,-18.6,3103.64,-10.1,-9.6,825.518,-7.8,-8.4,2847.747,-1.2,-5.7,1298.187,-11.4,-12,1323.827,1232.013,1.5711,1.012,-2.3372909802946484,-7.22405573890722
2008-04,2008,4,2008.25,24.1,14.1,18749.333,23.2,4.3,6679.37,11.7,14.1,360.58,23.4,23.1,4021.017,18.8,18,1467.831,28.3,23,1362.556,22.1,16,1420.491,18.8,20.3,17168.161,12.7,32.9,3618.306,12.3,9.9,770.337,19,18.8,3253.798,25.2,29.2,1366.34,33.5,29.1,1830.744,1581.172,1.5954,1.0125,1.5466870345617778,0.049407114624511195
2008-05,2008,5,2008.3333333333333,4.1,1.6,17620.577,-0.3,0.8,6196.797,-3.9,-4.2,381.211,0.9,-2.3,3602.091,-1.1,-0.8,1312.04,7.1,6.3,1220.173,14.1,5.8,1500.054,-1.3,-1.9,15669.11,-6.9,7.4,3326.511,-4.5,-6.6,683.435,0.7,-1.1,2917.01,12.3,6.7,1308.394,-18.4,-22.9,1535.431,1951.467,1.6245,1.0435,1.8239939827002782,3.0617283950617358
2008-06,2008,6,2008.4166666666667,8.8,7.1,18749.765,12.4,19.9,6562.106,2.3,3.9,417.08,-0.7,-2.6,3844.085,-0.4,-0.6,1416.575,8.6,-5.2,1304.422,13.3,8.3,1582.069,4.5,3.3,16222.783,-4.7,4,3319.897,2,0.4,773.105,-0.9,-0.1,2988.631,11.3,9,1337.176,-2.1,-6.4,1639.324,2526.982,1.6138,1.0373000000000001,-0.6586642043705848,-0.5941542884523199
2008-07,2008,7,2008.5,10.2,8.5,19383.174,12.7,12.1,6993.545,3.7,7,460.112,1.5,4.4,3960.577,5.3,2.8,1446.06,13.3,6.1,1342.647,8.8,8.7,1607.711,6.3,5.8,17037.802,-6.1,5.1,3641.982,3.7,3.4,1011.001,5.5,5.8,3115.324,24.5,29.7,1336.086,0.8,-2.4,1492.542,2345.372,1.6186,1.0261,0.29743462634777007,-1.0797262122818951
2008-08,2008,8,2008.5833333333333,2.6,-1.6,15067.428,2.3,-0.7,5303.806,-11.7,-10,291.519,-4.5,-4.7,3203.933,-6.4,-8.1,1034.016,-2.4,-5.6,1009.661,5.8,-4,1079.908,-2.8,-4.5,13639.078,-13.3,-1.2,2796.41,-8,-8.2,856.812,-4.1,-6.3,2517.551,7.2,4.7,1043.795,-17.5,-19.6,933.469,1428.35,1.6204,1.0839,0.11120721611268536,5.632979241789315
2008-09,2008,9,2008.6666666666667,8.9,8.6,17838.432,3.4,6.4,5853.143,-3.7,4.2,373.963,7.6,9.1,3779.917,8.1,6.9,1382.912,16.7,13.3,1304.017,15.4,10.1,1534.936,10.7,8.6,16220.199,-5.5,1.8,2965.381,4.4,5.3,961.33,13.8,14.6,3207.666,24.7,19.1,1390.986,9.8,3.4,1475.016,1618.233,1.5945,1.1097,-1.5983707726487273,2.3802933849985886
2008-10,2008,10,2008.75,-2.3,-6.2,18315.868,0.6,-8.4,6151.707,-6.8,-5.4,376.337,-3.9,-2.9,3963.374,-8.9,-8.9,1351.084,5.6,2,1351.538,0,-4.7,1684.925,-5.1,-4.5,16459.144,-21.8,-14.2,3028.959,-5.3,-5,825.078,-4.8,-3.7,3267.878,-0.3,3.5,1347.941,-4.3,-12.6,1444.44,1856.724,1.5202,1.1421,-4.659767952336158,2.9197080291970767
2008-11,2008,11,2008.8333333333333,-10,-10.8,16628.565,-11.7,-12.1,5444.528,-12.7,-14.3,359.939,-12.1,-11.3,3562.252,-22.3,-22.5,1079.686,-3.4,-2.2,1275.908,-15.4,-18.4,1516.571,-13,-9,14526.193,-19.3,-6.8,2935.071,-13.2,-12.5,694.663,-9.8,-7.8,2969.051,-1.7,0.8,1281.476,-18.7,-25.5,1226.12,2102.372,1.5152,1.1894,-0.32890409156689504,4.1414937396024865
2008-12,2008,12,2008.9166666666667,-2.4,-4.1,13790.476,4.1,1.2,4379.357,-6.8,-10.2,299.477,-6,-6.5,3227.733,-18.3,-18.1,813.941,7.7,5.9,1154.574,-7.7,-11.2,1322.218,-2.3,2.4,13675.371,7.3,21.7,3156.84,3.8,3.6,668.478,-3.9,-2.6,2764.458,-1.1,1,1145.617,-10.4,-17.5,1089.805,115.105,1.5397,1.1463,1.6169482576557481,-3.623675802925841
2009-01,2009,1,2009,-10.6,-11.3,14604.197,2.5,-0.7,6157.786,-17.2,-17.6,332.465,-20.8,-19.1,2662.228,-32.7,-28.9,876.277,-0.8,-1.6,1139.511,-21.5,-27.2,950.241,-17.2,-11.5,12590.556,-8.2,-4.1,2754.694,-15.9,-14.2,824.767,-18,-16.7,2369.343,9,12.3,1151.965,-31.1,-32.8,868.089,2013.641,1.494,1.1287,-2.968110670909918,-1.5353746837651672
2009-02,2009,2,2009.0833333333333,-17.2,-16,14381.212,-10.8,-7.8,5597.824,-17.3,-17.6,332.035,-25.4,-25.3,2769.804,-36.6,-32.4,859.282,-6.6,-8.1,1175.526,-22.4,-24.7,1030.711,-13.6,-6.6,13659.079,-17.1,-12.2,2799.42,-11.9,-11.3,872.592,-18,-15.1,2354.385,55.1,77.7,1901.824,-31.2,-32,1030.181,722.133,1.4905,1.1651,-0.23427041499330947,3.224949056436599
2009-03,2009,3,2009.1666666666667,-7.7,-12.8,15218.417,-0.9,-15.6,6013.368,-10.4,-11.2,309.14,-15.1,-16.4,3029.59,-32.8,-28.3,884.543,8.8,6.6,1280.569,-26.7,-25.6,913.493,-1.4,3.2,15032.79,-7.4,-6.9,2874.024,-4.1,-4.4,791.299,-9.3,-7.6,2584.083,76.1,69.7,2286.54,11.3,8.9,1473.354,185.627,1.5068,1.1553,1.0935927541093626,-0.8411295167796817
2009-04,2009,4,2009.25,-17.6,-18.1,15457.571,-7.3,-9.7,6190.534,-22.5,-21.3,279.278,-28.3,-29.7,2881.304,-44.1,-40,820.011,-10.4,-9.4,1221.058,-26.3,-28.3,1046.355,-24.6,-19.6,12945.341,-22,-19.8,2821.869,-16.7,-15.2,641.846,-26.3,-25.6,2396.884,-26.7,-28.5,1002.144,-28.6,-30.6,1306.695,2512.23,1.5151,1.1482,0.550836209185035,-0.6145589890071745
2009-05,2009,5,2009.3333333333333,-19.1,-20.8,14255.294,-5.8,-14.6,5835.12,-21.1,-19.9,300.746,-28.9,-28.2,2561.251,-38.7,-33,803.921,-10.3,-9.8,1094.513,-27.6,-29.9,1085.443,-21.8,-16.9,12254.037,-11.8,-17.9,2934.746,-12.8,-10.2,595.773,-24.8,-23.8,2194.99,-20,-13.9,1046.433,-24.4,-27.1,1161.179,2001.257,1.5118,1.1086,-0.21780740545177535,-3.4488765023515167
2009-06,2009,6,2009.4166666666667,-21,-23.9,14809.665,-12.1,-26.1,5767.473,-19,-19.5,337.986,-28.7,-30,2739.394,-38.8,-31.4,867.587,-9.1,-7.4,1185.897,-32.2,-30.8,1072.382,-17,-12.2,13457.37,-2.9,-6,3224.897,-5.8,-2,728.093,-21.8,-22.1,2336.494,-19.9,-20.8,1070.749,-11,-12.7,1459.05,1352.295,1.5145,1.081,0.17859505225559236,-2.4896265560165998
2009-07,2009,7,2009.5,-16.5,-15.4,16182.648,-4.3,-5.2,6690.409,-18.8,-21.4,373.415,-27.5,-29.5,2872.9,-34.7,-24.7,944.915,-12.3,-8.3,1177.561,-25.3,-24.9,1200.889,-18,-12.3,13969.025,-9.9,-12.8,3282.173,-9.1,-3.9,918.967,-19.2,-20.5,2516.233,-24,-23.8,1015.525,-5.2,-2.5,1414.364,2213.623,1.5202,1.0796,0.3763618355893117,-0.1295097132285039
2009-08,2009,8,2009.5833333333333,-13.6,-15.4,13010.871,3.4,-6.3,5484.044,-15.2,-13,247.177,-25.9,-26.9,2375.05,-31.1,-21.8,712.294,-8.2,-6.8,926.62,-20.4,-20.7,859.902,-17.7,-12.9,11221.686,-9,-18.1,2544.563,-4.9,0.2,814.906,-20.2,-19.5,2009.926,-18.6,-18.7,849.646,3.1,4.1,962.771,1789.185,1.524,1.0689,0.2499671095908429,-0.9911078177102572
2009-09,2009,9,2009.6666666666667,-12.7,-16.7,15581.722,3.6,-15.1,6062.546,-22,-23,291.745,-21.8,-21.9,2954.584,-30.2,-19.2,964.979,-11.3,-7.4,1157.11,-25,-23.9,1151.195,-15.1,-11.3,13773.752,5.1,-6.2,3117.011,-11.8,-8,847.533,-22.3,-24,2493.411,-14.3,-11.4,1192.627,-15.6,-11,1244.244,1807.97,1.5148,1.0406,-0.6036745406824195,-2.6475816259706186
2009-10,2009,10,2009.75,-10.6,-12.9,16366.299,5.6,-7.8,6495.016,-22.5,-20.2,291.481,-25.3,-26,2960.31,-25.5,-16,1006.654,-11.4,-2.7,1197.784,-21.6,-18.2,1321.638,-14.9,-10.5,14009.971,-3.1,-1.8,2933.546,-12.9,-9.6,718.264,-15.2,-18.8,2772.234,-10.2,-11.3,1209.801,-14,-12.9,1242.413,2356.328,1.514,1.0216,-0.05281225244255783,-1.825869690563131
2009-11,2009,11,2009.8333333333333,-2.5,-6,16209.54,16.1,-4.2,6323.374,-11,-9.7,320.446,-19,-19.6,2887.166,-10.8,-1,963.018,-9.7,-1.9,1151.987,-9.7,-2,1369.87,-2.4,-1.7,14179.329,-4.7,-12.2,2796.994,-3,-0.7,674.038,-8.2,-8.7,2725.054,12.8,6.1,1445.535,19.3,17.7,1463.033,2030.211,1.5104,1.0123,-0.23778071334213946,-0.9103367267032203
2009-12,2009,12,2009.9166666666667,4.8,3.4,14456.482,17.7,8,5153.75,-9.3,-6.5,271.545,-5.6,-7.7,3047.561,-3.5,4.1,785.141,-2.4,8.3,1127.342,-7.2,-5.7,1227.368,-4.3,-5.4,13094.028,-8.8,-18.3,2879.898,-8.2,-4.5,613.546,-9.7,-11.1,2496.551,5.2,-4.7,1204.883,22.6,22.3,1335.766,1362.454,1.5025,1.0283,-0.5230402542372947,1.5805591227896931
2010-01,2010,1,2010,-0.6,-3.3,14514.347,6.9,-5.7,6581.277,-16.1,-12.6,278.818,-11.9,-9.3,2344.866,-0.1,4.1,875.397,-8.1,1.4,1047.749,2.5,6.4,973.657,-3.7,-4.9,12125.567,-3.3,-9.6,2663.075,-9.1,-6.2,749.674,-7.7,-7.6,2186.384,-15.2,-17.4,976.792,25.6,24.6,1090.431,2388.78,1.4767,1.0337,-1.7171381031613975,0.5251385782359286
2010-02,2010,2,2010.0833333333333,4.1,-0.6,14976.082,7.4,-6.7,6011.557,-12,-10,292.316,-3.4,-0.2,2675.47,12.7,14.6,968.42,-2.9,7.1,1141.74,15.4,19.7,1189.393,0.6,-0.8,13739.405,16.9,13.4,3273.634,-5.2,-2.5,827.504,-2.3,-1.7,2301.257,-32.5,-40.4,1282.871,30.2,30.7,1341.073,1236.677,1.4673,1.0715,-0.6365544795828404,3.6567669536615943
2010-03,2010,3,2010.1666666666667,16.6,14.5,17749.642,21.8,13.5,7322.961,1.2,7.3,312.726,7.5,10.4,3257.94,32.6,34.5,1172.486,6,16,1358.03,37.9,40.1,1259.915,6.9,8.7,16068.527,19.8,21.8,3444.043,10.1,14.9,871.487,13.2,13.9,2925.569,-37.5,-31.5,1428.594,16,15,1708.405,1681.115,1.4484,1.0668,-1.2880801472091696,-0.43863742417171725
2010-04,2010,4,2010.25,2.8,3.6,15896.527,6.4,2.4,6586.34,-6.2,0.5,262.059,1.2,3.6,2915.85,30.5,28.9,1069.836,-3.4,11.4,1180.093,13.9,17.4,1191.975,6.7,4.1,13813.438,8.3,-1.7,3054.888,-4.7,0.6,611.997,6.4,7.3,2551.418,17.1,15.9,1173.893,12.6,14.5,1470.915,2083.089,1.4339,1.0684,-1.0011046672189994,0.14998125234346737
2010-05,2010,5,2010.3333333333333,10.6,8.1,15767.368,10.1,1.6,6422.818,-8.5,-2.8,275.083,12.8,13.1,2888.977,27.9,25.3,1028.006,3.9,19.1,1137.592,14.5,18.1,1242.376,22.8,19.9,15045.634,11.4,7.7,3270.737,-1.6,4.6,586.525,16.3,19.6,2552.765,124.4,103.9,2348.23,7,13.6,1242.008,721.734,1.4199,1.1284,-0.97635818397378,5.615874204417826
2010-06,2010,6,2010.4166666666667,16.1,16.4,17199.063,12.2,10.4,6473.322,-9.3,-3.1,306.387,22.2,26.5,3346.4,34.5,31.7,1167.338,13.9,24.4,1350.234,33.9,34.6,1435.675,15.6,15,15551.58,2.1,-4.8,3292.534,-4.2,1.2,697.532,15,20.1,2687.001,86.6,85.3,1998.324,11.7,14.9,1629.93,1647.483,1.3774,1.1282,-2.993168532995283,-0.017724211272596158
2010-07,2010,7,2010.5,3.6,3.5,16772.92,0,-6,6692.573,-19.3,-11.7,301.184,8.2,13.4,3108.175,20.4,17.1,1137.958,9.6,26.3,1290.411,16.8,18.8,1402.824,0.6,2.5,14053.552,-3,-1.2,3184.215,-11.8,-5.9,810.295,3.1,9.3,2594.68,26.4,20.3,1283.218,-15,-14.8,1201.648,2719.368,1.3471,1.0549,-2.1997967184550604,-6.497074986704499
2010-08,2010,8,2010.5833333333333,11.3,17,14485.846,5.6,10.8,5791.215,-8.5,-0.2,226.265,17.3,21.5,2785.832,26.3,22.5,899.291,10.1,25.8,1020.504,29.7,36.3,1115.316,24.5,28.1,13969.307,26.9,33.3,3228.879,3,8.9,839.187,19,25.1,2391.299,107.5,98.5,1763.3,10.1,10.8,1059.763,516.539,1.3428,1.0398,-0.31920421646499664,-1.4314153000284269
