"CubeId";"ausshawarm"
"PublishingDate";"2017-09-21 09:00"

"Date";"D0";"D1";"D2";"Value"
"2005-02";"A";"T";"R";"-1"
"2005-02";"A";"MAE";"WMF";"2561.738"
"2005-02";"A";"MAE";"N";"0.4"
"2005-02";"A";"MAE";"R";"-1.2"
"2005-02";"A";"C";"WMF";"4404.788"
"2005-02";"A";"C";"N";"2.2"
"2005-02";"A";"C";"R";"0.3"
"2005-02";"A";"M";"WMF";"928.784"
"2005-02";"A";"M";"N";"4.4"
"2005-02";"A";"M";"R";"-3.1"
"2005-02";"A";"U";"WMF";"853.79"
"2005-02";"A";"U";"N";"5.3"
"2005-02";"A";"U";"R";"-4"
"2005-02";"A";"P";"WMF";"839.264"
"2005-02";"A";"P";"N";"-0.8"
"2005-02";"A";"P";"R";"6.5"
"2005-02";"A";"TBS1";"WMF";"357.782"
"2005-02";"A";"TBS1";"N";"-5.9"
"2005-02";"A";"TBS1";"R";"-5.3"
"2005-02";"H";"T";"WMF";"140.816"
"2005-03";"E";"T";"WMF";"12973.915"
"2005-03";"E";"T";"N";"1.4"
"2005-03";"E";"T";"R";"-4.8"
"2005-03";"E";"MAE";"WMF";"2505.605"
"2005-03";"E";"MAE";"N";"-3.4"
"2005-03";"E";"MAE";"R";"-2.1"
"2005-03";"E";"PUB";"WMF";"1030.661"
"2005-03";"E";"PUB";"N";"4.4"
"2005-03";"E";"PUB";"R";"3.4"
"2005-03";"E";"C";"WMF";"2752.259"
"2005-03";"E";"C";"N";"0.7"
"2005-03";"E";"C";"R";"-16.7"
"2005-03";"E";"TBS0";"WMF";"804.314"
"2005-03";"E";"TBS0";"N";"-7.6"
"2005-03";"E";"TBS0";"R";"-3.5"
"2005-03";"E";"F";"WMF";"1326.993"
"2005-03";"E";"F";"N";"-0.3"
"2005-03";"E";"F";"R";"-2.9"
"2005-03";"A";"T";"WMF";"13036.742"
"2005-03";"A";"T";"N";"-2.4"
"2005-03";"A";"T";"R";"-1.9"
"2005-03";"A";"MAE";"WMF";"2897.129"
"2005-03";"A";"MAE";"N";"-5.1"
"2005-03";"A";"MAE";"R";"-4.6"
"2005-03";"A";"C";"WMF";"4691.859"
"2005-03";"A";"C";"N";"2.7"
"2005-03";"A";"C";"R";"7.8"
"2005-03";"A";"M";"WMF";"1006.756"
"2005-03";"A";"M";"N";"-3.3"
"2005-03";"A";"M";"R";"-9.9"
"2005-03";"A";"U";"WMF";"850.021"
"2005-03";"A";"U";"N";"-5.9"
"2005-03";"A";"U";"R";"-12.7"
"2005-03";"A";"P";"WMF";"975.974"
"2005-03";"A";"P";"N";"-2.2"
"2005-03";"A";"P";"R";"0.1"
"2005-03";"A";"TBS1";"WMF";"372.71"
"2005-03";"A";"TBS1";"N";"-5.9"
"2005-03";"A";"TBS1";"R";"-3.8"
"2005-03";"H";"T";"WMF";"62.827"
"2005-04";"E";"T";"WMF";"12897.036"
"2005-04";"E";"T";"N";"11.2"
"2005-04";"E";"T";"R";"5.8"
"2005-04";"E";"MAE";"WMF";"2491.552"
"2005-04";"E";"MAE";"N";"8"
"2005-04";"E";"MAE";"R";"7.7"
"2005-04";"E";"PUB";"WMF";"818.75"
"2005-04";"E";"PUB";"N";"1.6"
"2005-04";"E";"PUB";"R";"0.1"
"2005-04";"E";"C";"WMF";"3279.007"
"2005-04";"E";"C";"N";"20.5"
"2005-04";"E";"C";"R";"8.1"
"2005-04";"E";"TBS0";"WMF";"632.364"
"2005-04";"E";"TBS0";"N";"0.9"
"2005-04";"E";"TBS0";"R";"2.2"
"2005-04";"E";"F";"WMF";"1242.368"
"2005-04";"E";"F";"N";"6.2"
"2005-04";"E";"F";"R";"7.4"
"2005-04";"A";"T";"WMF";"13273.982"
"2005-04";"A";"T";"N";"10.8"
"2005-04";"A";"T";"R";"10.4"
"2005-04";"A";"MAE";"WMF";"3047.811"
"2005-04";"A";"MAE";"N";"9.2"
"2005-04";"A";"MAE";"R";"9.4"
"2005-04";"A";"C";"WMF";"4466.672"
"2005-04";"A";"C";"N";"8.1"
"2005-04";"A";"C";"R";"9.1"
"2005-04";"A";"M";"WMF";"1029.701"
"2005-04";"A";"M";"N";"9.9"
"2005-04";"A";"M";"R";"2.5"
"2005-04";"A";"U";"WMF";"1015.959"
"2005-04";"A";"U";"N";"23.5"
"2005-04";"A";"U";"R";"19"
"2005-04";"A";"P";"WMF";"980.126"
"2005-04";"A";"P";"N";"16.7"
"2005-04";"A";"P";"R";"17.6"
"2005-04";"A";"TBS1";"WMF";"302.301"
"2005-04";"A";"TBS1";"N";"0.6"
"2005-04";"A";"TBS1";"R";"-0.2"
"2005-04";"H";"T";"WMF";"376.946"
"2005-05";"E";"T";"WMF";"11605.18"
"2005-05";"E";"T";"N";"13"
"2005-05";"E";"T";"R";"7.5"
"2005-05";"E";"MAE";"WMF";"2358.999"
"2005-05";"E";"MAE";"N";"10.4"
"2005-05";"E";"MAE";"R";"10.6"
"2005-05";"E";"PUB";"WMF";"823.976"
"2005-05";"E";"PUB";"N";"6.5"
"2005-05";"E";"PUB";"R";"0.4"
"2005-05";"E";"C";"WMF";"2580.319"
"2005-05";"E";"C";"N";"29.8"
"2005-05";"E";"C";"R";"17.1"
"2005-05";"E";"TBS0";"WMF";"574.588"
"2005-05";"E";"TBS0";"N";"4.2"
"2005-05";"E";"TBS0";"R";"5.6"
"2005-05";"E";"F";"WMF";"1126.776"
"2005-05";"E";"F";"N";"-5.7"
"2005-05";"E";"F";"R";"-6.1"
"2005-05";"A";"T";"WMF";"12759.225"
"2005-05";"A";"T";"N";"10.9"
"2005-05";"A";"T";"R";"10"
"2005-05";"A";"MAE";"WMF";"2735.511"
"2005-05";"A";"MAE";"N";"4.9"
"2005-05";"A";"MAE";"R";"5.2"
"2005-05";"A";"C";"WMF";"4657.794"
"2005-05";"A";"C";"N";"14.1"
"2005-05";"A";"C";"R";"18.8"
"2005-05";"A";"M";"WMF";"947.12"
"2005-05";"A";"M";"N";"7.4"
"2005-05";"A";"M";"R";"-0.7"
"2005-05";"A";"U";"WMF";"1038.027"
"2005-05";"A";"U";"N";"29.4"
"2005-05";"A";"U";"R";"13.3"
"2005-05";"A";"P";"WMF";"924.041"
"2005-05";"A";"P";"N";"18.7"
"2005-05";"A";"P";"R";"11.5"
"2005-05";"A";"TBS1";"WMF";"320.909"
"2005-05";"A";"TBS1";"N";"3.3"
"2005-05";"A";"TBS1";"R";"1.1"
"2005-05";"H";"T";"WMF";"1154.045"
"2005-06";"E";"T";"WMF";"12633.399"
"2005-06";"E";"T";"N";"4.7"
"2005-06";"E";"T";"R";"0.5"
"2005-06";"E";"MAE";"WMF";"2623.309"
"2005-06";"E";"MAE";"N";"10.7"
"2005-06";"E";"MAE";"R";"6"
"2005-06";"E";"PUB";"WMF";"933.186"
"2005-06";"E";"PUB";"N";"4.3"
"2005-06";"E";"PUB";"R";"1.3"
"2005-06";"E";"C";"WMF";"2578.086"
"2005-06";"E";"C";"N";"0.9"
"2005-06";"E";"C";"R";"1.2"
"2005-06";"E";"TBS0";"WMF";"667.611"
"2005-06";"E";"TBS0";"N";"-2.4"
"2005-06";"E";"TBS0";"R";"-3.9"
"2005-06";"E";"F";"WMF";"1449.618"
"2005-06";"E";"F";"N";"-4.8"
"2005-06";"E";"F";"R";"-9.7"
"2005-06";"A";"T";"WMF";"14169.957"
"2005-06";"A";"T";"N";"9.5"
"2005-06";"A";"T";"R";"5.4"
"2005-06";"A";"MAE";"WMF";"3203.381"
"2005-06";"A";"MAE";"N";"7"
"2005-06";"A";"MAE";"R";"5.8"
"2005-06";"A";"C";"WMF";"5009.122"
"2005-06";"A";"C";"N";"15.4"
"2005-06";"A";"C";"R";"9.9"
"2005-06";"A";"M";"WMF";"1077.647"
"2005-06";"A";"M";"N";"7.9"
"2005-06";"A";"M";"R";"0.3"
"2005-06";"A";"U";"WMF";"1050.64"
"2005-06";"A";"U";"N";"1.4"
"2005-06";"A";"U";"R";"-3.6"
"2005-06";"A";"P";"WMF";"1083.327"
"2005-06";"A";"P";"N";"20.1"
"2005-06";"A";"P";"R";"3.8"
"2005-06";"A";"TBS1";"WMF";"379.094"
"2005-06";"A";"TBS1";"N";"-5"
"2005-06";"A";"TBS1";"R";"-8.2"
"2005-06";"H";"T";"WMF";"1536.558"
"2005-07";"E";"T";"WMF";"12207.161"
"2005-07";"E";"T";"N";"5.6"
"2005-07";"E";"T";"R";"-1.2"
"2005-07";"E";"MAE";"WMF";"2416.495"
"2005-07";"E";"MAE";"N";"5.3"
"2005-07";"E";"MAE";"R";"0.9"
"2005-07";"E";"PUB";"WMF";"878.523"
"2005-07";"E";"PUB";"N";"7.1"
"2005-07";"E";"PUB";"R";"4.7"
"2005-07";"E";"C";"WMF";"2718.79"
"2005-07";"E";"C";"N";"7"
"2005-07";"E";"C";"R";"-2.5"
"2005-07";"E";"TBS0";"WMF";"831.679"
"2005-07";"E";"TBS0";"N";"-2.6"
"2005-07";"E";"TBS0";"R";"-4.9"
"2005-07";"E";"F";"WMF";"1175.22"
"2005-07";"E";"F";"N";"-4.9"
"2005-07";"E";"F";"R";"-7.9"
"2005-07";"A";"T";"WMF";"12829.934"
"2005-07";"A";"T";"N";"3.2"
"2005-07";"A";"T";"R";"1.4"
"2005-07";"A";"MAE";"WMF";"2909.003"
"2005-07";"A";"MAE";"N";"-0.8"
"2005-07";"A";"MAE";"R";"-1.1"
"2005-07";"A";"C";"WMF";"4374.383"
"2005-07";"A";"C";"N";"6.5"
"2005-07";"A";"C";"R";"9.8"
"2005-07";"A";"M";"WMF";"982.898"
"2005-07";"A";"M";"N";"3.9"
"2005-07";"A";"M";"R";"-3.1"
"2005-07";"A";"U";"WMF";"995.904"
"2005-07";"A";"U";"N";"3.4"
"2005-07";"A";"U";"R";"-2"
"2005-07";"A";"P";"WMF";"986.317"
"2005-07";"A";"P";"N";"19.1"
"2005-07";"A";"P";"R";"1.6"
"2005-07";"A";"TBS1";"WMF";"407.439"
"2005-07";"A";"TBS1";"N";"-0.1"
"2005-07";"A";"TBS1";"R";"-6.4"
"2005-07";"H";"T";"WMF";"622.773"
"2005-08";"E";"T";"WMF";"11677.216"
"2005-08";"E";"T";"N";"13.1"
"2005-08";"E";"T";"R";"8.4"
"2005-08";"E";"MAE";"WMF";"2211.965"
"2005-08";"E";"MAE";"N";"9.6"
"2005-08";"E";"MAE";"R";"7.9"
"2005-08";"E";"PUB";"WMF";"765.754"
"2005-08";"E";"PUB";"N";"12.5"
"2005-08";"E";"PUB";"R";"22.7"
"2005-08";"E";"C";"WMF";"2839.672"
"2005-08";"E";"C";"N";"15.9"
"2005-08";"E";"C";"R";"11.4"
"2005-08";"E";"TBS0";"WMF";"853.555"
"2005-08";"E";"TBS0";"N";"9.3"
"2005-08";"E";"TBS0";"R";"8.8"
"2005-08";"E";"F";"WMF";"892.93"
"2005-08";"E";"F";"N";"1.8"
"2005-08";"E";"F";"R";"-2.5"
"2005-08";"A";"T";"WMF";"11552.727"
"2005-08";"A";"T";"N";"9.9"
"2005-08";"A";"T";"R";"10.6"
"2005-08";"A";"MAE";"WMF";"2633.863"
"2005-08";"A";"MAE";"N";"5.2"
"2005-08";"A";"MAE";"R";"6.4"
"2005-08";"A";"C";"WMF";"4181.309"
"2005-08";"A";"C";"N";"15.4"
"2005-08";"A";"C";"R";"23"
"2005-08";"A";"M";"WMF";"776.567"
"2005-08";"A";"M";"N";"1.7"
"2005-08";"A";"M";"R";"-4.5"
"2005-08";"A";"U";"WMF";"872.951"
"2005-08";"A";"U";"N";"15.3"
"2005-08";"A";"U";"R";"12.6"
"2005-08";"A";"P";"WMF";"840.501"
"2005-08";"A";"P";"N";"19"
"2005-08";"A";"P";"R";"6.7"
"2005-08";"A";"TBS1";"WMF";"301.718"
"2005-08";"A";"TBS1";"N";"6.5"
"2005-08";"A";"TBS1";"R";"4.9"
"2005-08";"H";"T";"WMF";"-124.489"
"2005-09";"E";"T";"WMF";"13063.997"
"2005-09";"E";"T";"N";"7.8"
"2005-09";"E";"T";"R";"3.1"
"2005-09";"E";"MAE";"WMF";"2755.4"
"2005-09";"E";"MAE";"N";"16.3"
"2005-09";"E";"MAE";"R";"15.2"
"2005-09";"E";"PUB";"WMF";"1007.846"
"2005-09";"E";"PUB";"N";"14.5"
"2005-09";"E";"PUB";"R";"10.9"
"2005-09";"E";"C";"WMF";"2482.378"
"2005-09";"E";"C";"N";"1.9"
"2005-09";"E";"C";"R";"1.1"
"2005-09";"E";"TBS0";"WMF";"883.522"
"2005-09";"E";"TBS0";"N";"5.1"
"2005-09";"E";"TBS0";"R";"5.3"
"2005-09";"E";"F";"WMF";"1155.891"
"2005-09";"E";"F";"N";"-20.1"
"2005-09";"E";"F";"R";"-21.5"
"2005-09";"A";"T";"WMF";"14244.081"
"2005-09";"A";"T";"N";"10.6"
"2005-09";"A";"T";"R";"7.2"
"2005-09";"A";"MAE";"WMF";"3251.691"
"2005-09";"A";"MAE";"N";"10.7"
"2005-09";"A";"MAE";"R";"7"
"2005-09";"A";"C";"WMF";"4870.324"
"2005-09";"A";"C";"N";"12.4"
"2005-09";"A";"C";"R";"12.9"
"2005-09";"A";"M";"WMF";"1046.893"
"2005-09";"A";"M";"N";"4.6"
"2005-09";"A";"M";"R";"-1.1"
"2005-09";"A";"U";"WMF";"1047.047"
"2005-09";"A";"U";"N";"9.7"
"2005-09";"A";"U";"R";"3.3"
"2005-09";"A";"P";"WMF";"1035.841"
"2005-09";"A";"P";"N";"20.2"
"2005-09";"A";"P";"R";"9.5"
"2005-09";"A";"TBS1";"WMF";"380.331"
"2005-09";"A";"TBS1";"N";"-1.5"
"2005-09";"A";"TBS1";"R";"-3.8"
"2005-09";"H";"T";"WMF";"1180.084"
"2005-10";"E";"T";"WMF";"12931.81"
"2005-10";"E";"T";"N";"8.9"
"2005-10";"E";"T";"R";"5.4"
"2005-10";"E";"MAE";"WMF";"2776.124"
"2005-10";"E";"MAE";"N";"14.9"
"2005-10";"E";"MAE";"R";"11.8"
"2005-10";"E";"PUB";"WMF";"901.992"
"2005-10";"E";"PUB";"N";"-3.9"
"2005-10";"E";"PUB";"R";"-6"
"2005-10";"E";"C";"WMF";"2742.937"
"2005-10";"E";"C";"N";"8.4"
"2005-10";"E";"C";"R";"7"
"2005-10";"E";"TBS0";"WMF";"688.287"
"2005-10";"E";"TBS0";"N";"5.2"
"2005-10";"E";"TBS0";"R";"5.5"
"2005-10";"E";"F";"WMF";"1105.007"
"2005-10";"E";"F";"N";"-12.3"
"2005-10";"E";"F";"R";"-5.7"
"2005-10";"A";"T";"WMF";"13879.368"
"2005-10";"A";"T";"N";"7.5"
"2005-10";"A";"T";"R";"3"
"2005-10";"A";"MAE";"WMF";"3074.48"
"2005-10";"A";"MAE";"N";"4.1"
"2005-10";"A";"MAE";"R";"4.4"
"2005-10";"A";"C";"WMF";"4777.218"
"2005-10";"A";"C";"N";"11.9"
"2005-10";"A";"C";"R";"3.6"
"2005-10";"A";"M";"WMF";"1016.968"
"2005-10";"A";"M";"N";"1.4"
"2005-10";"A";"M";"R";"-2.6"
"2005-10";"A";"U";"WMF";"1302.707"
"2005-10";"A";"U";"N";"8.4"
"2005-10";"A";"U";"R";"7.3"
"2005-10";"A";"P";"WMF";"1027.098"
"2005-10";"A";"P";"N";"15.2"
"2005-10";"A";"P";"R";"7.6"
"2005-10";"A";"TBS1";"WMF";"324.32"
"2005-10";"A";"TBS1";"N";"-3.2"
"2005-10";"A";"TBS1";"R";"-6.4"
"2005-10";"H";"T";"WMF";"947.558"
"2005-11";"E";"T";"WMF";"14050.033"
"2005-11";"E";"T";"N";"16.1"
"2005-11";"E";"T";"R";"9.4"
"2005-11";"E";"MAE";"WMF";"2779.928"
"2005-11";"E";"MAE";"N";"13.7"
"2005-11";"E";"MAE";"R";"10.1"
"2005-11";"E";"PUB";"WMF";"1027.34"
"2005-11";"E";"PUB";"N";"21.9"
"2005-11";"E";"PUB";"R";"8.3"
"2005-11";"E";"C";"WMF";"3361.985"
"2005-11";"E";"C";"N";"25"
"2005-11";"E";"C";"R";"15.8"
"2005-11";"E";"TBS0";"WMF";"684.976"
"2005-11";"E";"TBS0";"N";"9.4"
"2005-11";"E";"TBS0";"R";"8.4"
"2005-11";"E";"F";"WMF";"1398.265"
"2005-11";"E";"F";"N";"14.7"
"2005-11";"E";"F";"R";"18.5"
"2005-11";"A";"T";"WMF";"14610.648"
"2005-11";"A";"T";"N";"9.8"
"2005-11";"A";"T";"R";"8.5"
"2005-11";"A";"MAE";"WMF";"3265.922"
"2005-11";"A";"MAE";"N";"2.7"
"2005-11";"A";"MAE";"R";"2.5"
"2005-11";"A";"C";"WMF";"4830.375"
"2005-11";"A";"C";"N";"10.9"
"2005-11";"A";"C";"R";"14.1"
"2005-11";"A";"M";"WMF";"1051.3"
"2005-11";"A";"M";"N";"5.4"
"2005-11";"A";"M";"R";"-0.7"
"2005-11";"A";"U";"WMF";"1348.734"
"2005-11";"A";"U";"N";"6.7"
"2005-11";"A";"U";"R";"0.4"
"2005-11";"A";"P";"WMF";"1036.207"
"2005-11";"A";"P";"N";"13.6"
"2005-11";"A";"P";"R";"8.5"
"2005-11";"A";"TBS1";"WMF";"364.753"
"2005-11";"A";"TBS1";"N";"4.9"
"2005-11";"A";"TBS1";"R";"0.7"
"2005-11";"H";"T";"WMF";"560.615"
"2005-12";"E";"T";"WMF";"12552.34"
"2005-12";"E";"T";"N";"10.7"
"2005-12";"E";"T";"R";"5.4"
"2005-12";"E";"MAE";"WMF";"2684.375"
"2005-12";"E";"MAE";"N";"9.6"
"2005-12";"E";"MAE";"R";"4.6"
"2005-12";"E";"PUB";"WMF";"969.378"
"2005-12";"E";"PUB";"N";"17.3"
"2005-12";"E";"PUB";"R";"15.7"
"2005-12";"E";"C";"WMF";"2451.938"
"2005-12";"E";"C";"N";"-1.4"
"2005-12";"E";"C";"R";"-7.4"
"2005-12";"E";"TBS0";"WMF";"642.161"
"2005-12";"E";"TBS0";"N";"9.2"
"2005-12";"E";"TBS0";"R";"7.2"
"2005-12";"E";"F";"WMF";"1357.464"
"2005-12";"E";"F";"N";"20.1"
"2005-12";"E";"F";"R";"27"
"2005-12";"A";"T";"WMF";"12913.597"
"2005-12";"A";"T";"N";"13.3"
"2005-12";"A";"T";"R";"7.5"
"2005-12";"A";"MAE";"WMF";"3216.529"
"2005-12";"A";"MAE";"N";"3.6"
"2005-12";"A";"MAE";"R";"3.2"
"2005-12";"A";"C";"WMF";"4021.645"
"2005-12";"A";"C";"N";"25.8"
"2005-12";"A";"C";"R";"14.4"
"2005-12";"A";"M";"WMF";"878.763"
"2005-12";"A";"M";"N";"6.7"
"2005-12";"A";"M";"R";"1.4"
"2005-12";"A";"U";"WMF";"1219.487"
"2005-12";"A";"U";"N";"24.1"
"2005-12";"A";"U";"R";"15.5"
"2005-12";"A";"P";"WMF";"979.327"
"2005-12";"A";"P";"N";"14.3"
"2005-12";"A";"P";"R";"14.3"
"2005-12";"A";"TBS1";"WMF";"321.409"
"2005-12";"A";"TBS1";"N";"-0.3"
"2005-12";"A";"TBS1";"R";"-4.6"
"2005-12";"H";"T";"WMF";"361.257"
"2006-01";"E";"T";"WMF";"12619.924"
"2006-01";"E";"T";"N";"19.1"
"2006-01";"E";"T";"R";"14.2"
"2006-01";"E";"MAE";"WMF";"2449.72"
"2006-01";"E";"MAE";"N";"14"
"2006-01";"E";"MAE";"R";"9.8"
"2006-01";"E";"PUB";"WMF";"873.27"
"2006-01";"E";"PUB";"N";"16.4"
"2006-01";"E";"PUB";"R";"11"
"2006-01";"E";"C";"WMF";"2723.652"
"2006-01";"E";"C";"N";"24.8"
"2006-01";"E";"C";"R";"27"
"2006-01";"E";"TBS0";"WMF";"816.095"
"2006-01";"E";"TBS0";"N";"7.7"
"2006-01";"E";"TBS0";"R";"5.9"
"2006-01";"E";"F";"WMF";"1072.022"
"2006-01";"E";"F";"N";"10.1"
"2006-01";"E";"F";"R";"15.6"
"2006-01";"A";"T";"WMF";"13488.536"
"2006-01";"A";"T";"N";"15.7"
"2006-01";"A";"T";"R";"10.1"
"2006-01";"A";"MAE";"WMF";"2614.613"
"2006-01";"A";"MAE";"N";"10.1"
"2006-01";"A";"MAE";"R";"10.1"
"2006-01";"A";"C";"WMF";"5484.586"
"2006-01";"A";"C";"N";"20.5"
"2006-01";"A";"C";"R";"12.2"
"2006-01";"A";"M";"WMF";"1011.286"
"2006-01";"A";"M";"N";"9.9"
"2006-01";"A";"M";"R";"6.9"
"2006-01";"A";"U";"WMF";"857.908"
"2006-01";"A";"U";"N";"7.9"
"2006-01";"A";"U";"R";"-5"
"2006-01";"A";"P";"WMF";"976.885"
"2006-01";"A";"P";"N";"23.3"
"2006-01";"A";"P";"R";"27"
"2006-01";"A";"TBS1";"WMF";"380.083"
"2006-01";"A";"TBS1";"N";"3.4"
"2006-01";"A";"TBS1";"R";"-0.2"
"2006-01";"H";"T";"WMF";"868.612"
"2006-02";"E";"T";"WMF";"12934.875"
"2006-02";"E";"T";"N";"8.6"
"2006-02";"E";"T";"R";"2.7"
"2006-02";"E";"MAE";"WMF";"2428.134"
"2006-02";"E";"MAE";"N";"9.4"
"2006-02";"E";"MAE";"R";"4.6"
"2006-02";"E";"PUB";"WMF";"988.598"
"2006-02";"E";"PUB";"N";"12.5"
"2006-02";"E";"PUB";"R";"-0.9"
"2006-02";"E";"C";"WMF";"2605.285"
"2006-02";"E";"C";"N";"-7.8"
"2006-02";"E";"C";"R";"-7"
"2006-02";"E";"TBS0";"WMF";"875.085"
"2006-02";"E";"TBS0";"N";"6"
"2006-02";"E";"TBS0";"R";"3"
"2006-02";"E";"F";"WMF";"1223.936"
"2006-02";"E";"F";"N";"8.4"
"2006-02";"E";"F";"R";"11.8"
"2006-02";"A";"T";"WMF";"13684.581"
"2006-02";"A";"T";"N";"13.6"
"2006-02";"A";"T";"R";"6.8"
"2006-02";"A";"MAE";"WMF";"2825.394"
"2006-02";"A";"MAE";"N";"10.3"
"2006-02";"A";"MAE";"R";"12.4"
"2006-02";"A";"C";"WMF";"4880.564"
"2006-02";"A";"C";"N";"10.8"
"2006-02";"A";"C";"R";"-5.8"
"2006-02";"A";"M";"WMF";"1025.243"
"2006-02";"A";"M";"N";"10.4"
"2006-02";"A";"M";"R";"6.2"
"2006-02";"A";"U";"WMF";"934.103"
"2006-02";"A";"U";"N";"9.4"
"2006-02";"A";"U";"R";"9.3"
"2006-02";"A";"P";"WMF";"1033.225"
"2006-02";"A";"P";"N";"23.1"
"2006-02";"A";"P";"R";"29"
"2006-02";"A";"TBS1";"WMF";"372.241"
"2006-02";"A";"TBS1";"N";"4"
"2006-02";"A";"TBS1";"R";"-0.7"
"2006-02";"H";"T";"WMF";"749.706"
"2006-03";"E";"T";"WMF";"15175.412"
"2006-03";"E";"T";"N";"17"
"2006-03";"E";"T";"R";"11"
"2006-03";"E";"MAE";"WMF";"2900.804"
"2006-03";"E";"MAE";"N";"15.8"
"2006-03";"E";"MAE";"R";"11.7"
"2006-03";"E";"PUB";"WMF";"1234.213"
"2006-03";"E";"PUB";"N";"19.7"
"2006-03";"E";"PUB";"R";"7.6"
"2006-03";"E";"C";"WMF";"3164.751"
"2006-03";"E";"C";"N";"15"
"2006-03";"E";"C";"R";"10.5"
"2006-03";"E";"TBS0";"WMF";"885.085"
"2006-03";"E";"TBS0";"N";"10"
"2006-03";"E";"TBS0";"R";"7.3"
"2006-03";"E";"F";"WMF";"1467.911"
"2006-03";"E";"F";"N";"10.6"
"2006-03";"E";"F";"R";"17.5"
"2006-03";"A";"T";"WMF";"15697.284"
"2006-03";"A";"T";"N";"20.4"
"2006-03";"A";"T";"R";"14.6"
"2006-03";"A";"MAE";"WMF";"3490.097"
"2006-03";"A";"MAE";"N";"20.5"
"2006-03";"A";"MAE";"R";"21.4"
"2006-03";"A";"C";"WMF";"5636.833"
"2006-03";"A";"C";"N";"20.1"
"2006-03";"A";"C";"R";"7.8"
"2006-03";"A";"M";"WMF";"1213.791"
"2006-03";"A";"M";"N";"20.6"
"2006-03";"A";"M";"R";"15"
"2006-03";"A";"U";"WMF";"1026.208"
"2006-03";"A";"U";"N";"20.7"
"2006-03";"A";"U";"R";"9.5"
"2006-03";"A";"P";"WMF";"1250.745"
"2006-03";"A";"P";"N";"28.2"
"2006-03";"A";"P";"R";"39.2"
"2006-03";"A";"TBS1";"WMF";"390.743"
"2006-03";"A";"TBS1";"N";"4.8"
"2006-03";"A";"TBS1";"R";"-1.8"
"2006-03";"H";"T";"WMF";"521.872"
"2006-04";"E";"T";"WMF";"12650.905"
"2006-04";"E";"T";"N";"-1.9"
"2006-04";"E";"T";"R";"-7.6"
"2006-04";"E";"MAE";"WMF";"2355.613"
"2006-04";"E";"MAE";"N";"-5.5"
"2006-04";"E";"MAE";"R";"-9.3"
"2006-04";"E";"PUB";"WMF";"870.491"
"2006-04";"E";"PUB";"N";"6.3"
"2006-04";"E";"PUB";"R";"-5.3"
"2006-04";"E";"C";"WMF";"2977.561"
"2006-04";"E";"C";"N";"-9.2"
"2006-04";"E";"C";"R";"-12.8"
"2006-04";"E";"TBS0";"WMF";"604.829"
"2006-04";"E";"TBS0";"N";"-4.4"
"2006-04";"E";"TBS0";"R";"-6.4"
"2006-04";"E";"F";"WMF";"1178.274"
"2006-04";"E";"F";"N";"-5.2"
"2006-04";"E";"F";"R";"-6"
"2006-04";"A";"T";"WMF";"13391.988"
"2006-04";"A";"T";"N";"0.9"
"2006-04";"A";"T";"R";"-1.4"
"2006-04";"A";"MAE";"WMF";"2911.203"
"2006-04";"A";"MAE";"N";"-4.5"
"2006-04";"A";"MAE";"R";"-3.4"
"2006-04";"A";"C";"WMF";"4822.766"
"2006-04";"A";"C";"N";"8"
"2006-04";"A";"C";"R";"5.5"
"2006-04";"A";"M";"WMF";"982.475"
"2006-04";"A";"M";"N";"-4.6"
"2006-04";"A";"M";"R";"-9.4"
"2006-04";"A";"U";"WMF";"1030.699"
"2006-04";"A";"U";"N";"1.5"
"2006-04";"A";"U";"R";"-8.4"
"2006-04";"A";"P";"WMF";"998.661"
"2006-04";"A";"P";"N";"1.9"
"2006-04";"A";"P";"R";"10.4"
"2006-04";"A";"TBS1";"WMF";"288.495"
"2006-04";"A";"TBS1";"N";"-4.6"
"2006-04";"A";"TBS1";"R";"-11.2"
"2006-04";"H";"T";"WMF";"741.083"
"2006-05";"E";"T";"WMF";"14052.333"
"2006-05";"E";"T";"N";"21.1"
"2006-05";"E";"T";"R";"14.8"
"2006-05";"E";"MAE";"WMF";"2684.751"
"2006-05";"E";"MAE";"N";"13.8"
"2006-05";"E";"MAE";"R";"11.2"
"2006-05";"E";"PUB";"WMF";"997.012"
"2006-05";"E";"PUB";"N";"21"
"2006-05";"E";"PUB";"R";"15.1"
"2006-05";"E";"C";"WMF";"2919.096"
"2006-05";"E";"C";"N";"13.1"
"2006-05";"E";"C";"R";"7.5"
"2006-05";"E";"TBS0";"WMF";"682.295"
"2006-05";"E";"TBS0";"N";"18.7"
"2006-05";"E";"TBS0";"R";"16"
"2006-05";"E";"F";"WMF";"1533.381"
"2006-05";"E";"F";"N";"36.1"
"2006-05";"E";"F";"R";"37"
"2006-05";"A";"T";"WMF";"15136.393"
"2006-05";"A";"T";"N";"18.6"
"2006-05";"A";"T";"R";"16.6"
"2006-05";"A";"MAE";"WMF";"3244.593"
"2006-05";"A";"MAE";"N";"18.6"
"2006-05";"A";"MAE";"R";"24.7"
"2006-05";"A";"C";"WMF";"5406.392"
"2006-05";"A";"C";"N";"16.1"
"2006-05";"A";"C";"R";"8.2"
"2006-05";"A";"M";"WMF";"1149.031"
"2006-05";"A";"M";"N";"21.3"
"2006-05";"A";"M";"R";"14.6"
