"SUBJECT","Subject","LOCATION","Country","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"SLRTTO01","Total retail trade (Volume) sa, Index","FRA","France","A","Annual","2015","2015","IDX","Index","0","Units","2010_100","2010=100",114.1512,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FRA","France","A","Annual","2016","2016","IDX","Index","0","Units","2010_100","2010=100",118.2932,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FRA","France","Q","Quarterly","2014-Q1","Q1-2014","IDX","Index","0","Units","2010_100","2010=100",108.5757,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FRA","France","Q","Quarterly","2014-Q2","Q2-2014","IDX","Index","0","Units","2010_100","2010=100",109.4425,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FRA","France","Q","Quarterly","2014-Q3","Q3-2014","IDX","Index","0","Units","2010_100","2010=100",109.8758,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FRA","France","Q","Quarterly","2014-Q4","Q4-2014","IDX","Index","0","Units","2010_100","2010=100",110.7426,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FRA","France","Q","Quarterly","2015-Q1","Q1-2015","IDX","Index","0","Units","2010_100","2010=100",112.1093,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FRA","France","Q","Quarterly","2015-Q2","Q2-2015","IDX","Index","0","Units","2010_100","2010=100",113.7761,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FRA","France","Q","Quarterly","2015-Q3","Q3-2015","IDX","Index","0","Units","2010_100","2010=100",115.5763,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FRA","France","Q","Quarterly","2015-Q4","Q4-2015","IDX","Index","0","Units","2010_100","2010=100",115.3429,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FRA","France","Q","Quarterly","2016-Q1","Q1-2016","IDX","Index","0","Units","2010_100","2010=100",116.6431,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FRA","France","Q","Quarterly","2016-Q2","Q2-2016","IDX","Index","0","Units","2010_100","2010=100",117.1764,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FRA","France","Q","Quarterly","2016-Q3","Q3-2016","IDX","Index","0","Units","2010_100","2010=100",117.7098,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FRA","France","Q","Quarterly","2016-Q4","Q4-2016","IDX","Index","0","Units","2010_100","2010=100",119.61,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FRA","France","Q","Quarterly","2017-Q1","Q1-2017","IDX","Index","0","Units","2010_100","2010=100",120.5767,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FRA","France","Q","Quarterly","2017-Q2","Q2-2017","IDX","Index","0","Units","2010_100","2010=100",121.0768,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FRA","France","M","Monthly","2014-01","Jan-2014","IDX","Index","0","Units","2010_100","2010=100",108.209,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FRA","France","M","Monthly","2014-02","Feb-2014","IDX","Index","0","Units","2010_100","2010=100",108.209,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FRA","France","M","Monthly","2014-03","Mar-2014","IDX","Index","0","Units","2010_100","2010=100",109.3091,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FRA","France","M","Monthly","2014-04","Apr-2014","IDX","Index","0","Units","2010_100","2010=100",108.9091,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FRA","France","M","Monthly","2014-05","May-2014","IDX","Index","0","Units","2010_100","2010=100",109.7091,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FRA","France","M","Monthly","2014-06","Jun-2014","IDX","Index","0","Units","2010_100","2010=100",109.7091,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FRA","France","M","Monthly","2014-07","Jul-2014","IDX","Index","0","Units","2010_100","2010=100",108.6091,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FRA","France","M","Monthly","2014-08","Aug-2014","IDX","Index","0","Units","2010_100","2010=100",110.4092,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FRA","France","M","Monthly","2014-09","Sep-2014","IDX","Index","0","Units","2010_100","2010=100",110.6092,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FRA","France","M","Monthly","2014-10","Oct-2014","IDX","Index","0","Units","2010_100","2010=100",110.1092,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FRA","France","M","Monthly","2014-11","Nov-2014","IDX","Index","0","Units","2010_100","2010=100",110.7092,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FRA","France","M","Monthly","2014-12","Dec-2014","IDX","Index","0","Units","2010_100","2010=100",111.4093,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FRA","France","M","Monthly","2015-01","Jan-2015","IDX","Index","0","Units","2010_100","2010=100",112.4094,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FRA","France","M","Monthly","2015-02","Feb-2015","IDX","Index","0","Units","2010_100","2010=100",112.2094,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FRA","France","M","Monthly","2015-03","Mar-2015","IDX","Index","0","Units","2010_100","2010=100",111.7093,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FRA","France","M","Monthly","2015-04","Apr-2015","IDX","Index","0","Units","2010_100","2010=100",113.2094,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FRA","France","M","Monthly","2015-05","May-2015","IDX","Index","0","Units","2010_100","2010=100",113.5095,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FRA","France","M","Monthly","2015-06","Jun-2015","IDX","Index","0","Units","2010_100","2010=100",114.6096,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FRA","France","M","Monthly","2015-07","Jul-2015","IDX","Index","0","Units","2010_100","2010=100",114.2095,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FRA","France","M","Monthly","2015-08","Aug-2015","IDX","Index","0","Units","2010_100","2010=100",116.5097,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FRA","France","M","Monthly","2015-09","Sep-2015","IDX","Index","0","Units","2010_100","2010=100",116.0097,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FRA","France","M","Monthly","2015-10","Oct-2015","IDX","Index","0","Units","2010_100","2010=100",115.2096,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FRA","France","M","Monthly","2015-11","Nov-2015","IDX","Index","0","Units","2010_100","2010=100",114.3095,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FRA","France","M","Monthly","2015-12","Dec-2015","IDX","Index","0","Units","2010_100","2010=100",116.5097,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FRA","France","M","Monthly","2016-01","Jan-2016","IDX","Index","0","Units","2010_100","2010=100",116.5097,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FRA","France","M","Monthly","2016-02","Feb-2016","IDX","Index","0","Units","2010_100","2010=100",116.5097,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FRA","France","M","Monthly","2016-03","Mar-2016","IDX","Index","0","Units","2010_100","2010=100",116.9097,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FRA","France","M","Monthly","2016-04","Apr-2016","IDX","Index","0","Units","2010_100","2010=100",116.7097,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FRA","France","M","Monthly","2016-05","May-2016","IDX","Index","0","Units","2010_100","2010=100",117.5098,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FRA","France","M","Monthly","2016-06","Jun-2016","IDX","Index","0","Units","2010_100","2010=100",117.3098,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FRA","France","M","Monthly","2016-07","Jul-2016","IDX","Index","0","Units","2010_100","2010=100",117.5098,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FRA","France","M","Monthly","2016-08","Aug-2016","IDX","Index","0","Units","2010_100","2010=100",117.9098,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FRA","France","M","Monthly","2016-09","Sep-2016","IDX","Index","0","Units","2010_100","2010=100",117.7098,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FRA","France","M","Monthly","2016-10","Oct-2016","IDX","Index","0","Units","2010_100","2010=100",119.51,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FRA","France","M","Monthly","2016-11","Nov-2016","IDX","Index","0","Units","2010_100","2010=100",119.91,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FRA","France","M","Monthly","2016-12","Dec-2016","IDX","Index","0","Units","2010_100","2010=100",119.41,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FRA","France","M","Monthly","2017-01","Jan-2017","IDX","Index","0","Units","2010_100","2010=100",119.61,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FRA","France","M","Monthly","2017-02","Feb-2017","IDX","Index","0","Units","2010_100","2010=100",120.8101,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FRA","France","M","Monthly","2017-03","Mar-2017","IDX","Index","0","Units","2010_100","2010=100",121.3101,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FRA","France","M","Monthly","2017-04","Apr-2017","IDX","Index","0","Units","2010_100","2010=100",120.6101,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FRA","France","M","Monthly","2017-05","May-2017","IDX","Index","0","Units","2010_100","2010=100",121.6101,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FRA","France","M","Monthly","2017-06","Jun-2017","IDX","Index","0","Units","2010_100","2010=100",121.0101,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FRA","France","M","Monthly","2017-07","Jul-2017","IDX","Index","0","Units","2010_100","2010=100",121.5101,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FRA","France","M","Monthly","2017-08","Aug-2017","IDX","Index","0","Units","2010_100","2010=100",120.8101,,
"SLRTCR03","Passenger car registrations sa, Index","FRA","France","A","Annual","2014","2014","IDX","Index","0","Units","2010_100","2010=100",79.89622,,
"SLRTCR03","Passenger car registrations sa, Index","FRA","France","A","Annual","2015","2015","IDX","Index","0","Units","2010_100","2010=100",85.34273,,
"SLRTCR03","Passenger car registrations sa, Index","FRA","France","A","Annual","2016","2016","IDX","Index","0","Units","2010_100","2010=100",89.78761,,
"SLRTCR03","Passenger car registrations sa, Index","FRA","France","Q","Quarterly","2014-Q1","Q1-2014","IDX","Index","0","Units","2010_100","2010=100",77.57012,,
"SLRTCR03","Passenger car registrations sa, Index","FRA","France","Q","Quarterly","2014-Q2","Q2-2014","IDX","Index","0","Units","2010_100","2010=100",81.65285,,
"SLRTCR03","Passenger car registrations sa, Index","FRA","France","Q","Quarterly","2014-Q3","Q3-2014","IDX","Index","0","Units","2010_100","2010=100",81.20837,,
"SLRTCR03","Passenger car registrations sa, Index","FRA","France","Q","Quarterly","2014-Q4","Q4-2014","IDX","Index","0","Units","2010_100","2010=100",79.47458,,
"SLRTCR03","Passenger car registrations sa, Index","FRA","France","Q","Quarterly","2015-Q1","Q1-2015","IDX","Index","0","Units","2010_100","2010=100",82.81656,,
"SLRTCR03","Passenger car registrations sa, Index","FRA","France","Q","Quarterly","2015-Q2","Q2-2015","IDX","Index","0","Units","2010_100","2010=100",85.11247,,
"SLRTCR03","Passenger car registrations sa, Index","FRA","France","Q","Quarterly","2015-Q3","Q3-2015","IDX","Index","0","Units","2010_100","2010=100",85.9895,,
"SLRTCR03","Passenger car registrations sa, Index","FRA","France","Q","Quarterly","2015-Q4","Q4-2015","IDX","Index","0","Units","2010_100","2010=100",86.06335,,
"SLRTCR03","Passenger car registrations sa, Index","FRA","France","Q","Quarterly","2016-Q1","Q1-2016","IDX","Index","0","Units","2010_100","2010=100",90.48071,,
"SLRTCR03","Passenger car registrations sa, Index","FRA","France","Q","Quarterly","2016-Q2","Q2-2016","IDX","Index","0","Units","2010_100","2010=100",89.34054,,
"SLRTCR03","Passenger car registrations sa, Index","FRA","France","Q","Quarterly","2016-Q3","Q3-2016","IDX","Index","0","Units","2010_100","2010=100",87.16335,,
"SLRTCR03","Passenger car registrations sa, Index","FRA","France","Q","Quarterly","2016-Q4","Q4-2016","IDX","Index","0","Units","2010_100","2010=100",90.35258,,
"SLRTCR03","Passenger car registrations sa, Index","FRA","France","Q","Quarterly","2017-Q1","Q1-2017","IDX","Index","0","Units","2010_100","2010=100",91.26418,,
"SLRTCR03","Passenger car registrations sa, Index","FRA","France","Q","Quarterly","2017-Q2","Q2-2017","IDX","Index","0","Units","2010_100","2010=100",94.31803,,
"SLRTCR03","Passenger car registrations sa, Index","FRA","France","Q","Quarterly","2017-Q3","Q3-2017","IDX","Index","0","Units","2010_100","2010=100",94.90151,,
"SLRTCR03","Passenger car registrations sa, Index","FRA","France","M","Monthly","2014-01","Jan-2014","IDX","Index","0","Units","2010_100","2010=100",73.95124,,
"SLRTCR03","Passenger car registrations sa, Index","FRA","France","M","Monthly","2014-02","Feb-2014","IDX","Index","0","Units","2010_100","2010=100",78.04936,,
"SLRTCR03","Passenger car registrations sa, Index","FRA","France","M","Monthly","2014-03","Mar-2014","IDX","Index","0","Units","2010_100","2010=100",80.70977,,
"SLRTCR03","Passenger car registrations sa, Index","FRA","France","M","Monthly","2014-04","Apr-2014","IDX","Index","0","Units","2010_100","2010=100",82.56825,,
"SLRTCR03","Passenger car registrations sa, Index","FRA","France","M","Monthly","2014-05","May-2014","IDX","Index","0","Units","2010_100","2010=100",81.39713,,
"SLRTCR03","Passenger car registrations sa, Index","FRA","France","M","Monthly","2014-06","Jun-2014","IDX","Index","0","Units","2010_100","2010=100",80.99319,,
"SLRTCR03","Passenger car registrations sa, Index","FRA","France","M","Monthly","2014-07","Jul-2014","IDX","Index","0","Units","2010_100","2010=100",81.28746,,
"SLRTCR03","Passenger car registrations sa, Index","FRA","France","M","Monthly","2014-08","Aug-2014","IDX","Index","0","Units","2010_100","2010=100",80.53928,,
"SLRTCR03","Passenger car registrations sa, Index","FRA","France","M","Monthly","2014-09","Sep-2014","IDX","Index","0","Units","2010_100","2010=100",81.79836,,
"SLRTCR03","Passenger car registrations sa, Index","FRA","France","M","Monthly","2014-10","Oct-2014","IDX","Index","0","Units","2010_100","2010=100",80.83953,,
"SLRTCR03","Passenger car registrations sa, Index","FRA","France","M","Monthly","2014-11","Nov-2014","IDX","Index","0","Units","2010_100","2010=100",78.85454,,
"SLRTCR03","Passenger car registrations sa, Index","FRA","France","M","Monthly","2014-12","Dec-2014","IDX","Index","0","Units","2010_100","2010=100",78.72966,,
"SLRTCR03","Passenger car registrations sa, Index","FRA","France","M","Monthly","2015-01","Jan-2015","IDX","Index","0","Units","2010_100","2010=100",82.41189,,
"SLRTCR03","Passenger car registrations sa, Index","FRA","France","M","Monthly","2015-02","Feb-2015","IDX","Index","0","Units","2010_100","2010=100",81.56219,,
"SLRTCR03","Passenger car registrations sa, Index","FRA","France","M","Monthly","2015-03","Mar-2015","IDX","Index","0","Units","2010_100","2010=100",84.47561,,
"SLRTCR03","Passenger car registrations sa, Index","FRA","France","M","Monthly","2015-04","Apr-2015","IDX","Index","0","Units","2010_100","2010=100",84.25951,,
"SLRTCR03","Passenger car registrations sa, Index","FRA","France","M","Monthly","2015-05","May-2015","IDX","Index","0","Units","2010_100","2010=100",81.88524,,
"SLRTCR03","Passenger car registrations sa, Index","FRA","France","M","Monthly","2015-06","Jun-2015","IDX","Index","0","Units","2010_100","2010=100",89.19267,,
"SLRTCR03","Passenger car registrations sa, Index","FRA","France","M","Monthly","2015-07","Jul-2015","IDX","Index","0","Units","2010_100","2010=100",84.23074,,
"SLRTCR03","Passenger car registrations sa, Index","FRA","France","M","Monthly","2015-08","Aug-2015","IDX","Index","0","Units","2010_100","2010=100",85.20912,,
"SLRTCR03","Passenger car registrations sa, Index","FRA","France","M","Monthly","2015-09","Sep-2015","IDX","Index","0","Units","2010_100","2010=100",88.52866,,
"SLRTCR03","Passenger car registrations sa, Index","FRA","France","M","Monthly","2015-10","Oct-2015","IDX","Index","0","Units","2010_100","2010=100",85.30685,,
"SLRTCR03","Passenger car registrations sa, Index","FRA","France","M","Monthly","2015-11","Nov-2015","IDX","Index","0","Units","2010_100","2010=100",84.28503,,
"SLRTCR03","Passenger car registrations sa, Index","FRA","France","M","Monthly","2015-12","Dec-2015","IDX","Index","0","Units","2010_100","2010=100",88.59815,,
"SLRTCR03","Passenger car registrations sa, Index","FRA","France","M","Monthly","2016-01","Jan-2016","IDX","Index","0","Units","2010_100","2010=100",89.62214,,
"SLRTCR03","Passenger car registrations sa, Index","FRA","France","M","Monthly","2016-02","Feb-2016","IDX","Index","0","Units","2010_100","2010=100",91.19721,,
"SLRTCR03","Passenger car registrations sa, Index","FRA","France","M","Monthly","2016-03","Mar-2016","IDX","Index","0","Units","2010_100","2010=100",90.62278,,
"SLRTCR03","Passenger car registrations sa, Index","FRA","France","M","Monthly","2016-04","Apr-2016","IDX","Index","0","Units","2010_100","2010=100",90.31927,,
"SLRTCR03","Passenger car registrations sa, Index","FRA","France","M","Monthly","2016-05","May-2016","IDX","Index","0","Units","2010_100","2010=100",88.34569,,
"SLRTCR03","Passenger car registrations sa, Index","FRA","France","M","Monthly","2016-06","Jun-2016","IDX","Index","0","Units","2010_100","2010=100",89.35664,,
"SLRTCR03","Passenger car registrations sa, Index","FRA","France","M","Monthly","2016-07","Jul-2016","IDX","Index","0","Units","2010_100","2010=100",83.87891,,
"SLRTCR03","Passenger car registrations sa, Index","FRA","France","M","Monthly","2016-08","Aug-2016","IDX","Index","0","Units","2010_100","2010=100",87.39066,,
"SLRTCR03","Passenger car registrations sa, Index","FRA","France","M","Monthly","2016-09","Sep-2016","IDX","Index","0","Units","2010_100","2010=100",90.22046,,
"SLRTCR03","Passenger car registrations sa, Index","FRA","France","M","Monthly","2016-10","Oct-2016","IDX","Index","0","Units","2010_100","2010=100",85.64781,,
"SLRTCR03","Passenger car registrations sa, Index","FRA","France","M","Monthly","2016-11","Nov-2016","IDX","Index","0","Units","2010_100","2010=100",92.08057,,
"SLRTCR03","Passenger car registrations sa, Index","FRA","France","M","Monthly","2016-12","Dec-2016","IDX","Index","0","Units","2010_100","2010=100",93.32934,,
"SLRTCR03","Passenger car registrations sa, Index","FRA","France","M","Monthly","2017-01","Jan-2017","IDX","Index","0","Units","2010_100","2010=100",91.04301,,
"SLRTCR03","Passenger car registrations sa, Index","FRA","France","M","Monthly","2017-02","Feb-2017","IDX","Index","0","Units","2010_100","2010=100",90.006,,
"SLRTCR03","Passenger car registrations sa, Index","FRA","France","M","Monthly","2017-03","Mar-2017","IDX","Index","0","Units","2010_100","2010=100",92.74351,,
"SLRTCR03","Passenger car registrations sa, Index","FRA","France","M","Monthly","2017-04","Apr-2017","IDX","Index","0","Units","2010_100","2010=100",91.99968,,
"SLRTCR03","Passenger car registrations sa, Index","FRA","France","M","Monthly","2017-05","May-2017","IDX","Index","0","Units","2010_100","2010=100",100.4582,,
"SLRTCR03","Passenger car registrations sa, Index","FRA","France","M","Monthly","2017-06","Jun-2017","IDX","Index","0","Units","2010_100","2010=100",90.49628,,
"SLRTCR03","Passenger car registrations sa, Index","FRA","France","M","Monthly","2017-07","Jul-2017","IDX","Index","0","Units","2010_100","2010=100",93.94992,,
"SLRTCR03","Passenger car registrations sa, Index","FRA","France","M","Monthly","2017-08","Aug-2017","IDX","Index","0","Units","2010_100","2010=100",96.17055,,
"SLRTCR03","Passenger car registrations sa, Index","FRA","France","M","Monthly","2017-09","Sep-2017","IDX","Index","0","Units","2010_100","2010=100",94.58408,,
"ODCNPI03","Permits issued for dwellings sa, Index","FRA","France","A","Annual","2014","2014","IDX","Index","0","Units","2010_100","2010=100",79.32137,,
"ODCNPI03","Permits issued for dwellings sa, Index","FRA","France","A","Annual","2015","2015","IDX","Index","0","Units","2010_100","2010=100",83.75045,,
"ODCNPI03","Permits issued for dwellings sa, Index","FRA","France","A","Annual","2016","2016","IDX","Index","0","Units","2010_100","2010=100",96.07678,,
"ODCNPI03","Permits issued for dwellings sa, Index","FRA","France","Q","Quarterly","2014-Q1","Q1-2014","IDX","Index","0","Units","2010_100","2010=100",84.2058,,
"ODCNPI03","Permits issued for dwellings sa, Index","FRA","France","Q","Quarterly","2014-Q2","Q2-2014","IDX","Index","0","Units","2010_100","2010=100",77.78865,,
"ODCNPI03","Permits issued for dwellings sa, Index","FRA","France","Q","Quarterly","2014-Q3","Q3-2014","IDX","Index","0","Units","2010_100","2010=100",79.26447,,
"ODCNPI03","Permits issued for dwellings sa, Index","FRA","France","Q","Quarterly","2014-Q4","Q4-2014","IDX","Index","0","Units","2010_100","2010=100",76.02656,,
"ODCNPI03","Permits issued for dwellings sa, Index","FRA","France","Q","Quarterly","2015-Q1","Q1-2015","IDX","Index","0","Units","2010_100","2010=100",77.24213,,
"ODCNPI03","Permits issued for dwellings sa, Index","FRA","France","Q","Quarterly","2015-Q2","Q2-2015","IDX","Index","0","Units","2010_100","2010=100",82.46511,,
"ODCNPI03","Permits issued for dwellings sa, Index","FRA","France","Q","Quarterly","2015-Q3","Q3-2015","IDX","Index","0","Units","2010_100","2010=100",84.9224,,
"ODCNPI03","Permits issued for dwellings sa, Index","FRA","France","Q","Quarterly","2015-Q4","Q4-2015","IDX","Index","0","Units","2010_100","2010=100",90.37217,,
"ODCNPI03","Permits issued for dwellings sa, Index","FRA","France","Q","Quarterly","2016-Q1","Q1-2016","IDX","Index","0","Units","2010_100","2010=100",86.98546,,
"ODCNPI03","Permits issued for dwellings sa, Index","FRA","France","Q","Quarterly","2016-Q2","Q2-2016","IDX","Index","0","Units","2010_100","2010=100",94.17768,,
"ODCNPI03","Permits issued for dwellings sa, Index","FRA","France","Q","Quarterly","2016-Q3","Q3-2016","IDX","Index","0","Units","2010_100","2010=100",101.2441,,
"ODCNPI03","Permits issued for dwellings sa, Index","FRA","France","Q","Quarterly","2016-Q4","Q4-2016","IDX","Index","0","Units","2010_100","2010=100",101.8999,,
"ODCNPI03","Permits issued for dwellings sa, Index","FRA","France","Q","Quarterly","2017-Q1","Q1-2017","IDX","Index","0","Units","2010_100","2010=100",100.6808,,
"ODCNPI03","Permits issued for dwellings sa, Index","FRA","France","Q","Quarterly","2017-Q2","Q2-2017","IDX","Index","0","Units","2010_100","2010=100",104.8199,,
"ODCNPI03","Permits issued for dwellings sa, Index","FRA","France","M","Monthly","2014-01","Jan-2014","IDX","Index","0","Units","2010_100","2010=100",77.98767,,
"ODCNPI03","Permits issued for dwellings sa, Index","FRA","France","M","Monthly","2014-02","Feb-2014","IDX","Index","0","Units","2010_100","2010=100",83.15721,,
"ODCNPI03","Permits issued for dwellings sa, Index","FRA","France","M","Monthly","2014-03","Mar-2014","IDX","Index","0","Units","2010_100","2010=100",91.47253,,
"ODCNPI03","Permits issued for dwellings sa, Index","FRA","France","M","Monthly","2014-04","Apr-2014","IDX","Index","0","Units","2010_100","2010=100",69.94756,,
"ODCNPI03","Permits issued for dwellings sa, Index","FRA","France","M","Monthly","2014-05","May-2014","IDX","Index","0","Units","2010_100","2010=100",82.50982,,
"ODCNPI03","Permits issued for dwellings sa, Index","FRA","France","M","Monthly","2014-06","Jun-2014","IDX","Index","0","Units","2010_100","2010=100",80.90857,,
"ODCNPI03","Permits issued for dwellings sa, Index","FRA","France","M","Monthly","2014-07","Jul-2014","IDX","Index","0","Units","2010_100","2010=100",84.06981,,
"ODCNPI03","Permits issued for dwellings sa, Index","FRA","France","M","Monthly","2014-08","Aug-2014","IDX","Index","0","Units","2010_100","2010=100",75.79278,,
"ODCNPI03","Permits issued for dwellings sa, Index","FRA","France","M","Monthly","2014-09","Sep-2014","IDX","Index","0","Units","2010_100","2010=100",77.93082,,
"ODCNPI03","Permits issued for dwellings sa, Index","FRA","France","M","Monthly","2014-10","Oct-2014","IDX","Index","0","Units","2010_100","2010=100",78.47165,,
"ODCNPI03","Permits issued for dwellings sa, Index","FRA","France","M","Monthly","2014-11","Nov-2014","IDX","Index","0","Units","2010_100","2010=100",72.37737,,
"ODCNPI03","Permits issued for dwellings sa, Index","FRA","France","M","Monthly","2014-12","Dec-2014","IDX","Index","0","Units","2010_100","2010=100",77.23064,,
"ODCNPI03","Permits issued for dwellings sa, Index","FRA","France","M","Monthly","2015-01","Jan-2015","IDX","Index","0","Units","2010_100","2010=100",77.7036,,
"ODCNPI03","Permits issued for dwellings sa, Index","FRA","France","M","Monthly","2015-02","Feb-2015","IDX","Index","0","Units","2010_100","2010=100",74.47204,,
"ODCNPI03","Permits issued for dwellings sa, Index","FRA","France","M","Monthly","2015-03","Mar-2015","IDX","Index","0","Units","2010_100","2010=100",79.55074,,
"ODCNPI03","Permits issued for dwellings sa, Index","FRA","France","M","Monthly","2015-04","Apr-2015","IDX","Index","0","Units","2010_100","2010=100",82.66161,,
"ODCNPI03","Permits issued for dwellings sa, Index","FRA","France","M","Monthly","2015-05","May-2015","IDX","Index","0","Units","2010_100","2010=100",76.60431,,
"ODCNPI03","Permits issued for dwellings sa, Index","FRA","France","M","Monthly","2015-06","Jun-2015","IDX","Index","0","Units","2010_100","2010=100",88.12943,,
"ODCNPI03","Permits issued for dwellings sa, Index","FRA","France","M","Monthly","2015-07","Jul-2015","IDX","Index","0","Units","2010_100","2010=100",81.70893,,
"ODCNPI03","Permits issued for dwellings sa, Index","FRA","France","M","Monthly","2015-08","Aug-2015","IDX","Index","0","Units","2010_100","2010=100",87.70546,,
"ODCNPI03","Permits issued for dwellings sa, Index","FRA","France","M","Monthly","2015-09","Sep-2015","IDX","Index","0","Units","2010_100","2010=100",85.35281,,
"ODCNPI03","Permits issued for dwellings sa, Index","FRA","France","M","Monthly","2015-10","Oct-2015","IDX","Index","0","Units","2010_100","2010=100",86.71739,,
"ODCNPI03","Permits issued for dwellings sa, Index","FRA","France","M","Monthly","2015-11","Nov-2015","IDX","Index","0","Units","2010_100","2010=100",95.5457,,
"ODCNPI03","Permits issued for dwellings sa, Index","FRA","France","M","Monthly","2015-12","Dec-2015","IDX","Index","0","Units","2010_100","2010=100",88.8534,,
"ODCNPI03","Permits issued for dwellings sa, Index","FRA","France","M","Monthly","2016-01","Jan-2016","IDX","Index","0","Units","2010_100","2010=100",85.39839,,
"ODCNPI03","Permits issued for dwellings sa, Index","FRA","France","M","Monthly","2016-02","Feb-2016","IDX","Index","0","Units","2010_100","2010=100",90.75749,,
"ODCNPI03","Permits issued for dwellings sa, Index","FRA","France","M","Monthly","2016-03","Mar-2016","IDX","Index","0","Units","2010_100","2010=100",84.80051,,
"ODCNPI03","Permits issued for dwellings sa, Index","FRA","France","M","Monthly","2016-04","Apr-2016","IDX","Index","0","Units","2010_100","2010=100",91.74509,,
"ODCNPI03","Permits issued for dwellings sa, Index","FRA","France","M","Monthly","2016-05","May-2016","IDX","Index","0","Units","2010_100","2010=100",99.56396,,
"ODCNPI03","Permits issued for dwellings sa, Index","FRA","France","M","Monthly","2016-06","Jun-2016","IDX","Index","0","Units","2010_100","2010=100",91.22398,,
"ODCNPI03","Permits issued for dwellings sa, Index","FRA","France","M","Monthly","2016-07","Jul-2016","IDX","Index","0","Units","2010_100","2010=100",96.00629,,
"ODCNPI03","Permits issued for dwellings sa, Index","FRA","France","M","Monthly","2016-08","Aug-2016","IDX","Index","0","Units","2010_100","2010=100",98.73158,,
"ODCNPI03","Permits issued for dwellings sa, Index","FRA","France","M","Monthly","2016-09","Sep-2016","IDX","Index","0","Units","2010_100","2010=100",108.9944,,
"ODCNPI03","Permits issued for dwellings sa, Index","FRA","France","M","Monthly","2016-10","Oct-2016","IDX","Index","0","Units","2010_100","2010=100",97.24872,,
"ODCNPI03","Permits issued for dwellings sa, Index","FRA","France","M","Monthly","2016-11","Nov-2016","IDX","Index","0","Units","2010_100","2010=100",104.655,,
