"SUBJECT","Subject","LOCATION","Country","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"PRINTO01","Production of total industry sa, Index","AUS","Australia","A","Annual","2014","2014","IDX","Index","0","Units","2010_100","2010=100",109.2554,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","A","Annual","2015","2015","IDX","Index","0","Units","2010_100","2010=100",110.5486,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","A","Annual","2016","2016","IDX","Index","0","Units","2010_100","2010=100",111.8875,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2014-Q1","Q1-2014","IDX","Index","0","Units","2010_100","2010=100",107.5574,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2014-Q2","Q2-2014","IDX","Index","0","Units","2010_100","2010=100",109.1452,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2014-Q3","Q3-2014","IDX","Index","0","Units","2010_100","2010=100",110.2998,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2014-Q4","Q4-2014","IDX","Index","0","Units","2010_100","2010=100",109.9295,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2015-Q1","Q1-2015","IDX","Index","0","Units","2010_100","2010=100",110.2722,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2015-Q2","Q2-2015","IDX","Index","0","Units","2010_100","2010=100",109.3384,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2015-Q3","Q3-2015","IDX","Index","0","Units","2010_100","2010=100",111.3801,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2015-Q4","Q4-2015","IDX","Index","0","Units","2010_100","2010=100",111.0135,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2016-Q1","Q1-2016","IDX","Index","0","Units","2010_100","2010=100",112.9071,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2016-Q2","Q2-2016","IDX","Index","0","Units","2010_100","2010=100",112.1983,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2016-Q3","Q3-2016","IDX","Index","0","Units","2010_100","2010=100",110.7477,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2016-Q4","Q4-2016","IDX","Index","0","Units","2010_100","2010=100",111.8601,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2017-Q1","Q1-2017","IDX","Index","0","Units","2010_100","2010=100",112.1964,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2017-Q2","Q2-2017","IDX","Index","0","Units","2010_100","2010=100",113.0081,,
"PRMNTO01","Production in total manufacturing sa, Index","AUS","Australia","A","Annual","2014","2014","IDX","Index","0","Units","2010_100","2010=100",94.1382,,
"PRMNTO01","Production in total manufacturing sa, Index","AUS","Australia","A","Annual","2015","2015","IDX","Index","0","Units","2010_100","2010=100",92.53268,,
"PRMNTO01","Production in total manufacturing sa, Index","AUS","Australia","A","Annual","2016","2016","IDX","Index","0","Units","2010_100","2010=100",89.90391,,
"PRMNTO01","Production in total manufacturing sa, Index","AUS","Australia","Q","Quarterly","2014-Q1","Q1-2014","IDX","Index","0","Units","2010_100","2010=100",93.79619,,
"PRMNTO01","Production in total manufacturing sa, Index","AUS","Australia","Q","Quarterly","2014-Q2","Q2-2014","IDX","Index","0","Units","2010_100","2010=100",95.12021,,
"PRMNTO01","Production in total manufacturing sa, Index","AUS","Australia","Q","Quarterly","2014-Q3","Q3-2014","IDX","Index","0","Units","2010_100","2010=100",93.9539,,
"PRMNTO01","Production in total manufacturing sa, Index","AUS","Australia","Q","Quarterly","2014-Q4","Q4-2014","IDX","Index","0","Units","2010_100","2010=100",93.87688,,
"PRMNTO01","Production in total manufacturing sa, Index","AUS","Australia","Q","Quarterly","2015-Q1","Q1-2015","IDX","Index","0","Units","2010_100","2010=100",93.74117,,
"PRMNTO01","Production in total manufacturing sa, Index","AUS","Australia","Q","Quarterly","2015-Q2","Q2-2015","IDX","Index","0","Units","2010_100","2010=100",93.081,,
"PRMNTO01","Production in total manufacturing sa, Index","AUS","Australia","Q","Quarterly","2015-Q3","Q3-2015","IDX","Index","0","Units","2010_100","2010=100",92.43549,,
"PRMNTO01","Production in total manufacturing sa, Index","AUS","Australia","Q","Quarterly","2015-Q4","Q4-2015","IDX","Index","0","Units","2010_100","2010=100",90.92076,,
"PRMNTO01","Production in total manufacturing sa, Index","AUS","Australia","Q","Quarterly","2016-Q1","Q1-2016","IDX","Index","0","Units","2010_100","2010=100",90.34494,,
"PRMNTO01","Production in total manufacturing sa, Index","AUS","Australia","Q","Quarterly","2016-Q2","Q2-2016","IDX","Index","0","Units","2010_100","2010=100",90.39262,,
"PRMNTO01","Production in total manufacturing sa, Index","AUS","Australia","Q","Quarterly","2016-Q3","Q3-2016","IDX","Index","0","Units","2010_100","2010=100",89.96351,,
"PRMNTO01","Production in total manufacturing sa, Index","AUS","Australia","Q","Quarterly","2016-Q4","Q4-2016","IDX","Index","0","Units","2010_100","2010=100",89.18597,,
"PRMNTO01","Production in total manufacturing sa, Index","AUS","Australia","Q","Quarterly","2017-Q1","Q1-2017","IDX","Index","0","Units","2010_100","2010=100",88.4231,,
"PRMNTO01","Production in total manufacturing sa, Index","AUS","Australia","Q","Quarterly","2017-Q2","Q2-2017","IDX","Index","0","Units","2010_100","2010=100",90.01118,,
"SLRTTO01","Total retail trade (Volume) sa, Index","AUS","Australia","A","Annual","2014","2014","IDX","Index","0","Units","2010_100","2010=100",110.564,,
"SLRTTO01","Total retail trade (Volume) sa, Index","AUS","Australia","A","Annual","2015","2015","IDX","Index","0","Units","2010_100","2010=100",114.1291,,
"SLRTTO01","Total retail trade (Volume) sa, Index","AUS","Australia","A","Annual","2016","2016","IDX","Index","0","Units","2010_100","2010=100",116.7003,,
"SLRTTO01","Total retail trade (Volume) sa, Index","AUS","Australia","Q","Quarterly","2014-Q1","Q1-2014","IDX","Index","0","Units","2010_100","2010=100",109.598,,
"SLRTTO01","Total retail trade (Volume) sa, Index","AUS","Australia","Q","Quarterly","2014-Q2","Q2-2014","IDX","Index","0","Units","2010_100","2010=100",109.541,,
"SLRTTO01","Total retail trade (Volume) sa, Index","AUS","Australia","Q","Quarterly","2014-Q3","Q3-2014","IDX","Index","0","Units","2010_100","2010=100",110.7799,,
"SLRTTO01","Total retail trade (Volume) sa, Index","AUS","Australia","Q","Quarterly","2014-Q4","Q4-2014","IDX","Index","0","Units","2010_100","2010=100",112.0031,,
"SLRTTO01","Total retail trade (Volume) sa, Index","AUS","Australia","Q","Quarterly","2015-Q1","Q1-2015","IDX","Index","0","Units","2010_100","2010=100",112.9071,,
"SLRTTO01","Total retail trade (Volume) sa, Index","AUS","Australia","Q","Quarterly","2015-Q2","Q2-2015","IDX","Index","0","Units","2010_100","2010=100",113.8168,,
"SLRTTO01","Total retail trade (Volume) sa, Index","AUS","Australia","Q","Quarterly","2015-Q3","Q3-2015","IDX","Index","0","Units","2010_100","2010=100",114.8425,,
"SLRTTO01","Total retail trade (Volume) sa, Index","AUS","Australia","Q","Quarterly","2015-Q4","Q4-2015","IDX","Index","0","Units","2010_100","2010=100",115.1687,,
"SLRTTO01","Total retail trade (Volume) sa, Index","AUS","Australia","Q","Quarterly","2016-Q1","Q1-2016","IDX","Index","0","Units","2010_100","2010=100",116.2951,,
"SLRTTO01","Total retail trade (Volume) sa, Index","AUS","Australia","Q","Quarterly","2016-Q2","Q2-2016","IDX","Index","0","Units","2010_100","2010=100",116.5115,,
"SLRTTO01","Total retail trade (Volume) sa, Index","AUS","Australia","Q","Quarterly","2016-Q3","Q3-2016","IDX","Index","0","Units","2010_100","2010=100",116.541,,
"SLRTTO01","Total retail trade (Volume) sa, Index","AUS","Australia","Q","Quarterly","2016-Q4","Q4-2016","IDX","Index","0","Units","2010_100","2010=100",117.4349,,
"SLRTTO01","Total retail trade (Volume) sa, Index","AUS","Australia","Q","Quarterly","2017-Q1","Q1-2017","IDX","Index","0","Units","2010_100","2010=100",117.6843,,
"SLRTTO01","Total retail trade (Volume) sa, Index","AUS","Australia","Q","Quarterly","2017-Q2","Q2-2017","IDX","Index","0","Units","2010_100","2010=100",119.4293,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","A","Annual","2014","2014","IDX","Index","0","Units","2010_100","2010=100",89.77914,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","A","Annual","2015","2015","IDX","Index","0","Units","2010_100","2010=100",87.09067,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","A","Annual","2016","2016","IDX","Index","0","Units","2010_100","2010=100",82.12109,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","Q","Quarterly","2014-Q1","Q1-2014","IDX","Index","0","Units","2010_100","2010=100",93.34496,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","Q","Quarterly","2014-Q2","Q2-2014","IDX","Index","0","Units","2010_100","2010=100",89.88688,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","Q","Quarterly","2014-Q3","Q3-2014","IDX","Index","0","Units","2010_100","2010=100",88.98909,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","Q","Quarterly","2014-Q4","Q4-2014","IDX","Index","0","Units","2010_100","2010=100",88.16426,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","Q","Quarterly","2015-Q1","Q1-2015","IDX","Index","0","Units","2010_100","2010=100",90.1598,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","Q","Quarterly","2015-Q2","Q2-2015","IDX","Index","0","Units","2010_100","2010=100",85.54385,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","Q","Quarterly","2015-Q3","Q3-2015","IDX","Index","0","Units","2010_100","2010=100",87.49683,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","Q","Quarterly","2015-Q4","Q4-2015","IDX","Index","0","Units","2010_100","2010=100",84.79266,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","Q","Quarterly","2016-Q1","Q1-2016","IDX","Index","0","Units","2010_100","2010=100",83.3031,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","Q","Quarterly","2016-Q2","Q2-2016","IDX","Index","0","Units","2010_100","2010=100",82.68161,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","Q","Quarterly","2016-Q3","Q3-2016","IDX","Index","0","Units","2010_100","2010=100",81.11369,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","Q","Quarterly","2016-Q4","Q4-2016","IDX","Index","0","Units","2010_100","2010=100",80.29292,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","Q","Quarterly","2017-Q1","Q1-2017","IDX","Index","0","Units","2010_100","2010=100",76.9659,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","Q","Quarterly","2017-Q2","Q2-2017","IDX","Index","0","Units","2010_100","2010=100",78.69865,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2014-01","Jan-2014","IDX","Index","0","Units","2010_100","2010=100",93.97591,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2014-02","Feb-2014","IDX","Index","0","Units","2010_100","2010=100",94.85545,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2014-03","Mar-2014","IDX","Index","0","Units","2010_100","2010=100",91.2035,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2014-04","Apr-2014","IDX","Index","0","Units","2010_100","2010=100",91.03326,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2014-05","May-2014","IDX","Index","0","Units","2010_100","2010=100",89.84972,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2014-06","Jun-2014","IDX","Index","0","Units","2010_100","2010=100",88.77765,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2014-07","Jul-2014","IDX","Index","0","Units","2010_100","2010=100",90.02199,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2014-08","Aug-2014","IDX","Index","0","Units","2010_100","2010=100",89.58221,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2014-09","Sep-2014","IDX","Index","0","Units","2010_100","2010=100",87.36308,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2014-10","Oct-2014","IDX","Index","0","Units","2010_100","2010=100",89.09583,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2014-11","Nov-2014","IDX","Index","0","Units","2010_100","2010=100",87.20095,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2014-12","Dec-2014","IDX","Index","0","Units","2010_100","2010=100",88.19601,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2015-01","Jan-2015","IDX","Index","0","Units","2010_100","2010=100",88.93775,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2015-02","Feb-2015","IDX","Index","0","Units","2010_100","2010=100",88.99247,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2015-03","Mar-2015","IDX","Index","0","Units","2010_100","2010=100",92.54917,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2015-04","Apr-2015","IDX","Index","0","Units","2010_100","2010=100",82.57217,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2015-05","May-2015","IDX","Index","0","Units","2010_100","2010=100",85.76003,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2015-06","Jun-2015","IDX","Index","0","Units","2010_100","2010=100",88.29937,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2015-07","Jul-2015","IDX","Index","0","Units","2010_100","2010=100",86.95168,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2015-08","Aug-2015","IDX","Index","0","Units","2010_100","2010=100",85.74381,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2015-09","Sep-2015","IDX","Index","0","Units","2010_100","2010=100",89.79501,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2015-10","Oct-2015","IDX","Index","0","Units","2010_100","2010=100",83.60371,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2015-11","Nov-2015","IDX","Index","0","Units","2010_100","2010=100",84.87238,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2015-12","Dec-2015","IDX","Index","0","Units","2010_100","2010=100",85.90189,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2016-01","Jan-2016","IDX","Index","0","Units","2010_100","2010=100",81.04208,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2016-02","Feb-2016","IDX","Index","0","Units","2010_100","2010=100",83.47807,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2016-03","Mar-2016","IDX","Index","0","Units","2010_100","2010=100",85.38916,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2016-04","Apr-2016","IDX","Index","0","Units","2010_100","2010=100",82.93697,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2016-05","May-2016","IDX","Index","0","Units","2010_100","2010=100",79.91731,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2016-06","Jun-2016","IDX","Index","0","Units","2010_100","2010=100",85.19055,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2016-07","Jul-2016","IDX","Index","0","Units","2010_100","2010=100",81.09883,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2016-08","Aug-2016","IDX","Index","0","Units","2010_100","2010=100",80.74012,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2016-09","Sep-2016","IDX","Index","0","Units","2010_100","2010=100",81.50212,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2016-10","Oct-2016","IDX","Index","0","Units","2010_100","2010=100",79.89705,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2016-11","Nov-2016","IDX","Index","0","Units","2010_100","2010=100",79.00331,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2016-12","Dec-2016","IDX","Index","0","Units","2010_100","2010=100",81.97838,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2017-01","Jan-2017","IDX","Index","0","Units","2010_100","2010=100",79.66602,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2017-02","Feb-2017","IDX","Index","0","Units","2010_100","2010=100",76.36467,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2017-03","Mar-2017","IDX","Index","0","Units","2010_100","2010=100",74.867,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2017-04","Apr-2017","IDX","Index","0","Units","2010_100","2010=100",77.28069,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2017-05","May-2017","IDX","Index","0","Units","2010_100","2010=100",80.03688,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2017-06","Jun-2017","IDX","Index","0","Units","2010_100","2010=100",78.77836,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2017-07","Jul-2017","IDX","Index","0","Units","2010_100","2010=100",76.56733,,
"SLRTCR03","Passenger car registrations sa, Index","AUS","Australia","M","Monthly","2017-08","Aug-2017","IDX","Index","0","Units","2010_100","2010=100",74.25902,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","A","Annual","2014","2014","IDX","Index","0","Units","2010_100","2010=100",115.3077,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","A","Annual","2015","2015","IDX","Index","0","Units","2010_100","2010=100",131.195,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","A","Annual","2016","2016","IDX","Index","0","Units","2010_100","2010=100",127.7107,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","Q","Quarterly","2014-Q1","Q1-2014","IDX","Index","0","Units","2010_100","2010=100",111.7081,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","Q","Quarterly","2014-Q2","Q2-2014","IDX","Index","0","Units","2010_100","2010=100",109.0258,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","Q","Quarterly","2014-Q3","Q3-2014","IDX","Index","0","Units","2010_100","2010=100",114.0682,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","Q","Quarterly","2014-Q4","Q4-2014","IDX","Index","0","Units","2010_100","2010=100",126.4284,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","Q","Quarterly","2015-Q1","Q1-2015","IDX","Index","0","Units","2010_100","2010=100",133.6396,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","Q","Quarterly","2015-Q2","Q2-2015","IDX","Index","0","Units","2010_100","2010=100",132.304,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","Q","Quarterly","2015-Q3","Q3-2015","IDX","Index","0","Units","2010_100","2010=100",127.9132,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","Q","Quarterly","2015-Q4","Q4-2015","IDX","Index","0","Units","2010_100","2010=100",130.9231,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","Q","Quarterly","2016-Q1","Q1-2016","IDX","Index","0","Units","2010_100","2010=100",130.2957,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","Q","Quarterly","2016-Q2","Q2-2016","IDX","Index","0","Units","2010_100","2010=100",128.9926,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","Q","Quarterly","2016-Q3","Q3-2016","IDX","Index","0","Units","2010_100","2010=100",135.5648,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","Q","Quarterly","2016-Q4","Q4-2016","IDX","Index","0","Units","2010_100","2010=100",115.9897,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","Q","Quarterly","2017-Q1","Q1-2017","IDX","Index","0","Units","2010_100","2010=100",113.8753,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","Q","Quarterly","2017-Q2","Q2-2017","IDX","Index","0","Units","2010_100","2010=100",115.7347,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2014-01","Jan-2014","IDX","Index","0","Units","2010_100","2010=100",115.8575,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2014-02","Feb-2014","IDX","Index","0","Units","2010_100","2010=100",112.9412,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2014-03","Mar-2014","IDX","Index","0","Units","2010_100","2010=100",106.3256,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2014-04","Apr-2014","IDX","Index","0","Units","2010_100","2010=100",105.5876,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2014-05","May-2014","IDX","Index","0","Units","2010_100","2010=100",109.6539,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2014-06","Jun-2014","IDX","Index","0","Units","2010_100","2010=100",111.836,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2014-07","Jul-2014","IDX","Index","0","Units","2010_100","2010=100",110.5001,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2014-08","Aug-2014","IDX","Index","0","Units","2010_100","2010=100",126.5918,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2014-09","Sep-2014","IDX","Index","0","Units","2010_100","2010=100",105.1129,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2014-10","Oct-2014","IDX","Index","0","Units","2010_100","2010=100",116.4944,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2014-11","Nov-2014","IDX","Index","0","Units","2010_100","2010=100",133.7392,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2014-12","Dec-2014","IDX","Index","0","Units","2010_100","2010=100",129.0517,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2015-01","Jan-2015","IDX","Index","0","Units","2010_100","2010=100",136.6073,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2015-02","Feb-2015","IDX","Index","0","Units","2010_100","2010=100",131.2211,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2015-03","Mar-2015","IDX","Index","0","Units","2010_100","2010=100",133.0905,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2015-04","Apr-2015","IDX","Index","0","Units","2010_100","2010=100",130.9084,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2015-05","May-2015","IDX","Index","0","Units","2010_100","2010=100",136.7268,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2015-06","Jun-2015","IDX","Index","0","Units","2010_100","2010=100",129.277,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2015-07","Jul-2015","IDX","Index","0","Units","2010_100","2010=100",128.4547,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2015-08","Aug-2015","IDX","Index","0","Units","2010_100","2010=100",127.0971,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2015-09","Sep-2015","IDX","Index","0","Units","2010_100","2010=100",128.1879,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2015-10","Oct-2015","IDX","Index","0","Units","2010_100","2010=100",144.8122,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2015-11","Nov-2015","IDX","Index","0","Units","2010_100","2010=100",120.6489,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2015-12","Dec-2015","IDX","Index","0","Units","2010_100","2010=100",127.3083,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2016-01","Jan-2016","IDX","Index","0","Units","2010_100","2010=100",128.687,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2016-02","Feb-2016","IDX","Index","0","Units","2010_100","2010=100",128.1641,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2016-03","Mar-2016","IDX","Index","0","Units","2010_100","2010=100",134.0359,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2016-04","Apr-2016","IDX","Index","0","Units","2010_100","2010=100",137.0612,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2016-05","May-2016","IDX","Index","0","Units","2010_100","2010=100",126.6026,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2016-06","Jun-2016","IDX","Index","0","Units","2010_100","2010=100",123.3139,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2016-07","Jul-2016","IDX","Index","0","Units","2010_100","2010=100",145.3791,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2016-08","Aug-2016","IDX","Index","0","Units","2010_100","2010=100",137.0074,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2016-09","Sep-2016","IDX","Index","0","Units","2010_100","2010=100",124.3081,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2016-10","Oct-2016","IDX","Index","0","Units","2010_100","2010=100",111.1338,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2016-11","Nov-2016","IDX","Index","0","Units","2010_100","2010=100",117.9469,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2016-12","Dec-2016","IDX","Index","0","Units","2010_100","2010=100",118.8883,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2017-01","Jan-2017","IDX","Index","0","Units","2010_100","2010=100",111.3573,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2017-02","Feb-2017","IDX","Index","0","Units","2010_100","2010=100",125.7329,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2017-03","Mar-2017","IDX","Index","0","Units","2010_100","2010=100",104.5358,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2017-04","Apr-2017","IDX","Index","0","Units","2010_100","2010=100",119.7193,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2017-05","May-2017","IDX","Index","0","Units","2010_100","2010=100",104.1171,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2017-06","Jun-2017","IDX","Index","0","Units","2010_100","2010=100",123.3678,,
"ODCNPI03","Permits issued for dwellings sa, Index","AUS","Australia","M","Monthly","2017-07","Jul-2017","IDX","Index","0","Units","2010_100","2010=100",126.502,,
